heartRate_cozie,light_cozie,noise_cozie,user_id,room,temperature_mbient,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,user_grouped_cooler,user_grouped_warmer,user_grouped_dimmer,user_grouped_brighter,user_grouped_quieter,user_grouped_louder,room_grouped_cooler,room_grouped_warmer,room_grouped_dimmer,room_grouped_brighter,room_grouped_quieter,room_grouped_louder,thermal_cozie
73.0,10.0,10.0,cresh04,BUILDING_MATERIALS_LAB,28.375,-0.7101853756232854,-0.7040147244559684,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17894736842105266,0.3105263157894737,0.015789473684210527,0.08947368421052633,0.09473684210526316,0.0,10.0
74.0,10.0,10.0,cresh04,BUDS_LAB,28.375,-0.6293203910498376,-0.7771459614569708,0.7818314824680297,0.6234898018587336,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.1111111111111111,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.0,10.0
77.0,10.0,10.0,cresh04,IRC_LIBRARY_1,28.625,-0.8571673007021121,-0.5150380749100545,0.7818314824680297,0.6234898018587336,0.0,0.0,0.0,0.0,0.0,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,10.0
91.0,10.0,10.0,cresh04,BUDS_LAB,28.5,-0.9986295347545738,-0.05233595624294431,0.9749279121818236,-0.22252093395631434,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.1111111111111111,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.0,10.0
92.0,10.0,10.0,cresh04,IRC_LIBRARY_1,29.125,-0.9999904807207344,-0.004363309284746483,0.9749279121818236,-0.22252093395631434,0.0,0.0,0.0,0.0,0.0,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,10.0
79.0,10.0,10.0,cresh04,IRC_LIBRARY_1,28.5,-0.9953961983671789,0.09584575252022404,0.9749279121818236,-0.22252093395631434,0.0,0.0,0.0,0.0,0.0,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,10.0
103.0,10.0,10.0,cresh04,IRC_LIBRARY_1,28.75,0.4694715627858907,-0.882947592858927,0.43388373911755823,-0.9009688679024191,0.0,0.0,0.0,0.0,0.0,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,10.0
90.0,10.0,10.0,cresh04,IRC_LIBRARY_1,28.75,0.2503800040544413,-0.9681476403781076,0.43388373911755823,-0.9009688679024191,0.0,0.0,0.0,0.0,0.0,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,10.0
79.0,10.0,10.0,cresh04,IRC_LIBRARY_1,28.125,0.11320321376790687,-0.9935718556765876,0.43388373911755823,-0.9009688679024191,0.0,0.0,0.0,0.0,0.0,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,10.0
83.0,10.0,10.0,cresh04,IRC_LIBRARY_1,27.625,-0.08715574274765794,-0.9961946980917455,0.43388373911755823,-0.9009688679024191,0.0,0.0,0.0,0.0,0.0,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,10.0
82.0,10.0,10.0,cresh04,IRC_LIBRARY_1,28.75,-0.8767267557075077,-0.4809887689193877,0.43388373911755823,-0.9009688679024191,0.0,0.0,0.0,0.0,0.0,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,10.0
77.0,10.0,10.0,cresh04,IRC_LIBRARY_1,28.5,-0.9753423205085128,-0.2206974350215008,0.43388373911755823,-0.9009688679024191,0.0,0.0,0.0,0.0,0.0,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,10.0
75.0,10.0,10.0,cresh04,IRC_LIBRARY_1,28.75,-0.9807852804032304,-0.19509032201612864,0.43388373911755823,-0.9009688679024191,0.0,0.0,0.0,0.0,0.0,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,10.0
76.0,10.0,10.0,cresh04,IRC_LIBRARY_1,28.75,-0.9883615104677608,-0.15212338618991714,0.43388373911755823,-0.9009688679024191,0.0,0.0,0.0,0.0,0.0,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,10.0
74.0,10.0,10.0,cresh04,IRC_LIBRARY_1,28.5,-0.9940563382223196,-0.10886687485196507,0.43388373911755823,-0.9009688679024191,0.0,0.0,0.0,0.0,0.0,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,10.0
72.0,10.0,10.0,cresh04,IRC_LIBRARY_1,28.75,-0.9978589232386036,-0.06540312923014273,0.43388373911755823,-0.9009688679024191,0.0,0.0,0.0,0.0,0.0,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,10.0
91.0,10.0,10.0,cresh04,CAFE,29.375,-0.4962165036752082,-0.8681988144891423,-0.433883739117558,-0.9009688679024191,0.0,0.0,0.0,0.0,0.0,0.0,0.273972602739726,0.0,0.0273972602739726,0.3561643835616438,0.2465753424657534,0.0,10.0
86.0,10.0,10.0,cresh04,IRC_LIBRARY_1,29.125,-0.7071067811865475,-0.7071067811865477,-0.433883739117558,-0.9009688679024191,0.0,0.0,0.0,0.0,0.0,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,10.0
94.0,10.0,10.0,cresh04,IRC_LIBRARY_1,29.0,-0.7431448254773942,-0.6691306063588581,-0.433883739117558,-0.9009688679024191,0.0,0.0,0.0,0.0,0.0,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,10.0
88.0,10.0,10.0,cresh04,IRC_LIBRARY_1,28.5,-0.7743926440821854,-0.6327053285625163,-0.433883739117558,-0.9009688679024191,0.0,0.0,0.0,0.0,0.0,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,10.0
88.0,10.0,10.0,cresh04,IRC_LIBRARY_1,28.5,-0.8012538126910604,-0.5983246005706593,-0.433883739117558,-0.9009688679024191,0.0,0.0,0.0,0.0,0.0,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,10.0
82.0,10.0,10.0,cresh04,IRC_LIBRARY_1,30.625,-0.8241261886220157,-0.5664062369248328,-0.433883739117558,-0.9009688679024191,0.0,0.0,0.0,0.0,0.0,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,10.0
83.0,10.0,10.0,cresh04,IRC_LIBRARY_1,28.75,-0.8503522249955626,-0.5262139236518699,-0.433883739117558,-0.9009688679024191,0.0,0.0,0.0,0.0,0.0,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,10.0
85.0,10.0,10.0,cresh04,IRC_LIBRARY_1,28.75,-0.8703556959398996,-0.4924235601034673,-0.433883739117558,-0.9009688679024191,0.0,0.0,0.0,0.0,0.0,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,10.0
76.0,10.0,10.0,cresh04,IRC_LIBRARY_1,28.75,-0.8987940462991668,-0.43837114678907774,-0.433883739117558,-0.9009688679024191,0.0,0.0,0.0,0.0,0.0,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,10.0
90.0,10.0,10.0,cresh04,EXECUTIVE_SEMINAR_ROOM_A,28.75,-0.9187912101488984,-0.3947438563842671,-0.433883739117558,-0.9009688679024191,0.0,0.0,0.0,0.0,0.0,0.0,0.08360128617363344,0.1607717041800643,0.06430868167202572,0.04823151125401929,0.09003215434083603,0.0,10.0
90.0,10.0,10.0,cresh04,IRC_LIBRARY_1,29.375,-0.7986355100472928,-0.6018150231520483,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,10.0
90.0,10.0,10.0,cresh04,IRC_LIBRARY_1,29.625,-0.8290375725550418,-0.5591929034707466,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,10.0
