heartRate_cozie,light_cozie,noise_cozie,user_id,humidity_sensing,light_sensing,noise_sensing,temperature_sensing,temperature_mbient,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,thermal_cozie
108.0,11.0,10.0,cresh28,60.4301,246.0,50.0,27.2763,27.5,-0.8433914458128855,-0.5372996083468242,0.7818314824680297,0.6234898018587336,9.0
80.0,11.0,10.0,cresh28,60.4873,223.0,55.0,27.2763,27.5,-0.8767267557075077,-0.4809887689193877,0.7818314824680297,0.6234898018587336,9.0
86.0,11.0,10.0,cresh28,60.5092,80.0,52.0,27.1278,27.25,-0.9351352096860116,-0.3542910379977157,0.7818314824680297,0.6234898018587336,10.0
87.0,10.0,10.0,cresh28,63.5323,334.0,46.0,24.6759,28.875,-0.4617486132350338,-0.8870108331782218,0.43388373911755823,-0.9009688679024191,10.0
77.0,10.0,11.0,cresh28,63.2242,333.0,57.0,24.9575,29.125,-0.5336145159156115,-0.8457278217039732,0.43388373911755823,-0.9009688679024191,11.0
73.0,10.0,11.0,cresh28,63.5346,333.0,53.0,24.8824,28.875,-0.5913096483635824,-0.8064446042674825,0.43388373911755823,-0.9009688679024191,11.0
82.0,10.0,11.0,cresh28,62.6854,334.0,52.0,25.0472,28.75,-0.6394390019805846,-0.7688418320734597,0.43388373911755823,-0.9009688679024191,10.0
80.0,10.0,11.0,cresh28,62.777,334.0,46.0,24.9126,28.125,-0.7489557207890021,-0.6626200482157375,0.43388373911755823,-0.9009688679024191,11.0
82.0,10.0,11.0,cresh28,62.2418,331.0,63.0,25.1056,28.5,-0.7960020025346222,-0.6052939880428941,0.43388373911755823,-0.9009688679024191,11.0
73.0,10.0,10.0,cresh28,62.2061,334.0,54.0,25.164,28.625,-0.8638355052043956,-0.5037739770455265,0.43388373911755823,-0.9009688679024191,11.0
77.0,10.0,11.0,cresh28,63.4799,335.0,53.0,24.8104,28.25,-0.8968727415326883,-0.44228869021900136,0.43388373911755823,-0.9009688679024191,11.0
78.0,10.0,11.0,cresh28,63.5109,335.0,49.0,24.8688,28.375,-0.9238795325112868,-0.3826834323650895,0.43388373911755823,-0.9009688679024191,11.0
92.0,10.0,10.0,cresh28,76.0137,48.0,48.0,25.6313,28.0,-0.9523957996432784,-0.3048642990280112,0.43388373911755823,-0.9009688679024191,10.0
74.0,10.0,10.0,cresh28,76.3872,48.0,48.0,25.6313,28.375,-0.9702957262759964,-0.2419218955996678,0.43388373911755823,-0.9009688679024191,10.0
72.0,10.0,10.0,cresh28,79.633,48.0,49.0,25.6146,28.375,-0.9799247046208296,-0.19936793441719733,0.43388373911755823,-0.9009688679024191,11.0
71.0,10.0,10.0,cresh28,77.8085,47.0,46.0,25.6594,27.0,-0.9999904807207344,0.004363309284746116,0.43388373911755823,-0.9009688679024191,10.0
108.0,10.0,11.0,cresh28,71.5273,35.0,69.0,29.5728,30.125,-0.1779435454738416,-0.9840406976462908,0.7818314824680297,0.6234898018587336,11.0
95.0,10.0,11.0,cresh28,75.0004,31.0,69.0,29.7199,30.125,-0.2419218955996675,-0.9702957262759964,0.7818314824680297,0.6234898018587336,11.0
