heartRate_cozie,light_cozie,noise_cozie,user_id,room,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,user_grouped_cooler,user_grouped_warmer,user_grouped_dimmer,user_grouped_brighter,user_grouped_quieter,user_grouped_louder,room_grouped_cooler,room_grouped_warmer,room_grouped_dimmer,room_grouped_brighter,room_grouped_quieter,room_grouped_louder,thermal_cozie
64.0,10.0,11.0,cresh02,BUILDING_MATERIALS_LAB,0.5948227867513413,-0.8038568606172174,0.0,1.0,0.6949152542372882,0.13559322033898305,0.3559322033898305,0.22033898305084745,0.3559322033898305,0.0,0.17894736842105266,0.3105263157894737,0.015789473684210527,0.08947368421052633,0.09473684210526316,0.0,10.0
111.0,9.0,11.0,cresh02,IRC_LIBRARY_1,0.07845909572784507,-0.9969173337331279,0.9749279121818236,-0.22252093395631434,0.6949152542372882,0.13559322033898305,0.3559322033898305,0.22033898305084745,0.3559322033898305,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,11.0
78.0,10.0,10.0,cresh02,IRC_LIBRARY_1,-0.36650122672429736,-0.9304175679820244,0.9749279121818236,-0.22252093395631434,0.6949152542372882,0.13559322033898305,0.3559322033898305,0.22033898305084745,0.3559322033898305,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,11.0
98.0,10.0,11.0,cresh02,IRC_LIBRARY_1,-0.4733196671848433,-0.8808907382053857,0.9749279121818236,-0.22252093395631434,0.6949152542372882,0.13559322033898305,0.3559322033898305,0.22033898305084745,0.3559322033898305,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,11.0
97.0,9.0,11.0,cresh02,IRC_LIBRARY_1,-0.8090169943749473,-0.5877852522924732,0.9749279121818236,-0.22252093395631434,0.6949152542372882,0.13559322033898305,0.3559322033898305,0.22033898305084745,0.3559322033898305,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,11.0
95.0,10.0,10.0,cresh02,IRC_LIBRARY_1,-0.8090169943749473,-0.5877852522924732,0.9749279121818236,-0.22252093395631434,0.6949152542372882,0.13559322033898305,0.3559322033898305,0.22033898305084745,0.3559322033898305,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,11.0
73.0,9.0,11.0,cresh02,IRC_LIBRARY_1,-0.8808907382053857,-0.4733196671848431,0.9749279121818236,-0.22252093395631434,0.6949152542372882,0.13559322033898305,0.3559322033898305,0.22033898305084745,0.3559322033898305,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,11.0
74.0,9.0,11.0,cresh02,BUILDING_MATERIALS_LAB,-0.8594064115014528,-0.5112930860770518,0.43388373911755823,-0.9009688679024191,0.6949152542372882,0.13559322033898305,0.3559322033898305,0.22033898305084745,0.3559322033898305,0.0,0.17894736842105266,0.3105263157894737,0.015789473684210527,0.08947368421052633,0.09473684210526316,0.0,11.0
73.0,10.0,11.0,cresh02,BUILDING_MATERIALS_LAB,0.42656873990145855,-0.904455145454368,0.0,1.0,0.6949152542372882,0.13559322033898305,0.3559322033898305,0.22033898305084745,0.3559322033898305,0.0,0.17894736842105266,0.3105263157894737,0.015789473684210527,0.08947368421052633,0.09473684210526316,0.0,9.0
61.0,11.0,10.0,cresh02,IRC_LIBRARY_1,0.3048642990280107,-0.9523957996432784,0.0,1.0,0.6949152542372882,0.13559322033898305,0.3559322033898305,0.22033898305084745,0.3559322033898305,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,10.0
57.0,11.0,11.0,cresh02,IRC_LIBRARY_1,0.21643961393810274,-0.9762960071199334,0.0,1.0,0.6949152542372882,0.13559322033898305,0.3559322033898305,0.22033898305084745,0.3559322033898305,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,11.0
56.0,9.0,10.0,cresh02,IRC_LIBRARY_1,0.2079116908177593,-0.9781476007338056,0.0,1.0,0.6949152542372882,0.13559322033898305,0.3559322033898305,0.22033898305084745,0.3559322033898305,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,9.0
71.0,9.0,11.0,cresh02,IRC_LIBRARY_1,0.034899496702501136,-0.9993908270190958,0.7818314824680297,0.6234898018587336,0.6949152542372882,0.13559322033898305,0.3559322033898305,0.22033898305084745,0.3559322033898305,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,11.0
74.0,11.0,11.0,cresh02,IRC_LIBRARY_1,0.021814885034561214,-0.9997620270799092,0.7818314824680297,0.6234898018587336,0.6949152542372882,0.13559322033898305,0.3559322033898305,0.22033898305084745,0.3559322033898305,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,11.0
65.0,9.0,10.0,cresh02,IRC_LIBRARY_1,-0.9222009716704516,-0.3867109616368209,0.7818314824680297,0.6234898018587336,0.6949152542372882,0.13559322033898305,0.3559322033898305,0.22033898305084745,0.3559322033898305,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,11.0
80.0,10.0,10.0,cresh02,IRC_LIBRARY_1,-0.9469301294951056,-0.3214394653031618,0.7818314824680297,0.6234898018587336,0.6949152542372882,0.13559322033898305,0.3559322033898305,0.22033898305084745,0.3559322033898305,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,10.0
93.0,10.0,10.0,cresh02,IRC_LIBRARY_1,-0.9772311064626787,-0.21217767215644648,0.7818314824680297,0.6234898018587336,0.6949152542372882,0.13559322033898305,0.3559322033898305,0.22033898305084745,0.3559322033898305,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,10.0
70.0,11.0,10.0,cresh02,IRC_LIBRARY_1,-0.9781476007338056,-0.2079116908177598,0.7818314824680297,0.6234898018587336,0.6949152542372882,0.13559322033898305,0.3559322033898305,0.22033898305084745,0.3559322033898305,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,11.0
70.0,9.0,10.0,cresh02,IRC_LIBRARY_1,-0.9807852804032304,-0.19509032201612864,0.7818314824680297,0.6234898018587336,0.6949152542372882,0.13559322033898305,0.3559322033898305,0.22033898305084745,0.3559322033898305,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,9.0
66.0,11.0,10.0,cresh02,IRC_LIBRARY_1,-0.9902680687415704,-0.13917310096006585,0.7818314824680297,0.6234898018587336,0.6949152542372882,0.13559322033898305,0.3559322033898305,0.22033898305084745,0.3559322033898305,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,11.0
