heartRate_cozie,light_cozie,noise_cozie,thermal_cozie,user_id,humidity_sensing,light_sensing,noise_sensing,temperature_sensing,temperature_mbient,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos
112.0,11.0,10.0,10.0,cresh03,59.3717,157.0,49.0,26.9509,30.375,-0.17364817766693047,-0.984807753012208,-0.433883739117558,-0.9009688679024191
64.0,10.0,10.0,10.0,cresh01,65.4328,49.0,45.0,26.5455,30.25,-0.2079116908177595,-0.9781476007338056,-0.433883739117558,-0.9009688679024191
76.0,10.0,10.0,10.0,cresh10,86.7456,43.0,46.0,25.3945,29.375,-0.21643961393810296,-0.9762960071199334,-0.433883739117558,-0.9009688679024191
81.0,11.0,10.0,10.0,cresh03,59.1345,159.0,46.0,27.0373,28.75,-0.2419218955996675,-0.9702957262759965,-0.433883739117558,-0.9009688679024191
75.0,10.0,10.0,10.0,cresh07,79.721,45.0,45.0,24.8657,28.0,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191
59.0,10.0,10.0,10.0,cresh01,65.5216,50.0,46.0,26.5003,30.25,-0.275637355816999,-0.9612616959383189,-0.433883739117558,-0.9009688679024191
80.0,10.0,10.0,10.0,cresh10,81.9809,43.0,44.0,25.1025,29.0,-0.275637355816999,-0.9612616959383189,-0.433883739117558,-0.9009688679024191
77.0,10.0,10.0,10.0,cresh07,84.1479,44.0,44.0,25.3945,28.125,-0.3007057995042731,-0.9537169507482269,-0.433883739117558,-0.9009688679024191
71.0,10.0,10.0,10.0,cresh03,58.9775,166.0,47.0,27.0373,28.375,-0.3131638064837496,-0.949699126201877,-0.433883739117558,-0.9009688679024191
75.0,10.0,10.0,10.0,cresh10,78.08800000000001,44.0,46.0,25.189,28.625,-0.32969064526278713,-0.9440890203927843,-0.433883739117558,-0.9009688679024191
64.0,10.0,10.0,10.0,cresh01,65.2186,51.0,47.0,26.5003,30.25,-0.33791671800332673,-0.9411760152563707,-0.433883739117558,-0.9009688679024191
83.0,10.0,10.0,10.0,cresh03,58.8814,171.0,47.0,27.0688,28.5,-0.3624380382837015,-0.9320078692827986,-0.433883739117558,-0.9009688679024191
77.0,10.0,10.0,10.0,cresh07,81.8262,43.0,45.0,25.3225,27.25,-0.36650122672429736,-0.9304175679820245,-0.433883739117558,-0.9009688679024191
62.0,10.0,10.0,11.0,cresh01,65.2247,51.0,49.0,26.5929,30.125,-0.3987490689252463,-0.917060074385124,-0.433883739117558,-0.9009688679024191
81.0,10.0,10.0,10.0,cresh07,77.1841,44.0,46.0,25.3361,28.125,-0.4027466898587371,-0.9153114791194472,-0.433883739117558,-0.9009688679024191
82.0,11.0,10.0,10.0,cresh03,58.6916,181.0,54.0,27.1731,28.375,-0.4186597375374282,-0.9081431738250813,-0.433883739117558,-0.9009688679024191
76.0,10.0,10.0,11.0,cresh10,77.0294,44.0,55.0,24.9857,28.375,-0.4226182617406993,-0.90630778703665,-0.433883739117558,-0.9009688679024191
89.0,10.0,11.0,11.0,cresh13,70.2505,186.0,68.0,30.6699,29.625,-0.43837114678907746,-0.8987940462991669,-0.433883739117558,-0.9009688679024191
74.0,11.0,10.0,10.0,cresh03,58.6758,194.0,47.0,27.1868,28.5,-0.4500984410374351,-0.8929789434111369,-0.433883739117558,-0.9009688679024191
79.0,10.0,11.0,11.0,cresh08,74.8674,52.0,65.0,30.9005,30.75,-0.46174861323503374,-0.8870108331782218,-0.433883739117558,-0.9009688679024191
73.0,10.0,10.0,10.0,cresh10,77.309,44.0,45.0,25.2057,28.25,-0.4809887689193874,-0.8767267557075078,-0.433883739117558,-0.9009688679024191
91.0,10.0,10.0,10.0,cresh04,67.3443,90.0,65.0,29.5592,29.375,-0.4962165036752082,-0.8681988144891423,-0.433883739117558,-0.9009688679024191
64.0,10.0,10.0,10.0,cresh08,78.8159,44.0,46.0,25.2641,28.875,-0.4962165036752082,-0.8681988144891423,-0.433883739117558,-0.9009688679024191
87.0,10.0,10.0,10.0,cresh14,59.4459,45.0,47.0,26.6635,29.875,-0.5000000000000001,-0.8660254037844386,-0.433883739117558,-0.9009688679024191
77.0,11.0,10.0,10.0,cresh03,58.6247,215.0,50.0,27.2005,28.5,-0.5037739770455262,-0.8638355052043958,-0.433883739117558,-0.9009688679024191
91.0,10.0,10.0,10.0,cresh05,58.6916,224.0,53.0,27.2626,29.375,-0.5224985647159488,-0.8526401643540923,-0.433883739117558,-0.9009688679024191
111.0,10.0,10.0,11.0,cresh11,58.6916,224.0,53.0,27.2626,32.25,-0.5224985647159488,-0.8526401643540923,-0.433883739117558,-0.9009688679024191
70.0,10.0,10.0,10.0,cresh10,78.54,46.0,46.0,25.1609,28.25,-0.5372996083468239,-0.8433914458128856,-0.433883739117558,-0.9009688679024191
75.0,10.0,10.0,10.0,cresh08,78.54,46.0,46.0,25.1609,26.625,-0.5372996083468239,-0.8433914458128856,-0.433883739117558,-0.9009688679024191
100.0,10.0,10.0,10.0,cresh14,59.5274,46.0,51.0,26.7982,27.875,-0.5591929034707467,-0.8290375725550418,-0.433883739117558,-0.9009688679024191
114.0,11.0,10.0,10.0,cresh03,58.5493,240.0,49.0,27.2763,29.875,-0.5628049276950685,-0.8265897491271886,-0.433883739117558,-0.9009688679024191
87.0,10.0,10.0,10.0,cresh08,69.6409,1292.0,47.0,26.2949,28.625,-0.5699967625963029,-0.8216469379421637,-0.433883739117558,-0.9009688679024191
78.0,10.0,11.0,10.0,cresh10,69.6409,1292.0,47.0,26.2949,28.625,-0.5699967625963029,-0.8216469379421637,-0.433883739117558,-0.9009688679024191
117.0,11.0,10.0,10.0,cresh03,58.5943,243.0,49.0,27.2763,29.125,-0.5699967625963029,-0.8216469379421637,-0.433883739117558,-0.9009688679024191
77.0,10.0,10.0,10.0,cresh08,69.793,1292.0,45.0,26.2812,28.25,-0.5807029557109398,-0.8141155183563192,-0.433883739117558,-0.9009688679024191
83.0,10.0,10.0,10.0,cresh10,69.6239,1292.0,44.0,26.2949,28.75,-0.587785252292473,-0.8090169943749475,-0.433883739117558,-0.9009688679024191
80.0,10.0,10.0,10.0,cresh10,69.4293,1291.0,46.0,26.3686,28.875,-0.5983246005706591,-0.8012538126910607,-0.433883739117558,-0.9009688679024191
127.0,11.0,10.0,10.0,cresh03,58.4094,251.0,50.0,27.3521,28.5,-0.6087614290087207,-0.7933533402912352,-0.433883739117558,-0.9009688679024191
74.0,10.0,10.0,10.0,cresh10,78.6601,43.0,45.0,25.2777,28.375,-0.6427876096865393,-0.7660444431189781,-0.433883739117558,-0.9009688679024191
83.0,11.0,10.0,10.0,cresh03,58.086999999999996,273.0,49.0,27.4984,29.875,-0.6427876096865393,-0.7660444431189781,-0.433883739117558,-0.9009688679024191
90.0,10.0,10.0,10.0,cresh13,59.7805,47.0,51.0,26.8404,28.0,-0.646123979642964,-0.7632324697825288,-0.433883739117558,-0.9009688679024191
70.0,10.0,10.0,9.0,cresh07,78.7719,44.0,47.0,25.0441,28.375,-0.6494480483301835,-0.760405965600031,-0.433883739117558,-0.9009688679024191
84.0,10.0,10.0,10.0,cresh03,58.0967,276.0,46.0,27.4984,29.125,-0.6658816660008342,-0.7460573750616997,-0.433883739117558,-0.9009688679024191
88.0,10.0,10.0,10.0,cresh14,59.4885,46.0,53.0,26.8267,27.625,-0.6691306063588582,-0.7431448254773942,-0.433883739117558,-0.9009688679024191
80.0,10.0,10.0,10.0,cresh07,84.3275,45.0,45.0,25.3361,28.375,-0.6851829903263591,-0.7283709698824002,-0.433883739117558,-0.9009688679024191
67.0,10.0,10.0,10.0,cresh10,84.43700000000001,45.0,47.0,25.4091,28.125,-0.6915130557822693,-0.7223639620597557,-0.433883739117558,-0.9009688679024191
98.0,10.0,11.0,11.0,cresh12,64.5801,100.0,69.0,29.5144,32.375,-0.6915130557822693,-0.7223639620597557,-0.433883739117558,-0.9009688679024191
86.0,10.0,10.0,10.0,cresh04,58.2099,303.0,48.0,27.5437,29.125,-0.7071067811865475,-0.7071067811865477,-0.433883739117558,-0.9009688679024191
79.0,10.0,10.0,9.0,cresh07,78.5875,44.0,44.0,24.6759,27.5,-0.7163019434246541,-0.6977904598416802,-0.433883739117558,-0.9009688679024191
65.0,10.0,10.0,10.0,cresh10,84.6344,45.0,45.0,25.2057,27.625,-0.7372773368101239,-0.6755902076156605,-0.433883739117558,-0.9009688679024191
99.0,11.0,10.0,11.0,cresh11,58.0967,322.0,48.0,27.6616,32.125,-0.7431448254773942,-0.6691306063588581,-0.433883739117558,-0.9009688679024191
94.0,10.0,10.0,10.0,cresh04,58.0967,322.0,48.0,27.6616,29.0,-0.7431448254773942,-0.6691306063588581,-0.433883739117558,-0.9009688679024191
113.0,10.0,10.0,11.0,cresh05,58.0967,322.0,48.0,27.6616,31.875,-0.7431448254773942,-0.6691306063588581,-0.433883739117558,-0.9009688679024191
67.0,10.0,11.0,10.0,cresh12,68.6883,106.0,67.0,29.4998,31.5,-0.7460573750616994,-0.6658816660008344,-0.433883739117558,-0.9009688679024191
76.0,10.0,10.0,9.0,cresh14,59.1381,45.0,50.0,26.7982,27.625,-0.7460573750616994,-0.6658816660008344,-0.433883739117558,-0.9009688679024191
73.0,10.0,10.0,10.0,cresh07,86.7146,43.0,45.0,25.5426,28.125,-0.7489557207890021,-0.6626200482157375,-0.433883739117558,-0.9009688679024191
78.0,10.0,10.0,11.0,cresh05,58.1965,323.0,49.0,27.7522,30.5,-0.7632324697825288,-0.6461239796429639,-0.433883739117558,-0.9009688679024191
88.0,10.0,10.0,10.0,cresh04,58.2245,338.0,49.0,27.7206,28.5,-0.7743926440821854,-0.6327053285625163,-0.433883739117558,-0.9009688679024191
75.0,10.0,10.0,10.0,cresh07,82.4602,45.0,44.0,24.8657,28.125,-0.7771459614569706,-0.6293203910498378,-0.433883739117558,-0.9009688679024191
66.0,10.0,10.0,10.0,cresh10,82.4602,45.0,44.0,24.8657,28.125,-0.7798844830928819,-0.625923472184059,-0.433883739117558,-0.9009688679024191
68.0,10.0,11.0,10.0,cresh12,74.8759,278.0,67.0,30.6257,31.5,-0.7986355100472928,-0.6018150231520483,-0.433883739117558,-0.9009688679024191
88.0,10.0,10.0,10.0,cresh04,58.1685,361.0,50.0,27.7522,28.5,-0.8012538126910604,-0.5983246005706593,-0.433883739117558,-0.9009688679024191
102.0,10.0,10.0,10.0,cresh14,59.4946,46.0,53.0,26.8719,27.625,-0.803856860617217,-0.5948227867513417,-0.433883739117558,-0.9009688679024191
100.0,10.0,10.0,11.0,cresh09,54.8509,208.0,42.0,24.6702,28.5,-0.803856860617217,-0.5948227867513417,-0.433883739117558,-0.9009688679024191
77.0,10.0,11.0,10.0,cresh07,78.7629,99.0,68.0,30.1919,28.5,-0.803856860617217,-0.5948227867513417,-0.433883739117558,-0.9009688679024191
89.0,10.0,10.0,11.0,cresh11,58.2962,358.0,47.0,27.7375,30.125,-0.8141155183563193,-0.5807029557109397,-0.433883739117558,-0.9009688679024191
67.0,10.0,10.0,9.0,cresh10,81.115,45.0,44.0,24.7937,28.0,-0.8191520442889916,-0.5735764363510464,-0.433883739117558,-0.9009688679024191
76.0,10.0,10.0,10.0,cresh05,58.4495,363.0,56.0,27.7659,30.5,-0.8191520442889916,-0.5735764363510464,-0.433883739117558,-0.9009688679024191
82.0,10.0,10.0,10.0,cresh04,58.2707,365.0,54.0,27.7659,30.625,-0.8241261886220157,-0.5664062369248328,-0.433883739117558,-0.9009688679024191
79.0,10.0,10.0,10.0,cresh07,86.7908,44.0,45.0,25.1025,28.75,-0.8290375725550418,-0.5591929034707466,-0.433883739117558,-0.9009688679024191
77.0,10.0,11.0,11.0,cresh12,78.078,297.0,65.0,29.9423,31.875,-0.838670567945424,-0.544639035015027,-0.433883739117558,-0.9009688679024191
82.0,10.0,10.0,10.0,cresh11,58.2245,393.0,52.0,27.8112,30.25,-0.8410390129643923,-0.540974471367994,-0.433883739117558,-0.9009688679024191
70.0,10.0,10.0,10.0,cresh05,58.0481,393.0,49.0,27.8722,30.125,-0.8457278217039733,-0.5336145159156114,-0.433883739117558,-0.9009688679024191
83.0,10.0,10.0,10.0,cresh04,58.0517,394.0,50.0,27.8722,28.75,-0.8503522249955626,-0.5262139236518699,-0.433883739117558,-0.9009688679024191
109.0,10.0,10.0,10.0,cresh07,77.3213,302.0,64.0,29.7338,29.0,-0.8526401643540924,-0.5224985647159487,-0.433883739117558,-0.9009688679024191
90.0,10.0,10.0,10.0,cresh09,57.6004,157.0,42.0,23.7173,27.625,-0.8616291604415258,-0.5075383629607041,-0.433883739117558,-0.9009688679024191
85.0,10.0,10.0,10.0,cresh04,57.7755,411.0,53.0,27.9596,28.75,-0.8703556959398996,-0.4924235601034673,-0.433883739117558,-0.9009688679024191
92.0,10.0,10.0,10.0,cresh14,59.2938,44.0,55.0,26.9172,27.75,-0.8746197071393959,-0.48480962024633684,-0.433883739117558,-0.9009688679024191
80.0,10.0,10.0,10.0,cresh07,57.7196,430.0,48.0,27.9912,30.0,-0.8808907382053857,-0.4733196671848431,-0.433883739117558,-0.9009688679024191
76.0,10.0,10.0,10.0,cresh04,57.5797,440.0,52.0,28.0218,28.75,-0.8987940462991668,-0.43837114678907774,-0.433883739117558,-0.9009688679024191
90.0,9.0,11.0,10.0,cresh13,59.4009,41.0,56.0,26.8856,28.25,-0.9044551454543679,-0.4265687399014586,-0.433883739117558,-0.9009688679024191
76.0,10.0,10.0,10.0,cresh07,57.7232,468.0,50.0,28.0049,29.875,-0.9099612708765431,-0.41469324265623925,-0.433883739117558,-0.9009688679024191
91.0,9.0,10.0,11.0,cresh05,88.5249,13.0,51.0,25.0722,30.375,-0.9099612708765431,-0.41469324265623925,-0.433883739117558,-0.9009688679024191
91.0,9.0,10.0,10.0,cresh11,88.5249,13.0,51.0,25.0722,29.625,-0.9099612708765431,-0.41469324265623925,-0.433883739117558,-0.9009688679024191
84.0,10.0,10.0,9.0,cresh14,59.1892,41.0,48.0,26.8719,27.5,-0.9153114791194471,-0.40274668985873735,-0.433883739117558,-0.9009688679024191
70.0,9.0,10.0,11.0,cresh05,87.4366,14.0,48.0,25.4362,30.0,-0.9170600743851238,-0.3987490689252466,-0.433883739117558,-0.9009688679024191
90.0,10.0,10.0,10.0,cresh04,87.5579,14.0,48.0,25.5124,28.75,-0.9187912101488984,-0.39474385638426707,-0.433883739117558,-0.9009688679024191
76.0,10.0,10.0,10.0,cresh07,57.3996,1294.0,48.0,28.2271,30.0,-0.9288095528719243,-0.3705574375098359,-0.433883739117558,-0.9009688679024191
84.0,11.0,10.0,10.0,cresh11,56.9848,1294.0,49.0,28.3903,29.875,-0.9304175679820246,-0.3665012267242972,-0.433883739117558,-0.9009688679024191
77.0,10.0,10.0,10.0,cresh07,55.9373,1294.0,48.0,28.7051,30.125,-0.9426414910921783,-0.33380685923377124,-0.433883739117558,-0.9009688679024191
68.0,11.0,10.0,10.0,cresh11,56.3606,1294.0,50.0,28.5703,29.875,-0.9469301294951056,-0.3214394653031618,-0.433883739117558,-0.9009688679024191
69.0,10.0,10.0,10.0,cresh05,56.4531,1294.0,49.0,28.5114,29.875,-0.9469301294951056,-0.3214394653031618,-0.433883739117558,-0.9009688679024191
76.0,10.0,10.0,10.0,cresh07,56.5723,1294.0,50.0,28.4966,30.125,-0.9537169507482269,-0.30070579950427295,-0.433883739117558,-0.9009688679024191
68.0,10.0,10.0,10.0,cresh05,56.4495,1294.0,50.0,28.5282,30.0,-0.9575713608048145,-0.28819626813408905,-0.433883739117558,-0.9009688679024191
77.0,11.0,10.0,10.0,cresh11,56.6332,1294.0,50.0,28.4798,30.0,-0.9600498543859286,-0.2798290140309923,-0.433883739117558,-0.9009688679024191
98.0,10.0,10.0,10.0,cresh14,59.3827,37.0,52.0,26.9004,27.5,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191
99.0,10.0,10.0,10.0,cresh14,59.3827,37.0,52.0,26.9004,27.875,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191
81.0,10.0,10.0,10.0,cresh07,57.4738,424.0,51.0,28.1818,29.875,-0.9723699203976767,-0.23344536385590517,-0.433883739117558,-0.9009688679024191
71.0,10.0,10.0,10.0,cresh07,57.4385,337.0,50.0,28.1681,29.625,-0.9762960071199334,-0.21643961393810282,-0.433883739117558,-0.9009688679024191
76.0,11.0,10.0,10.0,cresh11,77.9186,253.0,67.0,29.7654,29.25,-0.9869963665602319,-0.16074256560382602,-0.433883739117558,-0.9009688679024191
86.0,10.0,10.0,9.0,cresh14,59.0603,36.0,53.0,26.8572,27.5,-0.996917333733128,-0.07845909572784468,-0.433883739117558,-0.9009688679024191
63.0,10.0,10.0,10.0,cresh05,57.205,133.0,48.0,28.0502,29.75,-0.9997620270799091,0.021814885034561356,-0.433883739117558,-0.9009688679024191
99.0,10.0,10.0,9.0,cresh14,58.9423,74.0,58.0,26.8856,27.75,-0.999533590836713,0.03053851320982235,-0.433883739117558,-0.9009688679024191
89.0,10.0,11.0,10.0,cresh13,58.9033,70.0,57.0,26.813000000000002,28.125,-0.9953961983671789,0.09584575252022405,-0.433883739117558,-0.9009688679024191
57.0,10.0,10.0,10.0,cresh05,57.2609,178.0,46.0,27.8385,29.75,-0.9647873238288129,0.26303121445797495,-0.433883739117558,-0.9009688679024191
93.0,10.0,10.0,10.0,cresh05,77.6437,97.0,67.0,28.843000000000004,30.5,-0.9483236552061993,0.3173046564050923,-0.433883739117558,-0.9009688679024191
102.0,10.0,10.0,9.0,cresh14,59.6795,61.0,45.0,26.456,27.0,-0.7986355100472932,0.6018150231520479,-0.433883739117558,-0.9009688679024191
88.0,10.0,10.0,10.0,cresh14,66.1676,63.0,44.0,26.8856,27.375,-0.7547095802227722,0.656059028990507,-0.433883739117558,-0.9009688679024191
115.0,10.0,10.0,10.0,cresh14,65.7722,62.0,45.0,27.0488,28.375,-0.7163019434246545,0.69779045984168,-0.433883739117558,-0.9009688679024191
90.0,10.0,10.0,10.0,cresh14,66.3963,62.0,45.0,27.3468,29.375,-0.5372996083468242,0.8433914458128855,-0.433883739117558,-0.9009688679024191
77.0,10.0,10.0,10.0,cresh14,66.8562,63.0,44.0,27.4205,30.125,-0.47715876025960874,0.8788171126619652,-0.433883739117558,-0.9009688679024191
78.0,10.0,10.0,10.0,cresh14,67.9389,62.0,45.0,27.6143,30.375,-0.27563735581699894,0.9612616959383189,-0.433883739117558,-0.9009688679024191
79.0,10.0,10.0,10.0,cresh14,68.2066,63.0,45.0,27.6143,30.125,-0.21643961393810288,0.9762960071199334,-0.433883739117558,-0.9009688679024191
75.0,10.0,10.0,10.0,cresh14,68.1835,62.0,45.0,27.5974,30.125,-0.20791169081775987,0.9781476007338056,-0.433883739117558,-0.9009688679024191
102.0,10.0,10.0,9.0,cresh14,68.7747,63.0,45.0,27.7322,29.5,-0.0741084901953993,0.9972501850994857,-0.433883739117558,-0.9009688679024191
93.0,10.0,10.0,10.0,cresh14,68.9025,62.0,48.0,27.7606,30.0,-0.004363309284746544,0.9999904807207345,-0.433883739117558,-0.9009688679024191
85.0,10.0,10.0,10.0,cresh14,69.2018,62.0,47.0,27.7743,30.375,0.09150161866340238,0.9958049275746618,-0.9749279121818235,-0.2225209339563146
85.0,10.0,10.0,10.0,cresh14,69.3125,62.0,45.0,27.8196,30.125,0.19509032201612825,0.9807852804032304,-0.9749279121818235,-0.2225209339563146
88.0,10.0,10.0,11.0,cresh13,62.38399999999999,51.0,49.0,26.9899,29.875,0.27144044986507415,-0.9624552364536473,-0.7818314824680299,0.6234898018587334
102.0,10.0,11.0,10.0,cresh13,68.9244,38.0,52.0,27.1952,29.875,-0.6593458151000688,-0.7518398074789774,-0.7818314824680299,0.6234898018587334
75.0,10.0,10.0,10.0,cresh14,65.7503,73.0,48.0,27.51,31.25,-0.9876883405951377,-0.15643446504023106,-0.7818314824680299,0.6234898018587334
85.0,10.0,10.0,11.0,cresh13,72.9659,61.0,46.0,28.3671,31.625,-0.3746065934159123,0.9271838545667873,-0.7818314824680299,0.6234898018587334
73.0,10.0,11.0,9.0,cresh02,53.919,70.0,44.0,24.1532,26.75,0.42656873990145855,-0.9044551454543679,0.0,1.0
61.0,11.0,10.0,10.0,cresh02,59.3498,146.0,49.0,27.3521,28.5,0.3048642990280107,-0.9523957996432784,0.0,1.0
100.0,9.0,10.0,11.0,cresh15,59.0055,130.0,46.0,27.4121,29.375,0.21643961393810274,-0.9762960071199334,0.0,1.0
57.0,11.0,11.0,11.0,cresh02,59.0225,130.0,47.0,27.3942,28.125,0.21643961393810274,-0.9762960071199334,0.0,1.0
56.0,9.0,10.0,9.0,cresh02,59.1491,129.0,46.0,27.3352,28.125,0.2079116908177593,-0.9781476007338057,0.0,1.0
69.0,11.0,10.0,11.0,cresh15,58.6758,292.0,49.0,27.4563,29.625,0.11753739745783755,-0.9930684569549263,0.0,1.0
71.0,10.0,10.0,10.0,cresh15,58.7865,293.0,46.0,27.4258,29.375,0.043619387365336076,-0.9990482215818578,0.0,1.0
72.0,10.0,10.0,9.0,cresh15,58.57,292.0,47.0,27.4121,29.375,-0.03489949670250089,-0.9993908270190958,0.0,1.0
93.0,10.0,10.0,10.0,cresh14,63.6488,1294.0,48.0,27.6338,28.125,-0.5336145159156115,-0.8457278217039732,0.0,1.0
97.0,10.0,10.0,10.0,cresh14,63.4419,48.0,47.0,27.6203,28.125,-0.5983246005706591,-0.8012538126910607,0.0,1.0
69.0,9.0,11.0,10.0,cresh13,57.6077,84.0,52.0,27.3774,28.75,-0.6018150231520484,-0.7986355100472928,0.0,1.0
103.0,10.0,11.0,9.0,cresh14,71.2038,16.0,44.0,24.8939,27.625,-0.6560590289905072,-0.7547095802227721,0.0,1.0
86.0,10.0,10.0,9.0,cresh14,75.2382,17.0,45.0,25.0889,26.25,-0.760405965600031,-0.6494480483301834,0.0,1.0
66.0,10.0,10.0,10.0,cresh06,52.661,59.0,45.0,24.7597,29.0,-0.77162458338772,-0.636078220277764,0.0,1.0
90.0,10.0,10.0,10.0,cresh04,57.0432,360.0,46.0,28.0944,29.375,-0.7986355100472928,-0.6018150231520483,0.0,1.0
84.0,10.0,10.0,10.0,cresh14,72.8535,15.0,45.0,24.8793,28.375,-0.8012538126910604,-0.5983246005706593,0.0,1.0
68.0,10.0,10.0,10.0,cresh06,52.4286,59.0,45.0,24.7597,29.125,-0.8115739819650121,-0.5842496656374349,0.0,1.0
90.0,10.0,10.0,10.0,cresh04,56.9884,387.0,46.0,28.0944,29.625,-0.8290375725550418,-0.5591929034707466,0.0,1.0
68.0,10.0,10.0,10.0,cresh06,52.1756,59.0,46.0,24.9229,28.75,-0.8480480961564258,-0.529919264233205,0.0,1.0
87.0,10.0,10.0,10.0,cresh04,56.8558,408.0,52.0,28.1534,29.375,-0.8526401643540924,-0.5224985647159487,0.0,1.0
68.0,10.0,10.0,10.0,cresh06,52.2948,59.0,45.0,24.9377,29.0,-0.8808907382053857,-0.4733196671848431,0.0,1.0
89.0,10.0,10.0,10.0,cresh14,63.4514,122.0,50.0,27.8101,28.75,-0.9255405040175664,-0.37864861735243294,0.0,1.0
83.0,10.0,10.0,10.0,cresh04,55.6368,1294.0,48.0,28.8367,29.0,-0.9366721892483976,-0.35020738125946754,0.0,1.0
81.0,10.0,10.0,10.0,cresh04,56.1356,1256.0,54.0,28.6883,29.125,-0.9483236552061992,-0.3173046564050926,0.0,1.0
83.0,10.0,10.0,10.0,cresh14,80.2646,15.0,45.0,25.5124,29.375,-0.949699126201877,-0.3131638064837494,0.0,1.0
68.0,10.0,10.0,10.0,cresh06,52.3654,58.0,45.0,24.7461,28.5,-0.9563047559630353,-0.29237170472273705,0.0,1.0
86.0,10.0,10.0,10.0,cresh14,64.3006,38.0,48.0,27.7507,29.875,-0.9733792584604485,-0.22920039092241418,0.0,1.0
86.0,10.0,10.0,10.0,cresh14,64.1769,51.0,49.0,27.5316,30.125,-0.9945218953682734,-0.10452846326765335,0.0,1.0
87.0,10.0,10.0,10.0,cresh14,63.5513,66.0,50.0,27.5619,29.0,-0.9978589232386035,-0.06540312923014273,0.0,1.0
85.0,10.0,10.0,10.0,cresh14,62.3679,19.0,48.0,27.6923,29.375,-0.999533590836713,0.03053851320982235,0.0,1.0
79.0,10.0,11.0,11.0,cresh13,56.475,61.0,52.0,27.3015,28.75,-0.9600498543859287,0.27982901403099203,0.0,1.0
85.0,10.0,10.0,11.0,cresh13,65.9376,60.0,53.0,28.2355,30.375,-0.44619781310980866,0.8949343616020251,0.0,1.0
66.0,10.0,10.0,10.0,cresh06,53.8362,63.0,45.0,24.2396,27.25,0.38671096163682045,-0.9222009716704519,0.7818314824680297,0.6234898018587336
61.0,10.0,10.0,10.0,cresh06,53.7073,60.0,45.0,24.3586,28.125,0.31730465640509214,-0.9483236552061993,0.7818314824680297,0.6234898018587336
70.0,10.0,10.0,9.0,cresh22,53.3569,60.0,46.0,24.3754,28.625,0.2756373558169992,-0.9612616959383189,0.7818314824680297,0.6234898018587336
58.0,10.0,10.0,10.0,cresh06,52.9907,61.0,46.0,24.3301,28.25,0.2546019482055277,-0.9670459389139431,0.7818314824680297,0.6234898018587336
112.0,10.0,10.0,10.0,cresh22,58.2354,174.0,48.0,27.7206,29.375,0.23768589232617293,-0.9713420698132614,0.7818314824680297,0.6234898018587336
58.0,10.0,10.0,10.0,cresh06,54.9287,193.0,42.0,23.273000000000003,28.125,0.19080899537654497,-0.981627183447664,0.7818314824680297,0.6234898018587336
60.0,10.0,10.0,9.0,cresh06,52.2839,70.0,44.0,24.566,28.125,0.12619896913582998,-0.992004949679715,0.7818314824680297,0.6234898018587336
59.0,10.0,10.0,9.0,cresh06,52.3155,69.0,44.0,24.9967,27.5,0.06104853953485675,-0.998134798421867,0.7818314824680297,0.6234898018587336
59.0,10.0,10.0,9.0,cresh22,57.7342,186.0,51.0,27.7522,28.125,0.043619387365336076,-0.9990482215818578,0.7818314824680297,0.6234898018587336
71.0,9.0,11.0,11.0,cresh02,57.6843,185.0,49.0,27.7206,28.75,0.03489949670250114,-0.9993908270190958,0.7818314824680297,0.6234898018587336
74.0,11.0,11.0,11.0,cresh02,57.7561,186.0,53.0,27.7069,28.625,0.021814885034561218,-0.9997620270799091,0.7818314824680297,0.6234898018587336
60.0,10.0,10.0,9.0,cresh06,51.9529,70.0,45.0,25.0272,27.625,-0.004363309284746621,-0.9999904807207345,0.7818314824680297,0.6234898018587336
63.0,10.0,10.0,9.0,cresh22,57.5115,195.0,48.0,27.7796,28.125,-0.05233595624294356,-0.9986295347545738,0.7818314824680297,0.6234898018587336
64.0,10.0,10.0,9.0,cresh06,52.2376,66.0,46.0,25.1599,27.875,-0.06975647374412527,-0.9975640502598242,0.7818314824680297,0.6234898018587336
68.0,10.0,10.0,11.0,cresh16,51.97,66.0,44.0,25.1283,25.25,-0.10886687485196432,-0.9940563382223196,0.7818314824680297,0.6234898018587336
62.0,10.0,10.0,9.0,cresh06,57.121,224.0,42.0,22.8423,27.75,-0.1348509302737229,-0.9908658973868822,0.7818314824680297,0.6234898018587336
83.0,10.0,10.0,10.0,cresh13,56.7317,95.0,48.0,27.1668,29.125,-0.16074256560382616,-0.9869963665602319,0.7818314824680297,0.6234898018587336
70.0,10.0,10.0,10.0,cresh19,52.7389,68.0,44.0,24.805,25.375,-0.16504760586067743,-0.9862856015372314,0.7818314824680297,0.6234898018587336
90.0,10.0,10.0,10.0,cresh16,52.6938,69.0,45.0,24.625,28.0,-0.1865240360087344,-0.9824503977255098,0.7818314824680297,0.6234898018587336
66.0,10.0,11.0,10.0,cresh22,66.407,100.0,69.0,29.3663,30.25,-0.19080899537654475,-0.981627183447664,0.7818314824680297,0.6234898018587336
