heartRate_cozie,light_cozie,noise_cozie,user_id,room,humidity_sensing,light_sensing,noise_sensing,temperature_sensing,temperature_mbient,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,user_grouped_cooler,user_grouped_warmer,user_grouped_dimmer,user_grouped_brighter,user_grouped_quieter,user_grouped_louder,room_grouped_cooler,room_grouped_warmer,room_grouped_dimmer,room_grouped_brighter,room_grouped_quieter,room_grouped_louder,thermal_cozie
69.0,9.0,11.0,cresh06,BUILDING_MATERIALS_LAB,55.6757,66.0,44.0,23.4109,23.875,0.7193398003386511,-0.6946583704589974,0.0,1.0,0.09836065573770493,0.4672131147540984,0.0,0.10655737704918032,0.08196721311475409,0.0,0.17894736842105266,0.3105263157894737,0.015789473684210527,0.08947368421052633,0.09473684210526316,0.0,11.0
72.0,9.0,11.0,cresh06,BUILDING_MATERIALS_LAB,56.2305,67.0,46.0,23.5425,28.0,0.6461239796429638,-0.7632324697825289,0.0,1.0,0.09836065573770493,0.4672131147540984,0.0,0.10655737704918032,0.08196721311475409,0.0,0.17894736842105266,0.3105263157894737,0.015789473684210527,0.08947368421052633,0.09473684210526316,0.0,11.0
74.0,9.0,11.0,cresh06,BUILDING_MATERIALS_LAB,56.5419,69.0,46.0,23.5878,27.875,0.6052939880428945,-0.796002002534622,0.0,1.0,0.09836065573770493,0.4672131147540984,0.0,0.10655737704918032,0.08196721311475409,0.0,0.17894736842105266,0.3105263157894737,0.015789473684210527,0.08947368421052633,0.09473684210526316,0.0,11.0
91.0,9.0,10.0,cresh06,BUILDING_MATERIALS_LAB,55.5285,60.0,46.0,23.4551,25.125,-0.8090169943749473,-0.5877852522924732,0.0,1.0,0.09836065573770493,0.4672131147540984,0.0,0.10655737704918032,0.08196721311475409,0.0,0.17894736842105266,0.3105263157894737,0.015789473684210527,0.08947368421052633,0.09473684210526316,0.0,11.0
82.0,9.0,10.0,cresh06,BUILDING_MATERIALS_LAB,56.0638,63.0,44.0,23.4836,26.5,-0.838670567945424,-0.544639035015027,0.0,1.0,0.09836065573770493,0.4672131147540984,0.0,0.10655737704918032,0.08196721311475409,0.0,0.17894736842105266,0.3105263157894737,0.015789473684210527,0.08947368421052633,0.09473684210526316,0.0,10.0
75.0,10.0,10.0,cresh06,EXECUTIVE_SEMINAR_ROOM_B,83.1548,1294.0,47.0,27.0748,28.125,0.5446390350150273,-0.8386705679454239,0.7818314824680297,0.6234898018587336,0.09836065573770493,0.4672131147540984,0.0,0.10655737704918032,0.08196721311475409,0.0,0.13793103448275862,0.13793103448275862,0.05172413793103448,0.03448275862068965,0.03448275862068965,0.0,10.0
70.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,53.5041,70.0,45.0,24.5797,28.375,0.01745240643728344,-0.9998476951563912,0.7818314824680297,0.6234898018587336,0.09836065573770493,0.4672131147540984,0.0,0.10655737704918032,0.08196721311475409,0.0,0.17894736842105266,0.3105263157894737,0.015789473684210527,0.08947368421052633,0.09473684210526316,0.0,10.0
70.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,53.3532,70.0,45.0,24.625,28.0,0.01745240643728344,-0.9998476951563912,0.7818314824680297,0.6234898018587336,0.09836065573770493,0.4672131147540984,0.0,0.10655737704918032,0.08196721311475409,0.0,0.17894736842105266,0.3105263157894737,0.015789473684210527,0.08947368421052633,0.09473684210526316,0.0,10.0
119.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,53.0114,70.0,44.0,24.7155,27.75,-0.017452406437283637,-0.9998476951563912,0.7818314824680297,0.6234898018587336,0.09836065573770493,0.4672131147540984,0.0,0.10655737704918032,0.08196721311475409,0.0,0.17894736842105266,0.3105263157894737,0.015789473684210527,0.08947368421052633,0.09473684210526316,0.0,10.0
63.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,53.3983,70.0,44.0,24.3438,28.375,-0.08280820751220437,-0.9965655024977614,0.7818314824680297,0.6234898018587336,0.09836065573770493,0.4672131147540984,0.0,0.10655737704918032,0.08196721311475409,0.0,0.17894736842105266,0.3105263157894737,0.015789473684210527,0.08947368421052633,0.09473684210526316,0.0,10.0
63.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,53.6756,68.0,44.0,24.2712,28.375,-0.1478094111296106,-0.9890158633619168,0.7818314824680297,0.6234898018587336,0.09836065573770493,0.4672131147540984,0.0,0.10655737704918032,0.08196721311475409,0.0,0.17894736842105266,0.3105263157894737,0.015789473684210527,0.08947368421052633,0.09473684210526316,0.0,10.0
66.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,53.4761,68.0,45.0,24.2712,28.625,-0.1950903220161284,-0.9807852804032304,0.7818314824680297,0.6234898018587336,0.09836065573770493,0.4672131147540984,0.0,0.10655737704918032,0.08196721311475409,0.0,0.17894736842105266,0.3105263157894737,0.015789473684210527,0.08947368421052633,0.09473684210526316,0.0,10.0
64.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,53.3849,68.0,45.0,24.3301,28.375,-0.2588190451025208,-0.9659258262890684,0.7818314824680297,0.6234898018587336,0.09836065573770493,0.4672131147540984,0.0,0.10655737704918032,0.08196721311475409,0.0,0.17894736842105266,0.3105263157894737,0.015789473684210527,0.08947368421052633,0.09473684210526316,0.0,10.0
65.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,53.6428,71.0,44.0,24.1217,28.125,-0.32143946530316153,-0.9469301294951056,0.7818314824680297,0.6234898018587336,0.09836065573770493,0.4672131147540984,0.0,0.10655737704918032,0.08196721311475409,0.0,0.17894736842105266,0.3105263157894737,0.015789473684210527,0.08947368421052633,0.09473684210526316,0.0,9.0
67.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,53.3569,71.0,48.0,24.3754,28.125,-0.3826834323650897,-0.9238795325112868,0.7818314824680297,0.6234898018587336,0.09836065573770493,0.4672131147540984,0.0,0.10655737704918032,0.08196721311475409,0.0,0.17894736842105266,0.3105263157894737,0.015789473684210527,0.08947368421052633,0.09473684210526316,0.0,10.0
61.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,53.3313,70.0,45.0,24.805,27.625,-0.5000000000000001,-0.8660254037844386,0.7818314824680297,0.6234898018587336,0.09836065573770493,0.4672131147540984,0.0,0.10655737704918032,0.08196721311475409,0.0,0.17894736842105266,0.3105263157894737,0.015789473684210527,0.08947368421052633,0.09473684210526316,0.0,9.0
59.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,53.6014,66.0,44.0,24.7461,27.75,-0.5555702330196023,-0.8314696123025451,0.7818314824680297,0.6234898018587336,0.09836065573770493,0.4672131147540984,0.0,0.10655737704918032,0.08196721311475409,0.0,0.17894736842105266,0.3105263157894737,0.015789473684210527,0.08947368421052633,0.09473684210526316,0.0,9.0
60.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,53.3508,65.0,44.0,24.6113,28.25,-0.6087614290087207,-0.7933533402912352,0.7818314824680297,0.6234898018587336,0.09836065573770493,0.4672131147540984,0.0,0.10655737704918032,0.08196721311475409,0.0,0.17894736842105266,0.3105263157894737,0.015789473684210527,0.08947368421052633,0.09473684210526316,0.0,9.0
57.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,53.4372,72.0,44.0,24.625,28.125,-0.6593458151000688,-0.7518398074789774,0.7818314824680297,0.6234898018587336,0.09836065573770493,0.4672131147540984,0.0,0.10655737704918032,0.08196721311475409,0.0,0.17894736842105266,0.3105263157894737,0.015789473684210527,0.08947368421052633,0.09473684210526316,0.0,9.0
59.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,53.1197,71.0,44.0,24.6113,28.25,-0.7071067811865475,-0.7071067811865477,0.7818314824680297,0.6234898018587336,0.09836065573770493,0.4672131147540984,0.0,0.10655737704918032,0.08196721311475409,0.0,0.17894736842105266,0.3105263157894737,0.015789473684210527,0.08947368421052633,0.09473684210526316,0.0,9.0
62.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,52.9165,68.0,44.0,24.6734,27.875,-0.7518398074789773,-0.6593458151000691,0.7818314824680297,0.6234898018587336,0.09836065573770493,0.4672131147540984,0.0,0.10655737704918032,0.08196721311475409,0.0,0.17894736842105266,0.3105263157894737,0.015789473684210527,0.08947368421052633,0.09473684210526316,0.0,9.0
