heartRate_cozie,light_cozie,noise_cozie,user_id,room,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,user_grouped_cooler,user_grouped_warmer,user_grouped_dimmer,user_grouped_brighter,user_grouped_quieter,user_grouped_louder,room_grouped_cooler,room_grouped_warmer,room_grouped_dimmer,room_grouped_brighter,room_grouped_quieter,room_grouped_louder,thermal_cozie
114.0,10.0,10.0,cresh08,OUTSIDE_RESTROOM,-0.6156614753256582,-0.788010753606722,-0.433883739117558,-0.9009688679024191,0.1,0.0,0.075,0.0,0.2,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.7142857142857143,0.0,10.0
84.0,10.0,10.0,cresh08,ENERGY_LAB_1,-0.788010753606722,-0.6156614753256582,-0.433883739117558,-0.9009688679024191,0.1,0.0,0.075,0.0,0.2,0.0,0.21428571428571427,0.0,0.03571428571428571,0.3928571428571429,0.10714285714285714,0.0,10.0
87.0,10.0,11.0,cresh08,IRC_LIBRARY_1,-0.8480480961564258,-0.529919264233205,-0.433883739117558,-0.9009688679024191,0.1,0.0,0.075,0.0,0.2,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,10.0
109.0,10.0,10.0,cresh08,BUILDING_MATERIALS_LAB,-0.9025852843498606,-0.4305110968082952,-0.433883739117558,-0.9009688679024191,0.1,0.0,0.075,0.0,0.2,0.0,0.17894736842105266,0.3105263157894737,0.015789473684210527,0.08947368421052633,0.09473684210526316,0.0,10.0
82.0,10.0,10.0,cresh08,IRC_LIBRARY_1,-0.8616291604415259,0.5075383629607038,0.7818314824680297,0.6234898018587336,0.1,0.0,0.075,0.0,0.2,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,11.0
106.0,10.0,10.0,cresh08,CAFE,-0.7431448254773947,0.6691306063588578,0.7818314824680297,0.6234898018587336,0.1,0.0,0.075,0.0,0.2,0.0,0.273972602739726,0.0,0.0273972602739726,0.3561643835616438,0.2465753424657534,0.0,10.0
79.0,10.0,11.0,cresh08,OUTSIDE_RESTROOM,-0.4617486132350338,-0.8870108331782218,-0.433883739117558,-0.9009688679024191,0.1,0.0,0.075,0.0,0.2,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.7142857142857143,0.0,11.0
64.0,10.0,10.0,cresh08,EXECUTIVE_SEMINAR_ROOM_A,-0.4962165036752082,-0.8681988144891423,-0.433883739117558,-0.9009688679024191,0.1,0.0,0.075,0.0,0.2,0.0,0.08360128617363344,0.1607717041800643,0.06430868167202572,0.04823151125401929,0.09003215434083603,0.0,10.0
75.0,10.0,10.0,cresh08,EXECUTIVE_SEMINAR_ROOM_A,-0.5372996083468239,-0.8433914458128856,-0.433883739117558,-0.9009688679024191,0.1,0.0,0.075,0.0,0.2,0.0,0.08360128617363344,0.1607717041800643,0.06430868167202572,0.04823151125401929,0.09003215434083603,0.0,10.0
87.0,10.0,10.0,cresh08,HOT_DESKING_ARCHITECTURE_STUDIO_SPACE_1,-0.5699967625963029,-0.8216469379421637,-0.433883739117558,-0.9009688679024191,0.1,0.0,0.075,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,10.0
