light_cozie,noise_cozie,user_id,humidity_sensing,light_sensing,noise_sensing,temperature_sensing,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,thermal_cozie
10.0,10.0,cresh21,52.9165,63.0,45.0,24.6397,-0.9743700647852352,-0.22495105434386528,0.9749279121818236,-0.22252093395631434,10.0
10.0,10.0,cresh21,97.5337,107.0,66.0,26.9593,-0.3173046564050919,-0.9483236552061994,0.0,1.0,10.0
10.0,10.0,cresh21,76.7963,75.0,69.0,28.5287,-0.3255681544571568,-0.9455185755993168,0.0,1.0,11.0
10.0,10.0,cresh21,96.4826,119.0,69.0,26.8688,-0.3987490689252463,-0.917060074385124,0.0,1.0,11.0
10.0,10.0,cresh21,71.1884,46.0,45.0,25.3361,-0.4539904997395467,-0.8910065241883679,0.0,1.0,11.0
10.0,10.0,cresh21,70.4379,46.0,49.0,25.2474,-0.5150380749100542,-0.8571673007021123,0.0,1.0,11.0
10.0,10.0,cresh21,69.3924,46.0,45.0,25.3059,-0.5771451900372335,-0.8166415551616791,0.0,1.0,10.0
10.0,10.0,cresh21,73.4113,46.0,44.0,25.4811,-0.6360782202777641,-0.77162458338772,0.0,1.0,10.0
10.0,10.0,cresh21,67.5013,35.0,46.0,27.4586,-0.6915130557822693,-0.7223639620597557,0.0,1.0,10.0
10.0,10.0,cresh21,73.7111,47.0,46.0,25.8493,-0.7431448254773942,-0.6691306063588581,0.0,1.0,10.0
10.0,10.0,cresh21,70.6555,46.0,52.0,24.9126,-0.788010753606722,-0.6156614753256582,0.0,1.0,10.0
10.0,10.0,cresh21,69.3424,45.0,45.0,25.381,-0.8314696123025452,-0.5555702330196022,0.0,1.0,10.0
10.0,10.0,cresh21,70.0132,46.0,48.0,25.381,-0.9025852843498606,-0.4305110968082952,0.0,1.0,10.0
10.0,10.0,cresh21,74.0917,43.0,56.0,25.8075,-0.9993908270190958,0.03489949670250128,0.0,1.0,10.0
10.0,10.0,cresh21,53.1513,60.0,48.0,24.108,-0.9930684569549264,0.11753739745783726,0.0,1.0,10.0
10.0,10.0,cresh21,88.155,49.0,50.0,25.4529,-0.872496007072797,-0.4886212414969554,0.7818314824680297,0.6234898018587336,11.0
10.0,10.0,cresh21,84.0338,46.0,45.0,25.9077,-0.9681476403781076,-0.25038000405444183,0.7818314824680297,0.6234898018587336,10.0
10.0,10.0,cresh21,78.6101,683.0,59.0,26.9882,-0.9949685182509116,-0.10018806161207644,0.7818314824680297,0.6234898018587336,10.0
10.0,10.0,cresh21,75.7627,668.0,55.0,27.0466,-0.9965655024977614,0.08280820751220433,0.7818314824680297,0.6234898018587336,10.0
10.0,10.0,cresh21,83.5104,669.0,46.0,27.1332,-0.9743700647852352,0.2249510543438649,0.7818314824680297,0.6234898018587336,10.0
10.0,10.0,cresh21,84.054,673.0,47.0,27.0466,-0.9320078692827986,0.3624380382837015,0.7818314824680297,0.6234898018587336,10.0
10.0,10.0,cresh21,82.779,674.0,45.0,26.7796,-0.8681988144891426,0.4962165036752077,0.7818314824680297,0.6234898018587336,10.0
10.0,10.0,cresh21,77.7157,48.0,56.0,25.4091,-0.5842496656374345,-0.8115739819650122,0.9749279121818236,-0.22252093395631434,10.0
10.0,10.0,cresh21,77.05199999999998,48.0,57.0,25.4227,-0.7101853756232854,-0.7040147244559684,0.9749279121818236,-0.22252093395631434,11.0
10.0,10.0,cresh21,75.4559,46.0,50.0,25.5729,-0.8141155183563193,-0.5807029557109397,0.9749279121818236,-0.22252093395631434,10.0
10.0,10.0,cresh21,78.7636,46.0,59.0,25.7491,-0.8549118706729466,-0.5187732581605214,0.9749279121818236,-0.22252093395631434,10.0
10.0,10.0,cresh21,73.3293,46.0,50.0,25.4362,-0.8890171414857364,-0.4578739151169566,0.9749279121818236,-0.22252093395631434,11.0
10.0,10.0,cresh21,76.3408,1169.0,58.0,27.4722,-0.9187912101488984,-0.3947438563842671,0.9749279121818236,-0.22252093395631434,10.0
10.0,10.0,cresh21,78.1891,46.0,54.0,25.8493,-0.9440890203927844,-0.32969064526278696,0.9749279121818236,-0.22252093395631434,10.0
10.0,10.0,cresh21,77.3018,46.0,47.0,25.7314,-0.9455185755993168,-0.32556815445715664,0.9749279121818236,-0.22252093395631434,10.0
10.0,10.0,cresh21,79.7591,46.0,49.0,25.8493,-0.9670459389139432,-0.2546019482055277,0.9749279121818236,-0.22252093395631434,11.0
