heartRate_cozie,light_cozie,noise_cozie,user_id,time-numeric,thermal_cozie
76.0,10.0,10.0,cresh04,13.41,10.0
68.0,10.0,10.0,cresh06,13.45,10.0
98.0,10.0,10.0,cresh04,13.51,10.0
96.0,11.0,10.0,cresh10,13.51,11.0
88.0,9.0,10.0,cresh09,13.54,11.0
68.0,10.0,10.0,cresh06,14.0,10.0
74.0,11.0,10.0,cresh11,14.0,10.0
66.0,10.0,10.0,cresh12,14.3,11.0
73.0,11.0,10.0,cresh11,14.1,10.0
93.0,10.0,10.0,cresh09,14.14,10.0
82.0,10.0,10.0,cresh04,14.16,10.0
71.0,10.0,10.0,cresh12,14.17,11.0
77.0,10.0,10.0,cresh04,14.25,10.0
65.0,11.0,10.0,cresh11,14.26,10.0
66.0,10.0,10.0,cresh06,14.3,10.0
61.0,10.0,10.0,cresh12,14.32,11.0
86.0,10.0,10.0,cresh09,14.35,11.0
73.0,11.0,10.0,cresh11,14.36,11.0
60.0,10.0,10.0,cresh06,14.45,9.0
79.0,10.0,10.0,cresh04,14.46,10.0
61.0,10.0,10.0,cresh12,14.5,11.0
86.0,10.0,10.0,cresh09,14.55,11.0
70.0,11.0,10.0,cresh11,14.55,11.0
58.0,10.0,10.0,cresh06,15.0,9.0
76.0,11.0,10.0,cresh11,15.7,11.0
86.0,10.0,10.0,cresh04,15.8,10.0
86.0,10.0,10.0,cresh04,15.11,10.0
69.0,10.0,11.0,cresh12,15.13,10.0
62.0,10.0,10.0,cresh06,15.15,9.0
89.0,10.0,10.0,cresh09,15.15,10.0
70.0,11.0,10.0,cresh11,15.16,11.0
71.0,10.0,10.0,cresh11,15.28,11.0
58.0,10.0,10.0,cresh06,15.3,10.0
110.0,10.0,10.0,cresh10,15.3,10.0
65.0,10.0,10.0,cresh12,15.31,11.0
96.0,10.0,10.0,cresh09,15.35,10.0
65.0,11.0,10.0,cresh11,15.4,10.0
69.0,10.0,10.0,cresh12,15.46,11.0
78.0,11.0,10.0,cresh11,15.5,10.0
87.0,10.0,10.0,cresh09,15.55,10.0
67.0,10.0,10.0,cresh12,16.3,11.0
82.0,10.0,10.0,cresh09,16.15,11.0
63.0,11.0,10.0,cresh11,16.16,10.0
57.0,10.0,11.0,cresh12,16.21,11.0
105.0,10.0,10.0,cresh11,16.26,10.0
86.0,10.0,10.0,cresh09,16.35,11.0
82.0,11.0,10.0,cresh11,16.36,11.0
74.0,11.0,10.0,cresh11,16.46,11.0
57.0,10.0,10.0,cresh12,16.5,11.0
82.0,10.0,10.0,cresh11,16.55,10.0
87.0,10.0,10.0,cresh09,16.55,11.0
69.0,10.0,10.0,cresh12,17.5,11.0
83.0,9.0,11.0,cresh12,17.13,11.0
83.0,10.0,10.0,cresh09,17.15,11.0
86.0,10.0,11.0,cresh09,17.16,11.0
72.0,9.0,11.0,cresh12,17.37,11.0
72.0,9.0,10.0,cresh13,18.34,10.0
91.0,10.0,10.0,cresh08,18.48,10.0
59.0,10.0,10.0,cresh08,18.57,10.0
51.0,10.0,10.0,cresh08,19.6,10.0
59.0,11.0,11.0,cresh08,19.34,10.0
58.0,11.0,10.0,cresh08,19.43,10.0
92.0,10.0,10.0,cresh13,20.4,11.0
89.0,10.0,10.0,cresh06,9.48,10.0
89.0,10.0,10.0,cresh06,9.48,10.0
94.0,,10.0,cresh11,10.15,11.0
67.0,10.0,10.0,cresh06,10.16,10.0
64.0,10.0,10.0,cresh06,10.3,10.0
87.0,10.0,10.0,cresh04,10.32,10.0
85.0,10.0,10.0,cresh11,10.35,11.0
62.0,10.0,10.0,cresh06,10.48,10.0
74.0,10.0,10.0,cresh13,10.52,11.0
92.0,10.0,10.0,cresh04,11.5,10.0
55.0,10.0,10.0,cresh06,11.15,9.0
60.0,10.0,10.0,cresh06,11.38,9.0
79.0,10.0,10.0,cresh09,11.45,10.0
62.0,10.0,10.0,cresh06,12.1,9.0
96.0,10.0,10.0,cresh09,12.4,10.0
98.0,9.0,10.0,cresh09,12.45,11.0
72.0,10.0,11.0,cresh13,12.46,10.0
93.0,9.0,10.0,cresh09,13.7,11.0
94.0,9.0,10.0,cresh09,13.22,11.0
98.0,9.0,11.0,cresh13,13.37,11.0
96.0,10.0,10.0,cresh09,13.44,10.0
93.0,10.0,10.0,cresh09,14.3,10.0
92.0,10.0,10.0,cresh09,14.24,11.0
76.0,9.0,11.0,cresh13,14.3,11.0
92.0,10.0,10.0,cresh09,14.44,10.0
79.0,10.0,10.0,cresh06,14.52,10.0
97.0,10.0,10.0,cresh09,15.5,10.0
74.0,10.0,10.0,cresh06,15.7,11.0
74.0,9.0,11.0,cresh13,15.2,11.0
98.0,10.0,10.0,cresh09,15.23,10.0
73.0,10.0,10.0,cresh06,15.33,10.0
90.0,10.0,10.0,cresh09,15.44,10.0
77.0,10.0,10.0,cresh06,15.46,10.0
67.0,10.0,10.0,cresh06,16.0,10.0
85.0,10.0,10.0,cresh09,16.4,10.0
70.0,10.0,10.0,cresh06,16.2,10.0
88.0,10.0,10.0,cresh09,16.27,11.0
71.0,10.0,10.0,cresh06,16.29,10.0
83.0,10.0,10.0,cresh09,16.44,10.0
69.0,10.0,10.0,cresh06,16.45,10.0
75.0,10.0,10.0,cresh09,17.6,11.0
67.0,10.0,10.0,cresh06,17.7,10.0
70.0,10.0,10.0,cresh13,17.19,11.0
82.0,10.0,10.0,cresh09,17.24,10.0
84.0,10.0,10.0,cresh09,17.44,10.0
64.0,10.0,10.0,cresh06,17.47,10.0
81.0,10.0,10.0,cresh09,18.4,10.0
82.0,9.0,11.0,cresh13,18.14,11.0
94.0,10.0,10.0,cresh09,18.43,10.0
72.0,10.0,10.0,cresh14,18.53,9.0
84.0,10.0,10.0,cresh09,19.3,10.0
75.0,10.0,10.0,cresh14,19.12,9.0
82.0,10.0,10.0,cresh09,19.2,10.0
70.0,10.0,10.0,cresh14,19.34,9.0
73.0,10.0,10.0,cresh14,19.46,9.0
73.0,10.0,10.0,cresh13,20.18,11.0
97.0,10.0,10.0,cresh06,12.32,10.0
85.0,10.0,10.0,cresh06,12.35,10.0
61.0,9.0,10.0,cresh06,12.44,10.0
59.0,9.0,10.0,cresh06,13.0,10.0
57.0,9.0,10.0,cresh06,13.15,9.0
59.0,9.0,10.0,cresh06,13.15,9.0
61.0,9.0,10.0,cresh06,13.3,9.0
58.0,9.0,10.0,cresh06,13.45,9.0
91.0,10.0,10.0,cresh09,13.56,11.0
57.0,10.0,10.0,cresh06,14.15,9.0
97.0,10.0,10.0,cresh09,14.16,10.0
63.0,9.0,10.0,cresh06,14.3,9.0
96.0,10.0,10.0,cresh09,14.37,10.0
96.0,11.0,11.0,cresh10,14.43,10.0
58.0,10.0,10.0,cresh06,14.45,9.0
96.0,10.0,10.0,cresh09,14.56,9.0
79.0,10.0,10.0,cresh10,14.58,10.0
63.0,10.0,11.0,cresh06,15.0,9.0
102.0,10.0,10.0,cresh10,15.1,10.0
58.0,9.0,10.0,cresh06,15.15,9.0
91.0,10.0,10.0,cresh09,15.16,10.0
78.0,10.0,10.0,cresh10,15.27,10.0
58.0,10.0,10.0,cresh06,15.31,9.0
77.0,10.0,10.0,cresh10,15.42,11.0
60.0,10.0,11.0,cresh06,15.45,9.0
74.0,10.0,10.0,cresh10,15.49,11.0
57.0,10.0,11.0,cresh06,15.53,9.0
62.0,10.0,11.0,cresh06,15.54,9.0
101.0,10.0,11.0,cresh09,15.55,10.0
67.0,10.0,10.0,cresh10,15.24,10.0
81.0,9.0,10.0,cresh10,15.29,10.0
78.0,10.0,10.0,cresh10,15.34,10.0
72.0,10.0,10.0,cresh10,18.19,11.0
72.0,10.0,10.0,cresh10,18.27,10.0
