,index,time,comfort_cozie,heartRate_cozie,lat_cozie,light_cozie,lon_cozie,noise_cozie,responseSpeed_cozie,thermal_cozie,user_id,Floor,Latitude,Longitude,Space_id,steerpath_room,room,co2_sensing,humidity_sensing,light_sensing,noise_sensing,temperature_sensing,voc_sensing,temperature_mbient
1065,1065,2019-10-10 02:34:26.109000+00:00,10.0,72.0,,10.0,,10.0,3.108,10.0,cresh01,,,,,,,,,,,,,32.875
1066,1066,2019-10-10 02:40:50.915000+00:00,10.0,96.0,,10.0,,10.0,79.128,10.0,cresh05,2.0,1.2969113067730347,103.77014641884026,20.0,IRC_LIBRARY,IRC_LIBRARY_1,506.0,62.474,191.0,50.0,26.8298,124.0,30.375
1067,1067,2019-10-10 02:44:19.916000+00:00,10.0,111.0,1.2908516667,10.0,103.8103583333,10.0,4.716,9.0,cresh11,,,,,,,,,,,,,25.875
1068,1068,2019-10-10 02:49:37.490000+00:00,10.0,82.0,,10.0,,10.0,4.173,10.0,cresh01,,,,,,,,,,,,,32.0
1069,1069,2019-10-10 02:50:08.500000+00:00,10.0,74.0,,10.0,,10.0,4.259,10.0,cresh12,,,,,,,,,,,,,31.75
1070,1070,2019-10-10 02:51:49.736000+00:00,,138.0,,10.0,,10.0,6430.17,10.0,cresh02,,,,,,,,,,,,,
1071,1071,2019-10-10 02:56:43.289000+00:00,,78.0,,10.0,,10.0,6985.091,11.0,cresh06,,,,,,,,,,,,,29.0
1072,1072,2019-10-10 03:01:00.860000+00:00,,127.0,,10.0,,10.0,19.961,,cresh14,5.0,1.2968884032755577,103.7701863228218,10.0,DESIGN_STUDIO,NEAR_DIC_STUDIO_1,500.0,60.7915,48.0,52.0,26.4244,50.0,28.375
1073,1073,2019-10-10 03:01:01.486000+00:00,,109.0,,10.0,,10.0,43.148,11.0,cresh06,,,,,,,,,,,,,29.375
1074,1074,2019-10-10 03:02:01.469000+00:00,10.0,90.0,,10.0,,10.0,3.09,10.0,cresh04,2.0,1.29696470895705,103.77013559997232,20.0,IRC_LIBRARY,IRC_LIBRARY_1,504.0,62.3475,134.0,48.0,26.9193,128.0,28.75
1075,1075,2019-10-10 03:04:47.811000+00:00,10.0,83.0,1.29955,10.0,103.77356,10.0,4.708,10.0,cresh01,,,,,,,,,,,,,31.75
1076,1076,2019-10-10 03:06:07.832000+00:00,,72.0,,10.0,,10.0,7.023,10.0,cresh05,,,,,,,,,,,,,30.125
1077,1077,2019-10-10 03:09:05.305000+00:00,,107.0,1.2904916667,10.0,103.8103733333,10.0,8.039,10.0,cresh11,,,,,,,,,,,,,27.25
1078,1078,2019-10-10 03:13:04.415000+00:00,,75.0,,10.0,,10.0,8.076,11.0,cresh12,,,,,,,,,,,,,31.75
1079,1079,2019-10-10 03:15:48.838000+00:00,,85.0,,10.0,,10.0,634.462,10.0,cresh04,,,,,,,,,,,,,28.0
1080,1080,2019-10-10 03:20:10.354000+00:00,,103.0,,10.0,,,304.1,11.0,cresh01,,,,,,,,,,,,,31.75
1081,1081,2019-10-10 03:22:53.349000+00:00,10.0,122.0,,10.0,,10.0,3.618,10.0,cresh14,5.0,1.296898471408201,103.7701845678506,10.0,DESIGN_STUDIO,NEAR_DIC_STUDIO_1,524.0,60.9107,47.0,47.0,26.4413,50.0,28.5
1082,1082,2019-10-10 03:34:48.585000+00:00,10.0,79.0,,10.0,,10.0,3.447,10.0,cresh04,2.0,1.2969802524908576,103.77007175830177,-1.0,undefined,no_sensor,,,,,,,28.125
1083,1083,2019-10-10 03:38:00.698000+00:00,10.0,90.0,,10.0,,10.0,1.979,10.0,cresh05,2.0,1.2969290997275054,103.77013016374336,20.0,IRC_LIBRARY,IRC_LIBRARY_1,530.0,62.1419,156.0,50.0,26.993,120.0,30.25
1084,1084,2019-10-10 03:38:29.377000+00:00,10.0,90.0,,10.0,,10.0,3.143,10.0,cresh05,2.0,1.2969290997275054,103.77013016374336,20.0,IRC_LIBRARY,IRC_LIBRARY_1,530.0,62.1419,156.0,50.0,26.993,120.0,30.25
1085,1085,2019-10-10 03:38:58.096000+00:00,10.0,71.0,,10.0,,10.0,3.434,10.0,cresh12,,,,,,,,,,,,,30.625
1086,1086,2019-10-10 03:47:15.253000+00:00,10.0,81.0,,10.0,,10.0,2.566,10.0,cresh14,5.0,1.296929745703703,103.770227179193,13.0,FORUM,NEAR_DIC_STUDIO_1,528.0,60.6418,48.0,52.0,26.515,50.0,28.75
1087,1087,2019-10-10 03:50:42.115000+00:00,10.0,75.0,,11.0,,10.0,4.24,11.0,cresh11,,,,,,,,,,,,,30.125
1088,1088,2019-10-10 03:51:17.631000+00:00,10.0,60.0,,10.0,,10.0,2.37,10.0,cresh12,,,,,,,,,,,,,30.125
1089,1089,2019-10-10 03:57:50.608000+00:00,,79.0,,10.0,,10.0,3234.957,,cresh08,,,,,,,,,,,,,26.375
1090,1090,2019-10-10 03:58:52.855000+00:00,,113.0,,10.0,,10.0,2550.134,,cresh10,,,,,,,,,,,,,29.0
1091,1091,2019-10-10 04:01:56.536000+00:00,10.0,65.0,,10.0,,10.0,2.453,10.0,cresh05,2.0,1.296922316985514,103.77011219283825,20.0,IRC_LIBRARY,IRC_LIBRARY_1,568.0,61.9667,162.0,49.0,27.0962,128.0,30.125
1092,1092,2019-10-10 04:06:29.704000+00:00,10.0,78.0,,10.0,,10.0,4.028,10.0,cresh04,,,,,,,,,,,,,27.625
1093,1093,2019-10-10 04:20:59.536000+00:00,10.0,83.0,,10.0,,10.0,3.377,10.0,cresh04,2.0,1.2969381015812724,103.77014223794522,20.0,IRC_LIBRARY,IRC_LIBRARY_1,586.0,61.8852,173.0,52.0,27.1415,124.0,27.625
1094,1094,2019-10-10 04:33:36.924000+00:00,9.0,102.0,,10.0,,11.0,4.197,11.0,cresh12,,,,,,,,,,,,,31.25
1095,1095,2019-10-10 04:34:21.398000+00:00,10.0,96.0,,10.0,,10.0,4.373,10.0,cresh14,5.0,1.2969801115995647,103.77039439220746,-1.0,undefined,no_sensor,,,,,,,28.125
1096,1096,2019-10-10 04:36:53.694000+00:00,10.0,82.0,,10.0,,10.0,4.55,10.0,cresh04,,,,,,,,,,,,,27.625
1097,1097,2019-10-10 04:38:13.713000+00:00,,82.0,,9.0,,10.0,5427.433,10.0,cresh13,5.0,1.2968318804256302,103.77032559733637,10.0,DESIGN_STUDIO,NEAR_DIC_STUDIO_1,528.0,60.3182,47.0,47.0,26.6803,50.0,29.0
1098,1098,2019-10-10 04:39:55.510000+00:00,10.0,83.0,,10.0,,10.0,2.393,10.0,cresh05,2.0,1.2969901439895948,103.77033746094169,36.0,LOBBY,no_sensor,,,,,,,30.25
1099,1099,2019-10-10 04:50:11.796000+00:00,10.0,85.0,,9.0,,10.0,5.289,11.0,cresh11,,,,,,,,,,,,,30.5
1100,1100,2019-10-10 04:52:43.628000+00:00,10.0,105.0,,10.0,,11.0,4.532,11.0,cresh05,,,,,,,,,,,,,31.375
1101,1101,2019-10-10 05:03:28.398000+00:00,9.0,84.0,,10.0,,10.0,4.245,11.0,cresh12,,,,,,,,,,,,,32.25
1102,1102,2019-10-10 05:04:05.236000+00:00,,59.0,,11.0,,10.0,9.421,10.0,cresh08,,,,,,,,,,,,,28.25
1103,1103,2019-10-10 05:10:52.546000+00:00,,75.0,,10.0,,11.0,8.442,11.0,cresh05,,,,,,,,,,,,,31.875
1104,1104,2019-10-10 05:11:08.832000+00:00,10.0,77.0,1.29951,10.0,103.7708716667,11.0,5.396,11.0,cresh05,,,,,,,,,,,,,31.875
1105,1105,2019-10-10 05:12:33.157000+00:00,,95.0,,10.0,,10.0,8.975999999999999,10.0,cresh04,,,,,,,,,,,,,31.625
1106,1106,2019-10-10 05:16:44.513000+00:00,,111.0,,10.0,,10.0,21.657,11.0,cresh10,,,,,,,,,,,,,31.625
1107,1107,2019-10-10 05:17:38.640000+00:00,,72.0,1.2949916667,10.0,103.7707766667,10.0,1040.164,11.0,cresh06,,,,,,,,,,,,,31.125
1108,1108,2019-10-10 05:19:35.637000+00:00,10.0,56.0,,11.0,,10.0,2.927,10.0,cresh08,,,,,,,,,,,,,28.5
1109,1109,2019-10-10 05:27:09.586000+00:00,,75.0,,10.0,,10.0,853.083,10.0,cresh12,,,,,,,,,,,,,31.0
1110,1110,2019-10-10 05:32:10.468000+00:00,,95.0,,10.0,,10.0,1393.062,10.0,cresh11,,,,,,,,,,,,,27.25
1111,1111,2019-10-10 05:33:31.824000+00:00,,138.0,,10.0,,10.0,1731.954,,cresh02,,,,,,,,,,,,,
1112,1112,2019-10-10 05:37:23.946000+00:00,10.0,99.0,1.2969516667,10.0,103.7701533333,10.0,4.061,10.0,cresh04,,,,,,,,,,,,,29.875
1113,1113,2019-10-10 05:37:46.632000+00:00,,108.0,,10.0,,10.0,150.614,10.0,cresh05,2.0,1.2969745734976534,103.77014511623366,20.0,IRC_LIBRARY,IRC_LIBRARY_1,598.0,61.9837,265.0,53.0,27.3942,124.0,30.125
1114,1114,2019-10-10 05:44:02.120000+00:00,10.0,100.0,,11.0,,10.0,5.14,10.0,cresh03,2.0,1.2969723655521326,103.77008499711468,20.0,IRC_LIBRARY,IRC_LIBRARY_1,606.0,62.1577,258.0,47.0,27.4121,128.0,28.5
1115,1115,2019-10-10 05:45:49.736000+00:00,10.0,115.0,,10.0,,10.0,1.274,10.0,cresh06,,,,,,,,,,,,,28.75
1116,1116,2019-10-10 05:48:23.750000+00:00,10.0,90.0,,10.0,,10.0,5.078,10.0,cresh04,,,,,,,,,,,,,29.375
1117,1117,2019-10-10 05:48:54.572000+00:00,,75.0,,10.0,,11.0,2097.385,11.0,cresh15,2.0,1.2969358121770926,103.77019944599215,22.0,SHELVES_COMPACTORS,no_sensor,,,,,,,30.0
1118,1118,2019-10-10 05:53:05.168000+00:00,10.0,87.0,,10.0,,10.0,14.008,10.0,cresh03,2.0,1.2969802524758436,103.77007175832745,-1.0,undefined,no_sensor,,,,,,,28.625
1119,1119,2019-10-10 05:54:38.536000+00:00,,93.0,,10.0,,10.0,26.892,10.0,cresh03,2.0,1.2969825133922002,103.77007175830178,-1.0,undefined,no_sensor,,,,,,,28.5
1120,1120,2019-10-10 05:57:07.572000+00:00,,116.0,,10.0,,10.0,3386.506,10.0,cresh14,5.0,1.2968937729463006,103.7703228595813,14.0,RAPID_PROTOTYPING_LAB,NEAR_DIC_STUDIO_1,696.0,60.9387,46.0,63.0,26.8856,55.0,28.25
1121,1121,2019-10-10 05:58:11.392000+00:00,10.0,67.0,,10.0,,10.0,1.603,10.0,cresh05,2.0,1.2969720055558476,103.77016101377637,20.0,IRC_LIBRARY,IRC_LIBRARY_1,618.0,61.8353,275.0,48.0,27.4563,128.0,29.875
1122,1122,2019-10-10 06:01:14.953000+00:00,10.0,70.0,,10.0,,10.0,2.799,10.0,cresh06,2.0,1.2973555642143748,103.77104144556498,45.0,FORGE,BUILDING_MATERIALS_LAB,646.0,52.5515,64.0,44.0,25.0409,149.0,27.0
1123,1123,2019-10-10 06:05:22.181000+00:00,10.0,93.0,,10.0,,10.0,3.475,10.0,cresh04,,,,,,,,,,,,,29.0
1124,1124,2019-10-10 06:07:16.640000+00:00,10.0,94.0,,10.0,,11.0,10.388,10.0,cresh03,2.0,1.296982513404854,103.77007175830178,-1.0,undefined,no_sensor,,,,,,,28.375
1125,1125,2019-10-10 06:10:48.268000+00:00,10.0,124.0,,10.0,,10.0,2.667,10.0,cresh10,,,,,,,,,,,,,28.125
1126,1126,2019-10-10 06:12:51.188000+00:00,10.0,64.0,,10.0,,10.0,4.772,10.0,cresh05,,,,,,,,,,,,,30.125
1127,1127,2019-10-10 06:15:54.670000+00:00,10.0,103.0,,11.0,,10.0,21.914,9.0,cresh03,,,,,,,,,,,,,28.625
1128,1128,2019-10-10 06:16:11.170000+00:00,10.0,68.0,,10.0,,10.0,2.144,10.0,cresh06,2.0,1.2973397378163951,103.77105717010694,45.0,FORGE,BUILDING_MATERIALS_LAB,666.0,52.5552,63.0,44.0,25.0409,152.0,28.125
1129,1129,2019-10-10 06:17:18.154000+00:00,10.0,92.0,,10.0,,10.0,3.341,10.0,cresh04,,,,,,,,,,,,,28.625
1130,1130,2019-10-10 06:28:58.477000+00:00,10.0,102.0,,10.0,,10.0,9.58,11.0,cresh14,5.0,1.2968816205335663,103.77035929278344,14.0,RAPID_PROTOTYPING_LAB,NEAR_DIC_STUDIO_1,724.0,60.6102,50.0,56.0,26.9593,58.0,28.75
1131,1131,2019-10-10 06:30:35.583000+00:00,10.0,94.0,,10.0,,10.0,7.118,10.0,cresh03,,,,,,,,,,,,,28.625
1132,1132,2019-10-10 06:31:12.148000+00:00,10.0,66.0,,10.0,,10.0,2.3609999999999998,10.0,cresh06,2.0,1.297332955074404,103.7710549237438,45.0,FORGE,BUILDING_MATERIALS_LAB,702.0,52.4323,65.0,44.0,24.8334,155.0,29.0
1133,1133,2019-10-10 06:32:08.398000+00:00,10.0,86.0,,10.0,,10.0,2.607,10.0,cresh04,,,,,,,,,,,,,28.875
1134,1134,2019-10-10 06:38:55.424000+00:00,10.0,83.0,,10.0,,10.0,3.174,11.0,cresh12,,,,,,,,,,,,,32.25
1135,1135,2019-10-10 06:41:07.214000+00:00,10.0,90.0,,11.0,,10.0,7.796,10.0,cresh03,2.0,1.2969808094396411,103.77013409487886,20.0,IRC_LIBRARY,IRC_LIBRARY_1,624.0,61.4375,404.0,48.0,27.6932,124.0,28.75
1136,1136,2019-10-10 06:44:32.020000+00:00,10.0,66.0,,10.0,,10.0,3.402,10.0,cresh05,,,,,,,,,,,,,29.75
1137,1137,2019-10-10 06:46:14.022000+00:00,10.0,62.0,,10.0,,10.0,2.76,10.0,cresh06,2.0,1.2973533033003777,103.77104144556498,45.0,FORGE,BUILDING_MATERIALS_LAB,702.0,53.1172,66.0,45.0,24.4933,155.0,28.5
1138,1138,2019-10-10 06:48:53.528000+00:00,10.0,63.0,,10.0,,10.0,2.296,10.0,cresh05,,,,,,,,,,,,,29.625
1139,1139,2019-10-10 06:49:03.746000+00:00,10.0,85.0,,10.0,,10.0,4.103,10.0,cresh10,,,,,,,,,,,,,28.0
1140,1140,2019-10-10 06:50:13.221000+00:00,10.0,69.0,,10.0,,10.0,6.656,11.0,cresh15,2.0,1.2969325968782153,103.7701908314321,22.0,SHELVES_COMPACTORS,no_sensor,,,,,,,29.625
1141,1141,2019-10-10 06:51:07.248000+00:00,10.0,84.0,,10.0,,10.0,3.582,10.0,cresh04,,,,,,,,,,,,,29.0
1142,1142,2019-10-10 06:51:21.894000+00:00,10.0,93.0,,10.0,,10.0,9.603,10.0,cresh03,6.0,1.2969233695442002,103.7704941188916,9.0,WC,WC,,,,,,,29.375
1143,1143,2019-10-10 06:57:04.448000+00:00,10.0,105.0,,10.0,,10.0,4.483,11.0,cresh14,5.0,1.296825097683639,103.77035929278344,10.0,DESIGN_STUDIO,NEAR_DIC_STUDIO_1,670.0,59.5238,46.0,49.0,26.9593,55.0,28.375
1144,1144,2019-10-10 07:03:29.168000+00:00,9.0,98.0,,11.0,,10.0,4.031,11.0,cresh11,,,,,,,,,,,,,27.75
1145,1145,2019-10-10 07:06:42.540000+00:00,,78.0,,10.0,,11.0,14.735,11.0,cresh01,,,,,,,,,,,,,29.25
1146,1146,2019-10-10 07:07:56.249000+00:00,9.0,78.0,,10.0,,10.0,2.4050000000000002,11.0,cresh12,,,,,,,,,,,,,32.25
1147,1147,2019-10-10 07:12:34.546000+00:00,,84.0,,10.0,,10.0,10.138,10.0,cresh04,,,,,,,,,,,,,28.5
1148,1148,2019-10-10 07:13:04.312000+00:00,,80.0,,10.0,,10.0,7.671,11.0,cresh12,,,,,,,,,,,,,32.25
1149,1149,2019-10-10 07:16:28.805000+00:00,,65.0,,10.0,,10.0,970.139,9.0,cresh06,2.0,1.2973239114184156,103.77104593829125,45.0,FORGE,BUILDING_MATERIALS_LAB,740.0,53.6683,65.0,45.0,24.5207,180.0,28.375
1150,1150,2019-10-10 07:16:30.137000+00:00,,94.0,,10.0,,10.0,7.076,10.0,cresh10,,,,,,,,,,,,,30.0
1151,1151,2019-10-10 07:25:50.479000+00:00,10.0,79.0,,10.0,,10.0,7.116,10.0,cresh04,,,,,,,,,,,,,28.375
1152,1152,2019-10-10 07:27:51.630000+00:00,10.0,65.0,,10.0,,10.0,2.802,10.0,cresh05,2.0,1.2969553824368896,103.7701324101065,20.0,IRC_LIBRARY,IRC_LIBRARY_1,648.0,60.7087,412.0,51.0,28.0218,136.0,29.75
1153,1153,2019-10-10 07:28:43.092000+00:00,,101.0,,10.0,,10.0,1681.903,11.0,cresh14,5.0,1.296825097683639,103.77061313181804,-1.0,undefined,no_sensor,,,,,,,30.875
1154,1154,2019-10-10 07:31:13.118000+00:00,10.0,62.0,,10.0,,10.0,2.411,9.0,cresh06,2.0,1.2973171286764242,103.77102347465987,45.0,FORGE,BUILDING_MATERIALS_LAB,740.0,53.7134,62.0,48.0,24.507,158.0,28.125
1155,1155,2019-10-10 07:38:40.831000+00:00,10.0,80.0,,10.0,,10.0,2.798,10.0,cresh05,2.0,1.296979122033859,103.77007260068794,-1.0,undefined,no_sensor,,,,,,,29.75
1156,1156,2019-10-10 07:39:58.525000+00:00,,63.0,,10.0,,11.0,1561.155,10.0,cresh15,2.0,1.2969847743188516,103.77020204736377,21.0,ADMIN_OFFICE,Ano_sensor,,,,,,,29.0
1157,1157,2019-10-10 07:41:47.376000+00:00,9.0,82.0,,10.0,,10.0,2.64,11.0,cresh12,,,,,,,,,,,,,32.25
1158,1158,2019-10-10 07:42:17.961000+00:00,10.0,78.0,,10.0,,10.0,2.702,10.0,cresh04,,,,,,,,,,,,,29.125
1159,1159,2019-10-10 07:46:13.345000+00:00,10.0,64.0,,10.0,,10.0,2.317,10.0,cresh06,2.0,1.2973261723324125,103.77103021374928,45.0,FORGE,BUILDING_MATERIALS_LAB,788.0,53.4348,62.0,45.0,25.0862,161.0,28.0
1160,1160,2019-10-10 07:50:09.489000+00:00,10.0,83.0,,10.0,,10.0,5.556,10.0,cresh04,,,,,,,,,,,,,28.625
1161,1161,2019-10-10 07:51:09.917000+00:00,10.0,73.0,,10.0,,11.0,4.727,10.0,cresh15,3.0,1.2968590113935954,103.77033458278892,1.0,PLATYPUS,CAFE,,,,,,,29.375
1162,1162,2019-10-10 07:52:11.472000+00:00,,72.0,,10.0,,10.0,5.079,10.0,cresh05,,,,,,,,,,,,,29.5
1163,1163,2019-10-10 07:52:20.816000+00:00,9.0,76.0,,9.0,,10.0,4.648,11.0,cresh01,,,,,,,,,,,,,32.25
1164,1164,2019-10-10 07:57:08.367000+00:00,,74.0,,9.0,,11.0,1883.318,11.0,cresh02,2.0,1.2973314338148882,103.77103079069607,45.0,FORGE,BUILDING_MATERIALS_LAB,764.0,53.251,65.0,44.0,24.8187,158.0,
1165,1165,2019-10-10 07:57:54.490000+00:00,10.0,67.0,,10.0,,10.0,4.9030000000000005,11.0,cresh12,,,,,,,,,,,,,32.5
1166,1166,2019-10-10 07:58:39.930000+00:00,10.0,82.0,,10.0,,10.0,2.935,10.0,cresh04,,,,,,,,,,,,,28.25
1167,1167,2019-10-10 08:01:24.525000+00:00,10.0,66.0,,10.0,,10.0,1.384,10.0,cresh06,2.0,1.2973442596443894,103.77104144556498,45.0,FORGE,BUILDING_MATERIALS_LAB,744.0,53.3958,62.0,44.0,24.7324,155.0,28.25
1168,1168,2019-10-10 08:05:41.834000+00:00,10.0,96.0,,10.0,,10.0,3.371,10.0,cresh14,5.0,1.296892925103552,103.77029864097871,-1.0,undefined,no_sensor,,,,,,,28.75
1169,1169,2019-10-10 08:05:41.920000+00:00,10.0,82.0,1.2968016667,10.0,103.7700516667,10.0,2.401,10.0,cresh04,2.0,1.2969576433508865,103.77012117829081,20.0,IRC_LIBRARY,IRC_LIBRARY_1,654.0,60.6808,313.0,55.0,27.9765,140.0,28.75
1170,1170,2019-10-10 08:07:24.671000+00:00,,65.0,,10.0,,10.0,3808.716,10.0,cresh08,,,,,,,,,,,,,28.375
1171,1171,2019-10-10 08:07:51.677000+00:00,10.0,78.0,,10.0,,10.0,8.193,10.0,cresh15,3.0,1.2968599127590252,103.77033238144833,1.0,PLATYPUS,CAFE,,,,,,,29.625
1172,1172,2019-10-10 08:16:13.039000+00:00,10.0,64.0,,10.0,,10.0,1.286,9.0,cresh06,2.0,1.2973397378163951,103.77103919920184,45.0,FORGE,BUILDING_MATERIALS_LAB,772.0,53.2231,62.0,44.0,24.6113,152.0,28.375
1173,1173,2019-10-10 08:16:23.128000+00:00,10.0,65.0,,10.0,,10.0,2.238,9.0,cresh06,2.0,1.2973397378163951,103.77103919920184,45.0,FORGE,BUILDING_MATERIALS_LAB,772.0,53.2231,62.0,44.0,24.6113,152.0,28.375
1174,1174,2019-10-10 08:17:34.131000+00:00,10.0,79.0,1.2964083333,10.0,103.7696616667,10.0,2.911,10.0,cresh04,,,,,,,,,,,,,28.75
1175,1175,2019-10-10 08:18:10.710000+00:00,10.0,70.0,,10.0,,11.0,4.718,11.0,cresh02,,,,,,,,,,,,,
1176,1176,2019-10-10 08:18:29.772000+00:00,,102.0,,10.0,,10.0,4172.178,11.0,cresh11,,,,,,,,,,,,,28.0
1177,1177,2019-10-10 08:22:25.102000+00:00,10.0,90.0,,10.0,,10.0,20.981,10.0,cresh14,5.0,1.2968657941355868,103.77028965552616,10.0,DESIGN_STUDIO,NEAR_DIC_STUDIO_1,642.0,58.8048,38.0,54.0,26.9172,50.0,29.125
1178,1178,2019-10-10 08:26:32.208000+00:00,9.0,66.0,,11.0,,11.0,5.265,11.0,cresh02,,,,,,,,,,,,,
1179,1179,2019-10-10 08:26:38.821000+00:00,10.0,66.0,,10.0,,10.0,2.27,10.0,cresh02,,,,,,,,,,,,,
1180,1180,2019-10-10 08:26:52.835000+00:00,10.0,76.0,1.2967133333,10.0,103.770065,10.0,2.618,10.0,cresh04,,,,,,,,,,,,,28.75
1181,1181,2019-10-10 08:31:13.137000+00:00,10.0,64.0,,10.0,,10.0,1.749,9.0,cresh06,2.0,1.2973419987303922,103.77104369192811,45.0,FORGE,BUILDING_MATERIALS_LAB,784.0,53.1026,63.0,44.0,24.507,149.0,27.875
1182,1182,2019-10-10 08:34:39.861000+00:00,9.0,61.0,,10.0,,10.0,2.976,11.0,cresh12,,,,,,,,,,,,,32.125
1183,1183,2019-10-10 08:36:24.888000+00:00,10.0,78.0,1.2968083333,10.0,103.7700316667,10.0,2.948,10.0,cresh04,,,,,,,,,,,,,28.75
1184,1184,2019-10-10 08:39:22.323000+00:00,10.0,88.0,,10.0,,10.0,2.6390000000000002,10.0,cresh14,5.0,1.2968567504795983,103.77029864097871,10.0,DESIGN_STUDIO,NEAR_DIC_STUDIO_1,618.0,58.3765,38.0,54.0,26.8572,50.0,29.375
1185,1185,2019-10-10 08:39:30.316000+00:00,9.0,63.0,,9.0,,11.0,3.708,11.0,cresh02,,,,,,,,,,,,,
1186,1186,2019-10-10 08:42:47.308000+00:00,10.0,77.0,,10.0,,10.0,3.585,10.0,cresh04,,,,,,,,,,,,,28.75
1187,1187,2019-10-10 08:43:47.964000+00:00,9.0,81.0,,11.0,,10.0,5.533,11.0,cresh01,,,,,,,,,,,,,32.5
1188,1188,2019-10-10 08:44:54.107000+00:00,10.0,81.0,,10.0,,10.0,4.717,10.0,cresh12,,,,,,,,,,,,,31.875
1189,1189,2019-10-10 08:46:32.930000+00:00,10.0,100.0,1.2907283333000001,10.0,103.8104383333,10.0,5.311,10.0,cresh11,,,,,,,,,,,,,27.375
1190,1190,2019-10-10 08:53:24.694000+00:00,10.0,107.0,1.2970333333,10.0,103.7710416667,10.0,4.511,11.0,cresh06,3.0,1.2969290997275054,103.7703862491411,0.0,EXHIBITON_SPACE,OPEN_EXHIBITION_SPACE_2,586.0,80.2447,321.0,63.0,29.1853,50.0,28.875
1191,1191,2019-10-10 09:00:29.884000+00:00,10.0,81.0,,10.0,,10.0,14.304,11.0,cresh15,,,,,,,,,,,,,28.375
1192,1192,2019-10-10 09:01:14.540000+00:00,10.0,76.0,1.290825,10.0,103.8103616667,10.0,4.974,10.0,cresh11,,,,,,,,,,,,,28.125
1193,1193,2019-10-10 09:02:58.826000+00:00,,95.0,,10.0,,10.0,137.473,10.0,cresh14,5.0,1.2968795472930945,103.77034937719615,14.0,RAPID_PROTOTYPING_LAB,NEAR_DIC_STUDIO_1,652.0,58.9934,38.0,56.0,26.8404,50.0,29.25
1194,1194,2019-10-10 09:03:28.231000+00:00,,79.0,,10.0,,10.0,189.337,11.0,cresh06,2.0,1.297039036254782,103.77011668556453,-1.0,undefined,no_sensor,,,,,,,30.75
1195,1195,2019-10-10 09:03:37.150000+00:00,10.0,63.0,,9.0,,,3.025,9.0,cresh02,,,,,,,,,,,,,
1196,1196,2019-10-10 09:03:39.806000+00:00,9.0,63.0,,10.0,,10.0,2.162,11.0,cresh12,,,,,,,,,,,,,32.0
1197,1197,2019-10-10 09:04:06.467000+00:00,,57.0,,10.0,,10.0,10.347,10.0,cresh08,,,,,,,,,,,,,28.125
1198,1198,2019-10-10 09:04:36.859000+00:00,,70.0,,,,,0.024,,cresh07,,,,,,,,,,,,,27.625
1199,1199,2019-10-10 09:05:35.542000+00:00,10.0,113.0,,10.0,,10.0,3.855,11.0,cresh10,4.0,1.2968121062744054,103.77040652778004,43.0,SUPER_EXECUTIVE_SEMINAR_ROOM_B,EXECUTIVE_SEMINAR_ROOM_B,-99.0,81.7073,125.0,46.0,26.0714,-99.0,30.25
1200,1200,2019-10-10 09:09:05.762000+00:00,,66.0,1.2907433333,10.0,103.8103766667,10.0,8.03,10.0,cresh11,,,,,,,,,,,,,28.125
1201,1201,2019-10-10 09:09:32.880000+00:00,10.0,77.0,,10.0,,10.0,4.562,10.0,cresh04,2.0,1.2969892947929602,103.77015048281089,20.0,IRC_LIBRARY,IRC_LIBRARY_1,628.0,58.9982,414.0,49.0,28.0807,140.0,28.5
1202,1202,2019-10-10 09:13:03.687000+00:00,,64.0,,10.0,,10.0,6.831,11.0,cresh12,,,,,,,,,,,,,32.25
1203,1203,2019-10-10 09:15:27.012000+00:00,,62.0,,10.0,,11.0,599.868,10.0,cresh15,,,,,,,,,,,,,29.25
1204,1204,2019-10-10 09:15:28.528000+00:00,,75.0,,10.0,,10.0,183.946,10.0,cresh04,2.0,1.2969892001794188,103.7701632356379,20.0,IRC_LIBRARY,IRC_LIBRARY_1,620.0,59.0262,366.0,50.0,28.0944,132.0,28.75
1205,1205,2019-10-10 09:16:32.155000+00:00,,90.0,,10.0,,10.0,8.92,11.0,cresh10,4.0,1.2968154313931324,103.77042292817586,43.0,SUPER_EXECUTIVE_SEMINAR_ROOM_B,EXECUTIVE_SEMINAR_ROOM_B,-99.0,79.3951,1294.0,48.0,26.8547,-99.0,30.25
1206,1206,2019-10-10 09:21:33.401000+00:00,10.0,98.0,,10.0,,10.0,3.436,10.0,cresh14,5.0,1.2968951860175488,103.77019306191121,10.0,DESIGN_STUDIO,NEAR_DIC_STUDIO_1,656.0,59.0055,35.0,56.0,26.7982,50.0,28.625
1207,1207,2019-10-10 09:24:38.502000+00:00,9.0,91.0,,10.0,,10.0,4.505,11.0,cresh12,,,,,,,,,,,,,31.875
1208,1208,2019-10-10 09:25:29.329000+00:00,10.0,76.0,,10.0,,10.0,3.449,10.0,cresh04,2.0,1.2969638531016499,103.77012174491313,20.0,IRC_LIBRARY,IRC_LIBRARY_1,624.0,58.677,330.0,50.0,28.2134,136.0,28.75
1209,1209,2019-10-10 09:25:48.229000+00:00,,60.0,,10.0,,10.0,1203.033,,cresh02,,,,,,,,,,,,,
1210,1210,2019-10-10 09:26:02.150000+00:00,9.0,65.0,,11.0,,11.0,8.037,9.0,cresh02,,,,,,,,,,,,,
