heartRate_cozie,light_cozie,noise_cozie,user_id,room,humidity_sensing,light_sensing,noise_sensing,temperature_sensing,temperature_mbient,time-numeric,thermal_cozie
95.0,9.0,10.0,cresh13,BUILDING_MATERIALS_LAB,52.3897,63.0,44.0,24.566,28.375,17.4,11.0
53.0,10.0,10.0,cresh01,IRC_LIBRARY_1,59.0615,635.0,46.0,28.0218,28.5,17.6,9.0
63.0,10.0,10.0,cresh12,IRC_LIBRARY_1,58.1576,509.0,52.0,28.345,30.125,17.43,10.0
91.0,10.0,10.0,cresh04,BUDS_LAB,57.0711,159.0,43.0,22.7076,28.5,17.48,10.0
73.0,10.0,10.0,cresh12,IRC_LIBRARY_1,58.0481,430.0,48.0,28.3903,29.75,17.56,10.0
92.0,10.0,10.0,cresh04,IRC_LIBRARY_1,57.879,419.0,51.0,28.4492,29.125,17.59,10.0
91.0,10.0,10.0,cresh14,OPEN_EXHIBITION_SPACE_2,75.7835,147.0,66.0,29.2137,29.375,18.9,10.0
61.0,10.0,10.0,cresh12,IRC_LIBRARY_1,57.9848,226.0,51.0,28.3755,29.5,18.15,10.0
79.0,10.0,10.0,cresh04,IRC_LIBRARY_1,58.0627,210.0,49.0,28.3166,28.5,18.22,10.0
84.0,10.0,11.0,cresh14,EXECUTIVE_SEMINAR_ROOM_A,81.9904,41.0,51.0,25.6146,29.25,18.28,10.0
80.0,10.0,10.0,cresh14,EXECUTIVE_SEMINAR_ROOM_A,82.2366,41.0,48.0,25.6459,29.125,18.46,10.0
75.0,10.0,10.0,cresh12,OPEN_EXHIBITION_SPACE_2,76.8979,99.0,72.0,28.0418,30.375,19.4,11.0
84.0,9.0,10.0,cresh13,NEAR_DIC_STUDIO_1,60.025,60.0,54.0,26.6498,27.625,20.6,10.0
67.0,10.0,10.0,cresh05,IRC_LIBRARY_1,62.4752,159.0,46.0,26.8014,30.0,9.58,10.0
103.0,10.0,10.0,cresh04,IRC_LIBRARY_1,62.2453,169.0,50.0,26.8604,28.75,10.8,10.0
96.0,10.0,10.0,cresh05,IRC_LIBRARY_1,62.474,191.0,50.0,26.8298,30.375,10.4,10.0
90.0,10.0,10.0,cresh04,IRC_LIBRARY_1,62.3475,134.0,48.0,26.9193,28.75,11.2,10.0
122.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,60.9107,47.0,47.0,26.4413,28.5,11.22,10.0
79.0,10.0,10.0,cresh04,IRC_LIBRARY_1,62.2526,142.0,47.0,26.9646,28.125,11.34,10.0
90.0,10.0,10.0,cresh05,IRC_LIBRARY_1,62.1419,156.0,50.0,26.993,30.25,11.38,10.0
90.0,10.0,10.0,cresh05,IRC_LIBRARY_1,62.1419,156.0,50.0,26.993,30.25,11.38,10.0
65.0,10.0,10.0,cresh05,IRC_LIBRARY_1,61.9667,162.0,49.0,27.0962,30.125,12.1,10.0
83.0,10.0,10.0,cresh04,IRC_LIBRARY_1,61.8852,173.0,52.0,27.1415,27.625,12.2,10.0
82.0,9.0,10.0,cresh13,NEAR_DIC_STUDIO_1,60.3182,47.0,47.0,26.6803,29.0,12.38,10.0
108.0,10.0,10.0,cresh05,IRC_LIBRARY_1,61.9837,265.0,53.0,27.3942,30.125,13.37,10.0
67.0,10.0,10.0,cresh05,IRC_LIBRARY_1,61.8353,275.0,48.0,27.4563,29.875,13.58,10.0
70.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,52.5515,64.0,44.0,25.0409,27.0,14.1,10.0
68.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,52.5552,63.0,44.0,25.0409,28.125,14.16,10.0
66.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,52.4323,65.0,44.0,24.8334,29.0,14.31,10.0
62.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,53.1172,66.0,45.0,24.4933,28.5,14.46,10.0
105.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,59.5238,46.0,49.0,26.9593,28.375,14.57,11.0
65.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,53.6683,65.0,45.0,24.5207,28.375,15.16,9.0
65.0,10.0,10.0,cresh05,IRC_LIBRARY_1,60.7087,412.0,51.0,28.0218,29.75,15.27,10.0
62.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,53.7134,62.0,48.0,24.507,28.125,15.31,9.0
80.0,10.0,10.0,cresh05,IRC_LIBRARY_1,60.9825,489.0,56.0,27.9596,29.75,15.38,10.0
64.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,53.4348,62.0,45.0,25.0862,28.0,15.46,10.0
66.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,53.3958,62.0,44.0,24.7324,28.25,16.1,10.0
96.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,59.4179,37.0,53.0,26.9446,28.75,16.5,10.0
82.0,10.0,10.0,cresh04,IRC_LIBRARY_1,60.6808,313.0,55.0,27.9765,28.75,16.5,10.0
64.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,53.2231,62.0,44.0,24.6113,28.375,16.16,9.0
65.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,53.2231,62.0,44.0,24.6113,28.375,16.16,9.0
90.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,58.8048,38.0,54.0,26.9172,29.125,16.22,10.0
64.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,53.1026,63.0,44.0,24.507,27.875,16.31,9.0
88.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,58.3765,38.0,54.0,26.8572,29.375,16.39,10.0
107.0,10.0,10.0,cresh06,OPEN_EXHIBITION_SPACE_2,80.2447,321.0,63.0,29.1853,28.875,16.53,11.0
79.0,10.0,10.0,cresh06,IRC_LIBRARY_1,58.8486,490.0,47.0,28.1681,30.75,17.3,11.0
113.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_B,81.7073,125.0,46.0,26.0714,30.25,17.5,11.0
77.0,10.0,10.0,cresh04,IRC_LIBRARY_1,58.9982,414.0,49.0,28.0807,28.5,17.9,10.0
75.0,10.0,10.0,cresh04,IRC_LIBRARY_1,59.0262,366.0,50.0,28.0944,28.75,17.15,10.0
90.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_B,79.3951,1294.0,48.0,26.8547,30.25,17.16,11.0
98.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,59.0055,35.0,56.0,26.7982,28.625,17.21,10.0
76.0,10.0,10.0,cresh04,IRC_LIBRARY_1,58.677,330.0,50.0,28.2134,28.75,17.25,10.0
74.0,10.0,10.0,cresh04,IRC_LIBRARY_1,58.7257,314.0,52.0,28.1534,28.5,17.35,10.0
85.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,58.9654,36.0,53.0,26.8267,28.25,17.36,10.0
83.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_B,80.2218,1294.0,44.0,26.9298,30.375,17.41,11.0
72.0,10.0,10.0,cresh04,IRC_LIBRARY_1,58.5821,261.0,47.0,28.0944,28.75,17.45,10.0
78.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,81.7418,41.0,44.0,25.8493,30.25,17.54,10.0
91.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,59.2659,31.0,55.0,26.813,29.75,18.2,10.0
80.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_B,74.7934,1294.0,45.0,26.3833,29.875,18.13,10.0
93.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,59.0785,28.0,54.0,26.6803,28.5,18.15,10.0
69.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_B,77.592,1294.0,45.0,26.5283,30.125,18.24,10.0
92.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,59.2282,63.0,51.0,26.7393,28.375,18.3,10.0
68.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,80.0541,41.0,50.0,25.4529,30.125,18.33,10.0
88.0,9.0,11.0,cresh13,NEAR_DIC_STUDIO_1,59.2403,61.0,55.0,26.754,28.5,18.58,11.0
101.0,9.0,11.0,cresh13,OPEN_EXHIBITION_SPACE_2,84.1159,99.0,63.0,27.9828,28.375,19.31,11.0
64.0,10.0,10.0,cresh05,IRC_LIBRARY_1,61.6625,119.0,49.0,26.6835,29.375,9.31,10.0
101.0,9.0,11.0,cresh01,OPEN_EXHIBITION_SPACE_2,82.9091,123.0,65.0,28.5029,30.75,9.44,11.0
64.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,53.6963,65.0,44.0,24.4175,27.25,9.46,10.0
61.0,10.0,10.0,cresh05,IRC_LIBRARY_1,61.0993,104.0,48.0,26.7287,28.875,9.53,10.0
61.0,10.0,10.0,cresh05,IRC_LIBRARY_1,61.0421,102.0,49.0,26.8014,28.75,9.55,10.0
59.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,53.4761,70.0,44.0,24.5207,28.0,10.0,10.0
81.0,9.0,10.0,cresh01,ENERGY_LAB_1,67.4973,48.0,46.0,26.2644,29.875,10.1,11.0
63.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,53.2255,62.0,44.0,24.4344,28.25,10.15,10.0
71.0,9.0,10.0,cresh01,ENERGY_LAB_1,66.9462,33.0,46.0,26.3402,30.625,10.17,11.0
74.0,10.0,10.0,cresh05,IRC_LIBRARY_1,60.8365,93.0,51.0,26.7877,28.75,10.18,10.0
60.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,53.0065,65.0,44.0,24.4481,28.125,10.3,10.0
77.0,9.0,10.0,cresh01,ENERGY_LAB_1,66.8623,47.0,47.0,26.3992,30.25,10.32,10.0
73.0,10.0,10.0,cresh05,IRC_LIBRARY_1,60.5761,143.0,50.0,26.9056,28.75,10.35,10.0
55.0,10.0,10.0,cresh06,BUDS_LAB,54.902,28.0,41.0,24.7882,28.125,10.45,10.0
68.0,9.0,11.0,cresh01,ENERGY_LAB_1,66.3051,33.0,47.0,26.4581,30.625,10.47,10.0
59.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,52.4676,70.0,45.0,24.5523,27.875,11.0,9.0
74.0,9.0,10.0,cresh01,ENERGY_LAB_1,66.8635,35.0,48.0,26.2949,30.5,11.2,10.0
61.0,10.0,10.0,cresh05,IRC_LIBRARY_1,60.6297,112.0,49.0,26.8604,28.875,11.5,10.0
72.0,10.0,10.0,cresh05,IRC_LIBRARY_1,60.4484,118.0,50.0,26.9193,28.75,11.14,10.0
60.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,52.4213,64.0,44.0,24.4765,27.375,11.15,9.0
70.0,9.0,10.0,cresh01,ENERGY_LAB_1,66.6469,38.0,49.0,26.2644,30.5,11.17,10.0
59.0,10.0,10.0,cresh05,IRC_LIBRARY_1,60.3961,114.0,50.0,26.9193,29.25,11.19,10.0
64.0,10.0,10.0,cresh01,ENERGY_LAB_1,66.535,34.0,49.0,26.2812,30.25,11.32,10.0
68.0,10.0,10.0,cresh05,IRC_LIBRARY_1,60.1953,133.0,49.0,26.8919,28.75,11.43,9.0
63.0,9.0,10.0,cresh01,ENERGY_LAB_1,66.1396,41.0,48.0,26.3686,30.5,11.48,10.0
74.0,10.0,10.0,cresh05,IRC_LIBRARY_1,60.0396,128.0,52.0,26.9341,28.75,11.51,9.0
110.0,10.0,10.0,cresh05,BUDS_LAB,56.5444,244.0,42.0,26.3434,29.25,11.55,10.0
59.0,9.0,10.0,cresh01,ENERGY_LAB_1,65.861,46.0,46.0,26.4581,30.125,12.3,10.0
72.0,10.0,,cresh10,EXECUTIVE_SEMINAR_ROOM_A,85.0352,44.0,46.0,25.2641,30.625,12.13,10.0
60.0,9.0,10.0,cresh01,ENERGY_LAB_1,65.7722,46.0,46.0,26.4413,30.375,12.18,10.0
93.0,9.0,10.0,cresh13,NEAR_DIC_STUDIO_1,60.0311,46.0,47.0,26.4834,29.375,12.19,10.0
59.0,9.0,10.0,cresh01,ENERGY_LAB_1,65.7953,48.0,46.0,26.4581,30.0,12.33,10.0
87.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,85.9189,45.0,44.0,25.4091,29.375,12.34,10.0
76.0,10.0,10.0,cresh07,EXECUTIVE_SEMINAR_ROOM_A,83.84700000000002,46.0,45.0,25.3059,28.75,12.35,10.0
74.0,10.0,10.0,cresh07,EXECUTIVE_SEMINAR_ROOM_A,80.7284,44.0,46.0,24.8073,28.75,12.39,10.0
64.0,10.0,10.0,cresh01,ENERGY_LAB_1,65.4328,49.0,45.0,26.5455,30.25,12.48,10.0
76.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,86.7456,43.0,46.0,25.3945,29.375,12.5,10.0
75.0,10.0,10.0,cresh07,EXECUTIVE_SEMINAR_ROOM_A,79.721,45.0,45.0,24.8657,28.0,13.0,10.0
59.0,10.0,10.0,cresh01,ENERGY_LAB_1,65.5216,50.0,46.0,26.5003,30.25,13.4,10.0
80.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,81.9809,43.0,44.0,25.1025,29.0,13.4,10.0
77.0,10.0,10.0,cresh07,EXECUTIVE_SEMINAR_ROOM_A,84.1479,44.0,44.0,25.3945,28.125,13.1,10.0
75.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,78.08800000000002,44.0,46.0,25.189,28.625,13.17,10.0
64.0,10.0,10.0,cresh01,ENERGY_LAB_1,65.2186,51.0,47.0,26.5003,30.25,13.19,10.0
77.0,10.0,10.0,cresh07,EXECUTIVE_SEMINAR_ROOM_A,81.8262,43.0,45.0,25.3225,27.25,13.26,10.0
62.0,10.0,10.0,cresh01,ENERGY_LAB_1,65.2247,51.0,49.0,26.5929,30.125,13.34,11.0
81.0,10.0,10.0,cresh07,EXECUTIVE_SEMINAR_ROOM_A,77.1841,44.0,46.0,25.3361,28.125,13.35,10.0
101.0,10.0,,cresh08,BUILDING_MATERIALS_LAB,52.0551,71.0,44.0,24.8787,31.375,13.4,10.0
76.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,77.0294,44.0,55.0,24.9857,28.375,13.4,11.0
78.0,10.0,,cresh08,BUILDING_MATERIALS_LAB,51.8751,72.0,44.0,24.9377,30.125,13.43,11.0
79.0,10.0,,cresh08,BUILDING_MATERIALS_LAB,51.8313,71.0,44.0,24.9377,29.75,13.44,11.0
89.0,10.0,11.0,cresh13,OPEN_EXHIBITION_SPACE_2,70.2505,186.0,68.0,30.6699,29.625,13.44,11.0
79.0,10.0,11.0,cresh08,OUTSIDE_RESTROOM,74.8674,52.0,65.0,30.9005,30.75,13.5,11.0
73.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,77.309,44.0,45.0,25.2057,28.25,13.55,10.0
91.0,10.0,10.0,cresh04,CAFE,67.3443,90.0,65.0,29.5592,29.375,13.59,10.0
64.0,10.0,10.0,cresh08,EXECUTIVE_SEMINAR_ROOM_A,78.8159,44.0,46.0,25.2641,28.875,13.59,10.0
87.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,59.4459,45.0,47.0,26.6635,29.875,14.0,10.0
91.0,10.0,10.0,cresh05,IRC_LIBRARY_1,58.6916,224.0,53.0,27.2626,29.375,14.6,10.0
111.0,10.0,10.0,cresh11,IRC_LIBRARY_1,58.6916,224.0,53.0,27.2626,32.25,14.6,11.0
70.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,78.54,46.0,46.0,25.1609,28.25,14.1,10.0
75.0,10.0,10.0,cresh08,EXECUTIVE_SEMINAR_ROOM_A,78.54,46.0,46.0,25.1609,26.625,14.1,10.0
100.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,59.5274,46.0,51.0,26.7982,27.875,14.16,10.0
87.0,10.0,10.0,cresh08,HOT_DESKING_ARCHITECTURE_STUDIO_SPACE_1,69.6409,1292.0,47.0,26.2949,28.625,14.19,10.0
78.0,10.0,11.0,cresh10,HOT_DESKING_ARCHITECTURE_STUDIO_SPACE_1,69.6409,1292.0,47.0,26.2949,28.625,14.19,10.0
77.0,10.0,10.0,cresh08,HOT_DESKING_ARCHITECTURE_STUDIO_SPACE_1,69.793,1292.0,45.0,26.2812,28.25,14.22,10.0
83.0,10.0,10.0,cresh10,HOT_DESKING_ARCHITECTURE_STUDIO_SPACE_1,69.6239,1292.0,44.0,26.2949,28.75,14.24,10.0
80.0,10.0,10.0,cresh10,HOT_DESKING_ARCHITECTURE_STUDIO_SPACE_1,69.4293,1291.0,46.0,26.3686,28.875,14.27,10.0
74.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,78.6601,43.0,45.0,25.2777,28.375,14.4,10.0
90.0,10.0,10.0,cresh13,NEAR_DIC_STUDIO_1,59.7805,47.0,51.0,26.8404,28.0,14.41,10.0
70.0,10.0,10.0,cresh07,EXECUTIVE_SEMINAR_ROOM_A,78.7719,44.0,47.0,25.0441,28.375,14.42,9.0
88.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,59.4885,46.0,53.0,26.8267,27.625,14.48,10.0
80.0,10.0,10.0,cresh07,EXECUTIVE_SEMINAR_ROOM_A,84.3275,45.0,45.0,25.3361,28.375,14.53,10.0
67.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,84.43700000000003,45.0,47.0,25.4091,28.125,14.55,10.0
98.0,10.0,11.0,cresh12,CAFE,64.5801,100.0,69.0,29.5144,32.375,14.55,11.0
86.0,10.0,10.0,cresh04,IRC_LIBRARY_1,58.2099,303.0,48.0,27.5437,29.125,15.0,10.0
79.0,10.0,10.0,cresh07,EXECUTIVE_SEMINAR_ROOM_A,78.5875,44.0,44.0,24.6759,27.5,15.3,9.0
65.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,84.6344,45.0,45.0,25.2057,27.625,15.1,10.0
99.0,11.0,10.0,cresh11,IRC_LIBRARY_1,58.0967,322.0,48.0,27.6616,32.125,15.12,11.0
94.0,10.0,10.0,cresh04,IRC_LIBRARY_1,58.0967,322.0,48.0,27.6616,29.0,15.12,10.0
113.0,10.0,10.0,cresh05,IRC_LIBRARY_1,58.0967,322.0,48.0,27.6616,31.875,15.12,11.0
67.0,10.0,11.0,cresh12,CAFE,68.6883,106.0,67.0,29.4998,31.5,15.13,10.0
76.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,59.1381,45.0,50.0,26.7982,27.625,15.13,9.0
73.0,10.0,10.0,cresh07,EXECUTIVE_SEMINAR_ROOM_A,86.7146,43.0,45.0,25.5426,28.125,15.14,10.0
78.0,10.0,10.0,cresh05,IRC_LIBRARY_1,58.1965,323.0,49.0,27.7522,30.5,15.19,11.0
88.0,10.0,10.0,cresh04,IRC_LIBRARY_1,58.2245,338.0,49.0,27.7206,28.5,15.23,10.0
75.0,10.0,10.0,cresh07,EXECUTIVE_SEMINAR_ROOM_A,82.4602,45.0,44.0,24.8657,28.125,15.24,10.0
66.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,82.4602,45.0,44.0,24.8657,28.125,15.25,10.0
68.0,10.0,11.0,cresh12,OPEN_EXHIBITION_SPACE_2,74.8759,278.0,67.0,30.6257,31.5,15.32,10.0
88.0,10.0,10.0,cresh04,IRC_LIBRARY_1,58.1685,361.0,50.0,27.7522,28.5,15.33,10.0
102.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,59.4946,46.0,53.0,26.8719,27.625,15.34,10.0
100.0,10.0,10.0,cresh09,BUDS_LAB,54.8509,208.0,42.0,24.6702,28.5,15.34,11.0
77.0,10.0,11.0,cresh07,TERRACE,78.7629,99.0,68.0,30.1919,28.5,15.34,10.0
89.0,10.0,10.0,cresh11,IRC_LIBRARY_1,58.2962,358.0,47.0,27.7375,30.125,15.38,11.0
67.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,81.115,45.0,44.0,24.7937,28.0,15.4,9.0
76.0,10.0,10.0,cresh05,IRC_LIBRARY_1,58.4495,363.0,56.0,27.7659,30.5,15.4,10.0
82.0,10.0,10.0,cresh04,IRC_LIBRARY_1,58.2707,365.0,54.0,27.7659,30.625,15.42,10.0
79.0,10.0,10.0,cresh07,EXECUTIVE_SEMINAR_ROOM_A,86.7908,44.0,45.0,25.1025,28.75,15.44,10.0
77.0,10.0,11.0,cresh12,OPEN_EXHIBITION_SPACE_2,78.078,297.0,65.0,29.9423,31.875,15.48,11.0
82.0,10.0,10.0,cresh11,IRC_LIBRARY_1,58.2245,393.0,52.0,27.8112,30.25,15.49,10.0
70.0,10.0,10.0,cresh05,IRC_LIBRARY_1,58.0481,393.0,49.0,27.8722,30.125,15.51,10.0
83.0,10.0,10.0,cresh04,IRC_LIBRARY_1,58.0517,394.0,50.0,27.8722,28.75,15.53,10.0
109.0,10.0,10.0,cresh07,OPEN_EXHIBITION_SPACE_2,77.3213,302.0,64.0,29.7338,29.0,15.54,10.0
90.0,10.0,10.0,cresh09,BUDS_LAB,57.6004,157.0,42.0,23.7173,27.625,15.58,10.0
85.0,10.0,10.0,cresh04,IRC_LIBRARY_1,57.7755,411.0,53.0,27.9596,28.75,16.2,10.0
92.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,59.2938,44.0,55.0,26.9172,27.75,16.4,10.0
80.0,10.0,10.0,cresh07,IRC_LIBRARY_1,57.7196,430.0,48.0,27.9912,30.0,16.7,10.0
76.0,10.0,10.0,cresh04,IRC_LIBRARY_1,57.5797,440.0,52.0,28.0218,28.75,16.16,10.0
90.0,9.0,11.0,cresh13,NEAR_DIC_STUDIO_1,59.4009,41.0,56.0,26.8856,28.25,16.19,10.0
76.0,10.0,10.0,cresh07,IRC_LIBRARY_1,57.7232,468.0,50.0,28.0049,29.875,16.22,10.0
91.0,9.0,10.0,cresh05,EXECUTIVE_SEMINAR_ROOM_A,88.5249,13.0,51.0,25.0722,30.375,16.22,11.0
91.0,9.0,10.0,cresh11,EXECUTIVE_SEMINAR_ROOM_A,88.5249,13.0,51.0,25.0722,29.625,16.22,10.0
84.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,59.1892,41.0,48.0,26.8719,27.5,16.25,9.0
70.0,9.0,10.0,cresh05,EXECUTIVE_SEMINAR_ROOM_A,87.4366,14.0,48.0,25.4362,30.0,16.26,11.0
90.0,10.0,10.0,cresh04,EXECUTIVE_SEMINAR_ROOM_A,87.5579,14.0,48.0,25.5124,28.75,16.27,10.0
76.0,10.0,10.0,cresh07,IRC_LIBRARY_1,57.3996,1294.0,48.0,28.2271,30.0,16.33,10.0
84.0,11.0,10.0,cresh11,IRC_LIBRARY_1,56.9848,1294.0,49.0,28.3903,29.875,16.34,10.0
77.0,10.0,10.0,cresh07,IRC_LIBRARY_1,55.9373,1294.0,48.0,28.7051,30.125,16.42,10.0
68.0,11.0,10.0,cresh11,IRC_LIBRARY_1,56.3606,1294.0,50.0,28.5703,29.875,16.45,10.0
69.0,10.0,10.0,cresh05,IRC_LIBRARY_1,56.4531,1294.0,49.0,28.5114,29.875,16.45,10.0
76.0,10.0,10.0,cresh07,IRC_LIBRARY_1,56.5723,1294.0,50.0,28.4966,30.125,16.5,10.0
68.0,10.0,10.0,cresh05,IRC_LIBRARY_1,56.4495,1294.0,50.0,28.5282,30.0,16.53,10.0
77.0,11.0,10.0,cresh11,IRC_LIBRARY_1,56.6332,1294.0,50.0,28.4798,30.0,16.55,10.0
98.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,59.3827,37.0,52.0,26.9004,27.5,17.0,10.0
99.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,59.3827,37.0,52.0,26.9004,27.875,17.0,10.0
81.0,10.0,10.0,cresh07,IRC_LIBRARY_1,57.4738,424.0,51.0,28.1818,29.875,17.6,10.0
71.0,10.0,10.0,cresh07,IRC_LIBRARY_1,57.4385,337.0,50.0,28.1681,29.625,17.1,10.0
76.0,11.0,10.0,cresh11,OPEN_EXHIBITION_SPACE_2,77.9186,253.0,67.0,29.7654,29.25,17.23,10.0
86.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,59.0603,36.0,53.0,26.8572,27.5,17.42,9.0
63.0,10.0,10.0,cresh05,IRC_LIBRARY_1,57.205,133.0,48.0,28.0502,29.75,18.5,10.0
99.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,58.9423,74.0,58.0,26.8856,27.75,18.7,9.0
89.0,10.0,11.0,cresh13,NEAR_DIC_STUDIO_1,58.9033,70.0,57.0,26.813,28.125,18.22,10.0
57.0,10.0,10.0,cresh05,IRC_LIBRARY_1,57.2609,178.0,46.0,27.8385,29.75,19.1,10.0
93.0,10.0,10.0,cresh05,OPEN_EXHIBITION_SPACE_2,77.6437,97.0,67.0,28.843000000000004,30.5,19.14,10.0
102.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,59.6795,61.0,45.0,26.456,27.0,20.28,9.0
88.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,66.1676,63.0,44.0,26.8856,27.375,20.44,10.0
115.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,65.7722,62.0,45.0,27.0488,28.375,20.57,10.0
90.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,66.3963,62.0,45.0,27.3468,29.375,21.5,10.0
77.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,66.8562,63.0,44.0,27.4205,30.125,22.6,10.0
78.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,67.9389,62.0,45.0,27.6143,30.375,22.56,10.0
79.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,68.2066,63.0,45.0,27.6143,30.125,23.1,10.0
75.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,68.1835,62.0,45.0,27.5974,30.125,23.12,10.0
81.0,10.0,,cresh14,NEAR_DIC_STUDIO_1,68.4937,61.0,45.0,27.628,30.125,23.23,10.0
102.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,68.7747,63.0,45.0,27.7322,29.5,23.43,9.0
93.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,68.9025,62.0,48.0,27.7606,30.0,23.59,10.0
85.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,69.2018,62.0,47.0,27.7743,30.375,0.21,10.0
85.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,69.3125,62.0,45.0,27.8196,30.125,0.45,10.0
88.0,10.0,10.0,cresh13,NEAR_DIC_STUDIO_1,62.38399999999999,51.0,49.0,26.9899,29.875,10.57,11.0
102.0,10.0,11.0,cresh13,NEAR_DIC_STUDIO_1,68.9244,38.0,52.0,27.1952,29.875,14.45,10.0
75.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,65.7503,73.0,48.0,27.51,31.25,17.24,10.0
85.0,10.0,10.0,cresh13,NEAR_DIC_STUDIO_1,72.9659,61.0,46.0,28.3671,31.625,22.32,11.0
93.0,10.0,10.0,cresh14,EXECUTIVE_SEMINAR_ROOM_B,63.6488,1294.0,48.0,27.6338,28.125,14.9,10.0
97.0,10.0,10.0,cresh14,EXECUTIVE_SEMINAR_ROOM_B,63.4419,48.0,47.0,27.6203,28.125,14.27,10.0
69.0,9.0,11.0,cresh13,NEAR_DIC_STUDIO_1,57.6077,84.0,52.0,27.3774,28.75,14.28,10.0
103.0,10.0,11.0,cresh14,EXECUTIVE_SEMINAR_ROOM_A,71.2038,16.0,44.0,24.8939,27.625,14.44,9.0
