heartRate_cozie,light_cozie,noise_cozie,user_id,room,humidity_sensing,light_sensing,noise_sensing,temperature_sensing,temperature_mbient,time-numeric,thermal_cozie
86.0,10.0,10.0,cresh14,EXECUTIVE_SEMINAR_ROOM_A,75.2382,17.0,45.0,25.0889,26.25,15.18,9.0
66.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,52.661,59.0,45.0,24.7597,29.0,15.22,10.0
90.0,10.0,10.0,cresh04,IRC_LIBRARY_1,57.0432,360.0,46.0,28.0944,29.375,15.32,10.0
84.0,10.0,10.0,cresh14,EXECUTIVE_SEMINAR_ROOM_A,72.8535,15.0,45.0,24.8793,28.375,15.33,10.0
68.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,52.4286,59.0,45.0,24.7597,29.125,15.37,10.0
90.0,10.0,10.0,cresh04,IRC_LIBRARY_1,56.9884,387.0,46.0,28.0944,29.625,15.44,10.0
68.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,52.1756,59.0,46.0,24.9229,28.75,15.52,10.0
87.0,10.0,10.0,cresh04,IRC_LIBRARY_1,56.8558,408.0,52.0,28.1534,29.375,15.54,10.0
68.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,52.2948,59.0,45.0,24.9377,29.0,16.7,10.0
89.0,10.0,10.0,cresh14,EXECUTIVE_SEMINAR_ROOM_B,63.4514,122.0,50.0,27.8101,28.75,16.31,10.0
83.0,10.0,10.0,cresh04,IRC_LIBRARY_1,55.6368,1294.0,48.0,28.8367,29.0,16.38,10.0
81.0,10.0,10.0,cresh04,IRC_LIBRARY_1,56.1356,1256.0,54.0,28.6883,29.125,16.46,10.0
83.0,10.0,10.0,cresh14,EXECUTIVE_SEMINAR_ROOM_A,80.2646,15.0,45.0,25.5124,29.375,16.47,10.0
68.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,52.3654,58.0,45.0,24.7461,28.5,16.52,10.0
86.0,10.0,10.0,cresh14,EXECUTIVE_SEMINAR_ROOM_B,64.3006,38.0,48.0,27.7507,29.875,17.7,10.0
86.0,10.0,10.0,cresh14,EXECUTIVE_SEMINAR_ROOM_B,64.1769,51.0,49.0,27.5316,30.125,17.36,10.0
87.0,10.0,10.0,cresh14,EXECUTIVE_SEMINAR_ROOM_B,63.5513,66.0,50.0,27.5619,29.0,17.45,10.0
85.0,10.0,10.0,cresh14,EXECUTIVE_SEMINAR_ROOM_B,62.3679,19.0,48.0,27.6923,29.375,18.7,10.0
79.0,10.0,11.0,cresh13,NEAR_DIC_STUDIO_1,56.475,61.0,52.0,27.3015,28.75,19.5,11.0
85.0,10.0,10.0,cresh13,NEAR_DIC_STUDIO_1,65.9376,60.0,53.0,28.2355,30.375,22.14,11.0
66.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,53.8362,63.0,45.0,24.2396,27.25,10.29,10.0
61.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,53.7073,60.0,45.0,24.3586,28.125,10.46,10.0
58.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,52.9907,61.0,46.0,24.3301,28.25,11.1,10.0
58.0,10.0,10.0,cresh06,BUDS_LAB,54.9287,193.0,42.0,23.273000000000003,28.125,11.16,10.0
60.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,52.2839,70.0,44.0,24.566,28.125,11.31,9.0
59.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,52.3155,69.0,44.0,24.9967,27.5,11.46,9.0
60.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,51.9529,70.0,45.0,25.0272,27.625,12.1,9.0
64.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,52.2376,66.0,46.0,25.1599,27.875,12.16,9.0
62.0,10.0,10.0,cresh06,BUDS_LAB,57.121,224.0,42.0,22.8423,27.75,12.31,9.0
83.0,10.0,10.0,cresh13,NEAR_DIC_STUDIO_1,56.7317,95.0,48.0,27.1668,29.125,12.37,10.0
59.0,10.0,10.0,cresh06,BUDS_LAB,56.2098,224.0,42.0,23.5847,27.5,12.46,9.0
63.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,52.7218,65.0,44.0,24.3891,27.25,13.1,9.0
90.0,9.0,10.0,cresh12,OPEN_EXHIBITION_SPACE_2,64.2004,225.0,66.0,30.7573,31.75,13.9,11.0
85.0,10.0,10.0,cresh13,IRC_LIBRARY_1,56.9288,232.0,50.0,27.9596,29.375,13.1,11.0
88.0,9.0,10.0,cresh12,OPEN_EXHIBITION_SPACE_2,64.3342,202.0,66.0,30.6983,31.5,13.13,11.0
66.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,52.7389,62.0,45.0,24.2849,27.5,13.31,9.0
64.0,9.0,11.0,cresh12,OPEN_EXHIBITION_SPACE_2,74.7591,213.0,69.0,29.8518,31.875,13.33,11.0
72.0,10.0,10.0,cresh08,OPEN_EXHIBITION_SPACE_2,73.4854,202.0,69.0,29.8518,30.125,13.38,10.0
78.0,10.0,10.0,cresh08,OPEN_EXHIBITION_SPACE_2,75.51100000000002,202.0,69.0,29.7791,30.25,13.4,11.0
68.0,10.0,11.0,cresh12,OPEN_EXHIBITION_SPACE_2,74.8674,197.0,66.0,29.8665,31.75,13.5,11.0
91.0,10.0,10.0,cresh08,CAFE,66.5783,90.0,66.0,28.971,31.25,13.51,10.0
86.0,10.0,11.0,cresh08,CAFE,67.2753,88.0,68.0,28.9845,30.375,14.1,10.0
60.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,52.2899,63.0,45.0,24.4344,28.125,14.1,9.0
59.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,52.4822,66.0,45.0,24.4028,28.25,14.16,9.0
83.0,10.0,10.0,cresh08,OPEN_EXHIBITION_SPACE_2,71.0571,234.0,70.0,30.0466,30.0,14.17,10.0
94.0,10.0,10.0,cresh12,EXECUTIVE_SEMINAR_ROOM_A,77.0794,25.0,46.0,25.3225,28.5,14.2,10.0
85.0,10.0,11.0,cresh08,OPEN_EXHIBITION_SPACE_2,69.6203,238.0,70.0,30.5383,29.625,14.26,10.0
77.0,10.0,10.0,cresh12,EXECUTIVE_SEMINAR_ROOM_A,77.7336,26.0,45.0,25.3945,27.875,14.36,10.0
82.0,10.0,10.0,cresh08,OPEN_EXHIBITION_SPACE_2,69.9925,246.0,70.0,30.4762,29.0,14.39,10.0
76.0,10.0,11.0,cresh08,OPEN_EXHIBITION_SPACE_2,69.9366,248.0,69.0,30.7741,28.875,14.48,11.0
69.0,10.0,10.0,cresh12,EXECUTIVE_SEMINAR_ROOM_A,76.3348,25.0,45.0,25.4091,27.25,14.5,10.0
79.0,10.0,11.0,cresh08,OPEN_EXHIBITION_SPACE_2,70.8794,240.0,70.0,30.6699,30.125,14.58,10.0
85.0,10.0,10.0,cresh13,NEAR_DIC_STUDIO_1,56.9373,89.0,56.0,27.1952,29.875,15.0,11.0
93.0,10.0,11.0,cresh08,OPEN_EXHIBITION_SPACE_2,72.1082,251.0,70.0,30.4762,30.75,15.7,10.0
63.0,10.0,10.0,cresh12,EXECUTIVE_SEMINAR_ROOM_A,78.81,26.0,47.0,25.2339,27.0,15.7,10.0
66.0,10.0,10.0,cresh12,EXECUTIVE_SEMINAR_ROOM_A,82.7373,26.0,47.0,25.6897,27.0,15.13,10.0
93.0,10.0,10.0,cresh08,EXECUTIVE_SEMINAR_ROOM_A,83.9731,26.0,48.0,25.9244,29.25,15.16,10.0
69.0,10.0,10.0,cresh12,EXECUTIVE_SEMINAR_ROOM_A,77.0247,26.0,45.0,25.381,26.75,15.23,10.0
72.0,10.0,10.0,cresh08,EXECUTIVE_SEMINAR_ROOM_A,81.4147,25.0,48.0,25.7909,25.875,15.37,10.0
83.0,10.0,10.0,cresh12,EXECUTIVE_SEMINAR_ROOM_A,77.4279,26.0,50.0,25.2777,29.125,15.43,10.0
61.0,10.0,10.0,cresh08,EXECUTIVE_SEMINAR_ROOM_A,83.2916,25.0,53.0,25.8347,25.625,15.51,10.0
68.0,10.0,10.0,cresh12,EXECUTIVE_SEMINAR_ROOM_A,78.2985,25.0,55.0,25.3225,26.875,16.0,10.0
63.0,10.0,10.0,cresh08,EXECUTIVE_SEMINAR_ROOM_A,80.0422,26.0,47.0,25.3945,25.25,16.1,10.0
66.0,10.0,10.0,cresh08,EXECUTIVE_SEMINAR_ROOM_A,81.0115,25.0,47.0,25.7627,25.5,16.1,10.0
59.0,10.0,10.0,cresh12,EXECUTIVE_SEMINAR_ROOM_A,77.3851,25.0,46.0,25.2641,26.5,16.15,10.0
60.0,10.0,10.0,cresh12,EXECUTIVE_SEMINAR_ROOM_A,78.0047,25.0,47.0,25.3643,26.5,16.31,10.0
67.0,10.0,10.0,cresh12,EXECUTIVE_SEMINAR_ROOM_A,77.9084,25.0,45.0,25.3507,26.375,16.5,10.0
55.0,10.0,10.0,cresh08,EXECUTIVE_SEMINAR_ROOM_A,78.5816,25.0,46.0,25.4811,24.875,16.52,10.0
57.0,10.0,10.0,cresh08,EXECUTIVE_SEMINAR_ROOM_A,82.4852,25.0,47.0,25.7627,25.125,16.56,10.0
64.0,10.0,10.0,cresh12,EXECUTIVE_SEMINAR_ROOM_A,78.2926,25.0,49.0,25.4811,26.875,17.2,9.0
62.0,10.0,10.0,cresh08,EXECUTIVE_SEMINAR_ROOM_A,76.5251,24.0,50.0,25.3945,25.125,17.3,10.0
61.0,10.0,10.0,cresh08,EXECUTIVE_SEMINAR_ROOM_A,83.0156,24.0,46.0,25.7178,25.25,17.12,10.0
92.0,10.0,10.0,cresh12,EXECUTIVE_SEMINAR_ROOM_A,83.2369,25.0,48.0,25.7763,27.875,17.13,10.0
54.0,10.0,10.0,cresh12,EXECUTIVE_SEMINAR_ROOM_A,78.6054,24.0,49.0,25.3643,27.0,17.18,10.0
77.0,10.0,10.0,cresh08,EXECUTIVE_SEMINAR_ROOM_A,78.2605,24.0,45.0,25.189,24.875,17.21,10.0
62.0,10.0,10.0,cresh12,EXECUTIVE_SEMINAR_ROOM_A,79.5509,24.0,46.0,25.4957,26.5,17.32,9.0
59.0,10.0,10.0,cresh08,EXECUTIVE_SEMINAR_ROOM_A,78.7196,24.0,45.0,25.3059,24.875,17.41,10.0
64.0,10.0,10.0,cresh12,EXECUTIVE_SEMINAR_ROOM_A,81.7037,24.0,45.0,25.7178,26.5,17.47,9.0
58.0,10.0,10.0,cresh08,EXECUTIVE_SEMINAR_ROOM_A,83.0085,25.0,45.0,25.8075,25.25,17.5,10.0
53.0,11.0,10.0,cresh08,EXECUTIVE_SEMINAR_ROOM_A,80.1456,22.0,50.0,25.2641,25.125,17.59,10.0
59.0,10.0,10.0,cresh08,EXECUTIVE_SEMINAR_ROOM_A,81.4742,24.0,47.0,25.6594,25.25,18.8,10.0
94.0,10.0,10.0,cresh13,NEAR_DIC_STUDIO_1,58.0846,60.0,54.0,27.1531,29.25,19.6,11.0
69.0,10.0,10.0,cresh11,IRC_LIBRARY_1,59.5737,104.0,50.0,27.1278,30.875,11.5,10.0
110.0,10.0,10.0,cresh04,IRC_LIBRARY_1,59.5737,104.0,50.0,27.1278,30.125,11.5,10.0
84.0,10.0,10.0,cresh11,IRC_LIBRARY_1,59.7184,152.0,48.0,27.111,29.75,11.15,10.0
84.0,10.0,10.0,cresh11,IRC_LIBRARY_1,59.5299,135.0,49.0,27.1731,29.125,11.27,10.0
78.0,10.0,10.0,cresh11,IRC_LIBRARY_1,59.3729,123.0,53.0,27.2342,29.25,11.36,9.0
75.0,10.0,10.0,cresh11,IRC_LIBRARY_1,59.4046,139.0,49.0,27.2173,28.875,11.46,10.0
78.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,66.0692,38.0,56.0,26.3645,28.125,11.5,10.0
73.0,10.0,10.0,cresh11,IRC_LIBRARY_1,59.2318,142.0,49.0,27.2626,28.75,11.56,10.0
95.0,10.0,10.0,cresh09,OPEN_EXHIBITION_SPACE_2,78.179,138.0,66.0,29.4948,31.25,11.58,11.0
101.0,10.0,11.0,cresh06,OPEN_EXHIBITION_SPACE_2,77.7726,142.0,65.0,29.4643,30.5,11.58,11.0
90.0,10.0,11.0,cresh06,OPEN_EXHIBITION_SPACE_2,77.7726,142.0,65.0,29.4643,30.5,11.59,11.0
78.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,65.8861,39.0,58.0,26.3916,27.875,12.17,9.0
94.0,11.0,10.0,cresh09,OPEN_EXHIBITION_SPACE_2,82.1341,145.0,67.0,29.4811,32.125,12.19,11.0
78.0,10.0,10.0,cresh04,IRC_LIBRARY_1,59.5688,188.0,50.0,27.2626,28.75,12.28,10.0
79.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,65.9895,39.0,54.0,26.3197,27.625,12.31,10.0
110.0,10.0,10.0,cresh04,OPEN_EXHIBITION_SPACE_2,82.1682,152.0,64.0,29.4948,29.375,12.36,10.0
107.0,9.0,10.0,cresh09,OPEN_EXHIBITION_SPACE_2,81.555,147.0,64.0,29.4506,31.75,12.37,10.0
116.0,10.0,11.0,cresh06,OPEN_EXHIBITION_SPACE_2,82.2047,134.0,63.0,29.3464,30.125,12.43,11.0
69.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,52.9116,63.0,44.0,24.2712,27.375,12.59,11.0
80.0,10.0,10.0,cresh04,IRC_LIBRARY_1,59.5128,100.0,49.0,27.3668,28.25,13.1,10.0
80.0,10.0,10.0,cresh11,IRC_LIBRARY_1,59.5104,96.0,49.0,27.3668,29.0,13.8,10.0
80.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,65.1784,37.0,60.0,26.4229,27.0,13.9,10.0
79.0,10.0,10.0,cresh04,IRC_LIBRARY_1,59.2768,88.0,49.0,27.4395,28.125,13.11,10.0
95.0,9.0,10.0,cresh09,OPEN_EXHIBITION_SPACE_2,80.4394,88.0,65.0,29.259,31.75,13.12,11.0
67.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,53.2255,68.0,44.0,24.3891,27.0,13.14,11.0
80.0,10.0,10.0,cresh11,IRC_LIBRARY_1,59.435,114.0,49.0,27.4258,29.0,13.16,10.0
82.0,10.0,10.0,cresh04,IRC_LIBRARY_1,59.2099,159.0,49.0,27.4848,28.125,13.31,10.0
70.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,52.7827,66.0,44.0,24.4028,25.5,13.33,10.0
96.0,9.0,10.0,cresh09,CAFE,72.8559,83.0,68.0,28.7645,31.75,13.34,11.0
82.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_B,63.2599,52.0,63.0,27.1635,28.125,13.37,10.0
72.0,11.0,10.0,cresh11,IRC_LIBRARY_1,59.3328,236.0,50.0,27.4711,29.375,13.4,10.0
76.0,10.0,10.0,cresh04,IRC_LIBRARY_1,59.3656,279.0,51.0,27.4711,28.125,13.41,10.0
68.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,52.7997,66.0,44.0,24.3891,25.5,13.45,10.0
98.0,10.0,10.0,cresh04,IRC_LIBRARY_1,59.362,305.0,54.0,27.4711,28.75,13.51,10.0
96.0,11.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_B,70.7863,1231.0,53.0,27.1916,28.75,13.51,11.0
88.0,9.0,10.0,cresh09,CAFE,70.2095,89.0,67.0,28.7509,31.75,13.54,11.0
68.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,51.9383,65.0,44.0,24.6871,25.375,14.0,10.0
74.0,11.0,10.0,cresh11,EXECUTIVE_SEMINAR_ROOM_A,73.8954,44.0,47.0,25.9515,29.0,14.0,10.0
66.0,10.0,10.0,cresh12,IRC_LIBRARY_1,59.334,117.0,49.0,27.4258,30.875,14.3,11.0
73.0,11.0,10.0,cresh11,EXECUTIVE_SEMINAR_ROOM_A,76.0185,43.0,51.0,26.1413,28.875,14.1,10.0
93.0,10.0,10.0,cresh09,CAFE,69.2021,93.0,68.0,28.4693,31.0,14.14,10.0
82.0,10.0,10.0,cresh04,IRC_LIBRARY_1,59.407,232.0,51.0,27.4258,28.375,14.16,10.0
71.0,10.0,10.0,cresh12,IRC_LIBRARY_1,59.2829,236.0,53.0,27.4711,30.75,14.17,11.0
77.0,10.0,10.0,cresh04,IRC_LIBRARY_1,59.1223,346.0,49.0,27.5153,28.25,14.25,10.0
65.0,11.0,10.0,cresh11,EXECUTIVE_SEMINAR_ROOM_B,66.5926,1234.0,61.0,27.3251,29.375,14.26,10.0
66.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,51.6634,69.0,44.0,24.7913,27.25,14.3,10.0
61.0,10.0,10.0,cresh12,IRC_LIBRARY_1,59.0481,307.0,50.0,27.5437,31.125,14.32,11.0
86.0,10.0,10.0,cresh09,CAFE,68.9297,107.0,69.0,28.6727,31.5,14.35,11.0
73.0,11.0,10.0,cresh11,EXECUTIVE_SEMINAR_ROOM_A,81.115,45.0,46.0,26.1131,29.5,14.36,11.0
60.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,51.7644,69.0,44.0,24.6566,28.375,14.45,9.0
79.0,10.0,10.0,cresh04,IRC_LIBRARY_1,58.8839,328.0,51.0,27.7522,28.625,14.46,10.0
61.0,10.0,10.0,cresh12,IRC_LIBRARY_1,58.8036,287.0,51.0,27.7964,30.875,14.5,11.0
86.0,10.0,10.0,cresh09,CAFE,70.3344,94.0,68.0,29.4111,31.625,14.55,11.0
70.0,11.0,10.0,cresh11,EXECUTIVE_SEMINAR_ROOM_A,82.5886,44.0,50.0,26.3197,30.25,14.55,11.0
58.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,51.56,64.0,45.0,24.7597,28.5,15.0,9.0
76.0,11.0,10.0,cresh11,EXECUTIVE_SEMINAR_ROOM_A,78.3711,44.0,50.0,25.8211,29.125,15.7,11.0
86.0,10.0,10.0,cresh04,IRC_LIBRARY_1,58.6661,114.0,51.0,27.7522,28.375,15.8,10.0
86.0,10.0,10.0,cresh04,IRC_LIBRARY_1,58.5821,113.0,52.0,27.7964,28.375,15.11,10.0
69.0,10.0,11.0,cresh12,OUTSIDE_RESTROOM,78.3736,46.0,69.0,29.9055,31.625,15.13,10.0
62.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,51.8313,64.0,44.0,24.6397,28.5,15.15,9.0
89.0,10.0,10.0,cresh09,CAFE,67.6166,82.0,64.0,29.1024,31.125,15.15,10.0
70.0,11.0,10.0,cresh11,EXECUTIVE_SEMINAR_ROOM_A,79.2643,44.0,54.0,26.1413,28.625,15.16,11.0
71.0,10.0,10.0,cresh11,EXECUTIVE_SEMINAR_ROOM_A,81.2672,44.0,55.0,26.2195,28.5,15.28,11.0
58.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,52.4615,65.0,45.0,24.3754,28.0,15.3,10.0
110.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,80.4561,44.0,51.0,26.2613,29.375,15.3,10.0
65.0,10.0,10.0,cresh12,IRC_LIBRARY_1,58.7111,307.0,49.0,27.8722,30.75,15.31,11.0
96.0,10.0,10.0,cresh09,CAFE,70.219,94.0,66.0,28.7791,31.25,15.35,10.0
65.0,11.0,10.0,cresh11,EXECUTIVE_SEMINAR_ROOM_A,75.0646,45.0,48.0,25.601,28.75,15.4,10.0
69.0,10.0,10.0,cresh12,IRC_LIBRARY_1,58.3863,369.0,49.0,28.0049,30.75,15.46,11.0
78.0,11.0,10.0,cresh11,EXECUTIVE_SEMINAR_ROOM_A,79.0122,45.0,49.0,26.1131,29.75,15.5,10.0
87.0,10.0,10.0,cresh09,CAFE,70.7055,99.0,65.0,28.7175,31.625,15.55,10.0
67.0,10.0,10.0,cresh12,IRC_LIBRARY_1,58.1904,373.0,50.0,28.0502,31.25,16.3,11.0
82.0,10.0,10.0,cresh09,CAFE,70.2262,84.0,67.0,28.971,31.375,16.15,11.0
63.0,11.0,10.0,cresh11,EXECUTIVE_SEMINAR_ROOM_A,76.2968,44.0,47.0,25.4811,29.125,16.16,10.0
57.0,10.0,11.0,cresh12,IRC_LIBRARY_1,58.076,177.0,52.0,28.0944,31.0,16.21,11.0
105.0,10.0,10.0,cresh11,CAFE,70.1774,71.0,62.0,28.7645,29.875,16.26,10.0
86.0,10.0,10.0,cresh09,CAFE,68.5872,70.0,65.0,28.5726,31.75,16.35,11.0
82.0,11.0,10.0,cresh11,OPEN_EXHIBITION_SPACE_2,75.4964,113.0,67.0,29.4222,31.375,16.36,11.0
74.0,11.0,10.0,cresh11,OPEN_EXHIBITION_SPACE_2,80.1243,103.0,68.0,29.3042,31.625,16.46,11.0
57.0,10.0,10.0,cresh12,IRC_LIBRARY_1,58.1515,181.0,54.0,28.0049,30.625,16.5,11.0
82.0,10.0,10.0,cresh11,OPEN_EXHIBITION_SPACE_2,82.3166,119.0,66.0,29.2726,31.875,16.55,10.0
87.0,10.0,10.0,cresh09,CAFE,74.0703,71.0,63.0,28.7175,31.5,16.55,11.0
69.0,10.0,10.0,cresh12,IRC_LIBRARY_1,57.952,331.0,54.0,28.0502,30.625,17.5,11.0
83.0,9.0,11.0,cresh12,OPEN_EXHIBITION_SPACE_2,79.6486,101.0,66.0,29.3906,30.375,17.13,11.0
83.0,10.0,10.0,cresh09,OPEN_EXHIBITION_SPACE_2,79.1194,101.0,67.0,29.4053,31.5,17.15,11.0
86.0,10.0,11.0,cresh09,OPEN_EXHIBITION_SPACE_2,78.9381,99.0,68.0,29.3316,31.5,17.16,11.0
72.0,9.0,11.0,cresh12,OPEN_EXHIBITION_SPACE_2,80.1498,69.0,64.0,29.1547,31.25,17.37,11.0
72.0,9.0,10.0,cresh13,NEAR_DIC_STUDIO_1,57.222,63.0,54.0,27.2152,29.25,18.34,10.0
91.0,10.0,10.0,cresh08,IRC_LIBRARY_1,58.441,180.0,51.0,27.6164,27.5,18.48,10.0
59.0,10.0,10.0,cresh08,IRC_LIBRARY_1,58.2184,176.0,50.0,27.6764,27.75,18.57,10.0
51.0,10.0,10.0,cresh08,IRC_LIBRARY_1,58.03100000000001,176.0,50.0,27.7375,28.125,19.6,10.0
59.0,11.0,11.0,cresh08,IRC_LIBRARY_1,58.5274,178.0,49.0,27.589,27.875,19.34,10.0
58.0,11.0,10.0,cresh08,IRC_LIBRARY_1,61.5263,178.0,49.0,27.7206,27.625,19.43,10.0
92.0,10.0,10.0,cresh13,EXECUTIVE_SEMINAR_ROOM_B,84.814,606.0,52.0,25.9995,29.125,20.4,11.0
89.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,53.0953,67.0,45.0,24.1669,27.75,9.48,10.0
89.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,53.0953,67.0,45.0,24.1669,27.75,9.48,10.0
94.0,,10.0,cresh11,GIS_LAB,61.7922,338.0,45.0,25.5478,29.125,10.15,11.0
67.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,53.2924,67.0,44.0,24.1217,27.75,10.16,10.0
64.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,52.2948,65.0,45.0,24.3438,27.875,10.3,10.0
87.0,10.0,10.0,cresh04,GIS_LAB,61.4366,337.0,46.0,25.6511,29.75,10.32,10.0
85.0,10.0,10.0,cresh11,IRC_LIBRARY_1,60.6102,166.0,49.0,26.9646,30.0,10.35,11.0
62.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,52.3873,66.0,44.0,24.2564,28.125,10.48,10.0
74.0,10.0,10.0,cresh13,NEAR_DIC_STUDIO_1,57.3132,84.0,46.0,27.1362,29.125,10.52,11.0
92.0,10.0,10.0,cresh04,CAFE,72.712,79.0,67.0,27.9541,29.0,11.5,10.0
55.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,51.4797,64.0,44.0,24.7461,27.875,11.15,9.0
60.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,51.5649,65.0,44.0,24.7745,27.5,11.38,9.0
79.0,10.0,10.0,cresh09,IRC_LIBRARY_1,59.9569,207.0,48.0,27.2173,29.125,11.45,10.0
62.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,52.1841,71.0,50.0,24.566,27.625,12.1,9.0
96.0,10.0,10.0,cresh09,IRC_LIBRARY_1,59.7914,258.0,51.0,27.2489,29.375,12.4,10.0
98.0,9.0,10.0,cresh09,OPEN_EXHIBITION_SPACE_2,78.8822,236.0,67.0,29.7201,31.25,12.45,11.0
72.0,10.0,11.0,cresh13,NEAR_DIC_STUDIO_1,58.0979,92.0,54.0,27.2289,29.25,12.46,10.0
93.0,9.0,10.0,cresh09,OPEN_EXHIBITION_SPACE_2,79.4369,191.0,68.0,29.3179,31.875,13.7,11.0
94.0,9.0,10.0,cresh09,OPEN_EXHIBITION_SPACE_2,80.3141,170.0,67.0,29.5096,31.875,13.22,11.0
98.0,9.0,11.0,cresh13,OPEN_EXHIBITION_SPACE_2,78.6303,255.0,70.0,29.6159,29.75,13.37,11.0
96.0,10.0,10.0,cresh09,IRC_LIBRARY_1,59.3936,322.0,52.0,27.5574,29.625,13.44,10.0
93.0,10.0,10.0,cresh09,IRC_LIBRARY_1,59.0153,255.0,53.0,27.5437,29.375,14.3,10.0
92.0,10.0,10.0,cresh09,IRC_LIBRARY_1,58.6977,91.0,53.0,27.5743,30.125,14.24,11.0
76.0,9.0,11.0,cresh13,NEAR_DIC_STUDIO_1,59.6357,75.0,54.0,27.4963,29.625,14.3,11.0
92.0,10.0,10.0,cresh09,IRC_LIBRARY_1,58.2488,106.0,48.0,27.5153,29.625,14.44,10.0
79.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,53.4141,65.0,44.0,24.3586,28.75,14.52,10.0
97.0,10.0,10.0,cresh09,IRC_LIBRARY_1,58.9094,93.0,49.0,27.5437,29.75,15.5,10.0
74.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,53.3897,64.0,44.0,24.4175,29.375,15.7,11.0
74.0,9.0,11.0,cresh13,NEAR_DIC_STUDIO_1,58.3413,72.0,54.0,27.4058,30.125,15.2,11.0
98.0,10.0,10.0,cresh09,IRC_LIBRARY_1,58.6369,223.0,52.0,27.5574,29.375,15.23,10.0
73.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,53.0394,64.0,44.0,24.4765,29.875,15.33,10.0
90.0,10.0,10.0,cresh09,IRC_LIBRARY_1,58.677,211.0,50.0,27.5574,29.375,15.44,10.0
77.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,53.0138,63.0,52.0,24.4933,29.375,15.46,10.0
67.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,52.3897,65.0,49.0,24.5355,28.875,16.0,10.0
85.0,10.0,10.0,cresh09,IRC_LIBRARY_1,59.0335,197.0,51.0,27.4848,29.25,16.4,10.0
70.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,52.178,62.0,46.0,24.9514,29.5,16.2,10.0
88.0,10.0,10.0,cresh09,IRC_LIBRARY_1,59.2549,196.0,52.0,27.4984,29.375,16.27,11.0
71.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,51.7644,62.0,46.0,24.8787,29.75,16.29,10.0
83.0,10.0,10.0,cresh09,IRC_LIBRARY_1,59.2488,205.0,55.0,27.5437,29.125,16.44,10.0
69.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,51.2291,64.0,46.0,24.864,29.625,16.45,10.0
75.0,10.0,10.0,cresh09,IRC_LIBRARY_1,59.4946,204.0,50.0,27.53,29.5,17.6,11.0
67.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,51.7863,62.0,46.0,25.0409,29.75,17.7,10.0
