heartRate_cozie,light_cozie,noise_cozie,thermal_cozie,user_id,room,humidity_sensing,light_sensing,noise_sensing,temperature_sensing,temperature_mbient,time-numeric
60.0,10.0,10.0,9.0,cresh06,BUILDING_MATERIALS_LAB,52.5771,70.0,44.0,24.2986,27.875,12.45
55.0,10.0,10.0,10.0,cresh01,IRC_LIBRARY_1,61.3499,334.0,52.0,27.1868,28.375,12.45
65.0,10.0,10.0,10.0,cresh01,IRC_LIBRARY_1,61.4557,283.0,49.0,27.2173,28.375,12.58
63.0,10.0,10.0,9.0,cresh06,BUILDING_MATERIALS_LAB,52.5734,67.0,45.0,24.4765,28.125,13.0
83.0,9.0,10.0,10.0,cresh07,OPEN_EXHIBITION_SPACE_2,85.6987,145.0,66.0,27.9996,30.875,13.1
76.0,10.0,11.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,62.1573,1294.0,55.0,27.6203,29.0,13.7
61.0,10.0,10.0,9.0,cresh06,BUILDING_MATERIALS_LAB,53.1282,70.0,44.0,24.4618,28.0,13.15
87.0,9.0,10.0,10.0,cresh01,CAFE,73.2948,99.0,64.0,28.2054,28.375,13.15
77.0,11.0,10.0,10.0,cresh03,IRC_LIBRARY_1,61.7404,393.0,53.0,27.2342,28.75,13.17
77.0,10.0,10.0,10.0,cresh01,CAFE,71.7831,98.0,68.0,28.1606,28.5,13.20
101.0,10.0,11.0,10.0,cresh15,IRC_LIBRARY_1,61.8742,362.0,50.0,27.2342,28.5,13.24
70.0,11.0,10.0,9.0,cresh03,IRC_LIBRARY_1,61.8633,336.0,47.0,27.2489,28.5,13.28
61.0,9.0,10.0,10.0,cresh01,CAFE,72.0376,90.0,70.0,28.0573,28.625,13.31
91.0,10.0,10.0,10.0,cresh07,ENERGY_LAB_1,68.282,53.0,47.0,25.9864,30.75,13.34
72.0,10.0,10.0,11.0,cresh05,IRC_LIBRARY_1,61.8049,326.0,48.0,27.3215,31.25,13.37
84.0,10.0,11.0,10.0,cresh15,IRC_LIBRARY_1,61.8669,313.0,50.0,27.3668,28.25,13.42
56.0,10.0,11.0,10.0,cresh01,IRC_LIBRARY_1,61.7939,296.0,53.0,27.4121,28.25,13.47
73.0,10.0,11.0,10.0,cresh15,IRC_LIBRARY_1,61.7112,400.0,51.0,27.4121,28.5,13.59
105.0,10.0,11.0,10.0,cresh14,NEAR_DIC_STUDIO_1,59.8474,86.0,46.0,26.5287,29.125,14.2
63.0,10.0,10.0,10.0,cresh01,IRC_LIBRARY_1,61.8183,387.0,49.0,27.3805,28.125,14.3
90.0,10.0,10.0,10.0,cresh03,BUDS_LAB,52.0308,238.0,43.0,25.0525,27.625,14.11
66.0,10.0,10.0,11.0,cresh05,IRC_LIBRARY_1,61.5007,451.0,51.0,27.4563,30.75,14.16
67.0,10.0,11.0,10.0,cresh01,IRC_LIBRARY_1,61.5214,457.0,51.0,27.4258,28.125,14.18
102.0,11.0,10.0,10.0,cresh03,IRC_LIBRARY_1,61.5007,499.0,52.0,27.3942,28.5,14.24
60.0,10.0,10.0,10.0,cresh01,IRC_LIBRARY_1,61.345,502.0,54.0,27.4984,28.25,14.34
109.0,10.0,10.0,11.0,cresh14,NEAR_DIC_STUDIO_1,59.6661,94.0,48.0,26.6361,28.375,14.34
76.0,10.0,11.0,10.0,cresh15,IRC_LIBRARY_1,61.1504,496.0,54.0,27.5437,28.75,14.35
91.0,11.0,10.0,10.0,cresh03,IRC_LIBRARY_1,61.2647,500.0,51.0,27.5437,28.75,14.38
55.0,10.0,11.0,10.0,cresh01,IRC_LIBRARY_1,61.0652,553.0,48.0,27.5743,28.25,14.49
71.0,10.0,11.0,11.0,cresh15,IRC_LIBRARY_1,61.0141,543.0,46.0,27.5437,29.0,14.51
72.0,11.0,10.0,10.0,cresh03,IRC_LIBRARY_1,61.0141,543.0,46.0,27.5437,29.0,14.51
60.0,10.0,10.0,10.0,cresh01,IRC_LIBRARY_1,60.7769,492.0,47.0,27.6332,28.375,15.4
68.0,10.0,11.0,10.0,cresh15,IRC_LIBRARY_1,60.643,456.0,48.0,27.7206,29.25,15.11
79.0,11.0,10.0,10.0,cresh03,IRC_LIBRARY_1,60.7586,432.0,48.0,27.648000000000003,28.75,15.13
79.0,11.0,,10.0,cresh03,IRC_LIBRARY_1,60.6382,374.0,47.0,27.648000000000003,29.0,15.17
65.0,10.0,10.0,10.0,cresh01,IRC_LIBRARY_1,60.7027,384.0,48.0,27.6764,28.375,15.20
70.0,11.0,10.0,9.0,cresh03,IRC_LIBRARY_1,60.5299,413.0,47.0,27.7206,29.0,15.28
57.0,10.0,10.0,10.0,cresh01,IRC_LIBRARY_1,60.5323,530.0,51.0,27.7069,28.75,15.35
77.0,10.0,,9.0,cresh03,IRC_LIBRARY_1,60.4593,567.0,50.0,27.7375,28.5,15.41
63.0,10.0,10.0,10.0,cresh01,IRC_LIBRARY_1,60.379,531.0,50.0,27.7522,28.75,15.50
62.0,10.0,10.0,9.0,cresh01,IRC_LIBRARY_1,59.9253,561.0,46.0,27.8554,28.75,16.5
85.0,11.0,10.0,9.0,cresh01,IRC_LIBRARY_1,59.3997,542.0,45.0,27.9765,29.0,16.20
64.0,10.0,10.0,11.0,cresh12,IRC_LIBRARY_1,59.6187,618.0,46.0,27.886999999999997,29.5,16.35
66.0,10.0,10.0,10.0,cresh01,IRC_LIBRARY_1,59.5943,867.0,48.0,27.9007,28.75,16.35
65.0,10.0,10.0,11.0,cresh15,IRC_LIBRARY_1,59.4666,1016.0,47.0,27.9323,29.0,16.48
63.0,11.0,10.0,9.0,cresh01,IRC_LIBRARY_1,59.463,894.0,46.0,27.9007,28.625,16.51
63.0,10.0,10.0,10.0,cresh15,IRC_LIBRARY_1,59.244,669.0,49.0,27.9765,29.25,17.4
95.0,9.0,10.0,11.0,cresh13,BUILDING_MATERIALS_LAB,52.3897,63.0,44.0,24.566,28.375,17.4
53.0,10.0,10.0,9.0,cresh01,IRC_LIBRARY_1,59.0615,635.0,46.0,28.0218,28.5,17.6
63.0,10.0,10.0,11.0,cresh15,IRC_LIBRARY_1,59.1223,601.0,48.0,27.9765,30.0,17.19
64.0,10.0,10.0,10.0,cresh15,IRC_LIBRARY_1,58.3023,553.0,49.0,28.3166,29.375,17.35
63.0,10.0,10.0,10.0,cresh12,IRC_LIBRARY_1,58.1576,509.0,52.0,28.345,30.125,17.43
91.0,10.0,10.0,10.0,cresh04,BUDS_LAB,57.0711,159.0,43.0,22.7076,28.5,17.48
66.0,10.0,10.0,10.0,cresh15,IRC_LIBRARY_1,58.3194,456.0,49.0,28.2408,29.125,17.52
73.0,10.0,10.0,10.0,cresh12,IRC_LIBRARY_1,58.0481,430.0,48.0,28.3903,29.75,17.56
92.0,10.0,10.0,10.0,cresh04,IRC_LIBRARY_1,57.879,419.0,51.0,28.4492,29.125,17.59
91.0,10.0,10.0,10.0,cresh14,OPEN_EXHIBITION_SPACE_2,75.7835,147.0,66.0,29.2137,29.375,18.9
61.0,10.0,10.0,10.0,cresh12,IRC_LIBRARY_1,57.9848,226.0,51.0,28.3755,29.5,18.15
79.0,10.0,10.0,10.0,cresh04,IRC_LIBRARY_1,58.0627,210.0,49.0,28.3166,28.5,18.22
84.0,10.0,11.0,10.0,cresh14,EXECUTIVE_SEMINAR_ROOM_A,81.9904,41.0,51.0,25.6146,29.25,18.28
65.0,10.0,10.0,10.0,cresh15,IRC_LIBRARY_1,58.2379,183.0,49.0,28.0944,28.875,18.43
80.0,10.0,10.0,10.0,cresh14,EXECUTIVE_SEMINAR_ROOM_A,82.2366,41.0,48.0,25.6459,29.125,18.46
85.0,10.0,10.0,10.0,cresh15,IRC_LIBRARY_1,58.531000000000006,176.0,49.0,27.9459,28.375,18.59
75.0,10.0,10.0,11.0,cresh12,OPEN_EXHIBITION_SPACE_2,76.8979,99.0,72.0,28.0418,30.375,19.40
84.0,9.0,10.0,10.0,cresh13,NEAR_DIC_STUDIO_1,60.025,60.0,54.0,26.6498,27.625,20.6
67.0,10.0,10.0,10.0,cresh05,IRC_LIBRARY_1,62.4752,159.0,46.0,26.8014,30.0,9.58
103.0,10.0,10.0,10.0,cresh04,IRC_LIBRARY_1,62.2453,169.0,50.0,26.8604,28.75,10.8
96.0,10.0,10.0,10.0,cresh05,IRC_LIBRARY_1,62.474,191.0,50.0,26.8298,30.375,10.40
90.0,10.0,10.0,10.0,cresh04,IRC_LIBRARY_1,62.3475,134.0,48.0,26.9193,28.75,11.2
122.0,10.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,60.9107,47.0,47.0,26.4413,28.5,11.22
79.0,10.0,10.0,10.0,cresh04,IRC_LIBRARY_1,62.2526,142.0,47.0,26.9646,28.125,11.34
90.0,10.0,10.0,10.0,cresh05,IRC_LIBRARY_1,62.1419,156.0,50.0,26.993000000000002,30.25,11.38
90.0,10.0,10.0,10.0,cresh05,IRC_LIBRARY_1,62.1419,156.0,50.0,26.993000000000002,30.25,11.38
65.0,10.0,10.0,10.0,cresh05,IRC_LIBRARY_1,61.9667,162.0,49.0,27.0962,30.125,12.1
83.0,10.0,10.0,10.0,cresh04,IRC_LIBRARY_1,61.8852,173.0,52.0,27.1415,27.625,12.20
82.0,9.0,10.0,10.0,cresh13,NEAR_DIC_STUDIO_1,60.3182,47.0,47.0,26.6803,29.0,12.38
108.0,10.0,10.0,10.0,cresh05,IRC_LIBRARY_1,61.9837,265.0,53.0,27.3942,30.125,13.37
100.0,11.0,10.0,10.0,cresh03,IRC_LIBRARY_1,62.1577,258.0,47.0,27.4121,28.5,13.44
87.0,10.0,10.0,10.0,cresh03,IRC_LIBRARY_1,61.9059,317.0,46.0,27.4848,28.625,13.53
93.0,10.0,10.0,10.0,cresh03,IRC_LIBRARY_1,61.8402,325.0,47.0,27.4711,28.5,13.54
67.0,10.0,10.0,10.0,cresh05,IRC_LIBRARY_1,61.8353,275.0,48.0,27.4563,29.875,13.58
70.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,52.5515,64.0,44.0,25.0409,27.0,14.1
94.0,10.0,11.0,10.0,cresh03,IRC_LIBRARY_1,61.3985,270.0,51.0,27.5574,28.375,14.7
68.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,52.5552,63.0,44.0,25.0409,28.125,14.16
66.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,52.4323,65.0,44.0,24.8334,29.0,14.31
90.0,11.0,10.0,10.0,cresh03,IRC_LIBRARY_1,61.4375,404.0,48.0,27.6932,28.75,14.41
62.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,53.1172,66.0,45.0,24.4933,28.5,14.46
105.0,10.0,10.0,11.0,cresh14,NEAR_DIC_STUDIO_1,59.5238,46.0,49.0,26.9593,28.375,14.57
65.0,10.0,10.0,9.0,cresh06,BUILDING_MATERIALS_LAB,53.6683,65.0,45.0,24.5207,28.375,15.16
65.0,10.0,10.0,10.0,cresh05,IRC_LIBRARY_1,60.7087,412.0,51.0,28.0218,29.75,15.27
62.0,10.0,10.0,9.0,cresh06,BUILDING_MATERIALS_LAB,53.7134,62.0,48.0,24.506999999999998,28.125,15.31
80.0,10.0,10.0,10.0,cresh05,IRC_LIBRARY_1,60.9825,489.0,56.0,27.9596,29.75,15.38
64.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,53.4348,62.0,45.0,25.0862,28.0,15.46
66.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,53.3958,62.0,44.0,24.7324,28.25,16.1
96.0,10.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,59.4179,37.0,53.0,26.9446,28.75,16.5
82.0,10.0,10.0,10.0,cresh04,IRC_LIBRARY_1,60.6808,313.0,55.0,27.9765,28.75,16.5
64.0,10.0,10.0,9.0,cresh06,BUILDING_MATERIALS_LAB,53.2231,62.0,44.0,24.6113,28.375,16.16
65.0,10.0,10.0,9.0,cresh06,BUILDING_MATERIALS_LAB,53.2231,62.0,44.0,24.6113,28.375,16.16
90.0,10.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,58.8048,38.0,54.0,26.9172,29.125,16.22
64.0,10.0,10.0,9.0,cresh06,BUILDING_MATERIALS_LAB,53.1026,63.0,44.0,24.506999999999998,27.875,16.31
88.0,10.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,58.3765,38.0,54.0,26.8572,29.375,16.39
107.0,10.0,10.0,11.0,cresh06,OPEN_EXHIBITION_SPACE_2,80.2447,321.0,63.0,29.1853,28.875,16.53
79.0,10.0,10.0,11.0,cresh06,IRC_LIBRARY_1,58.8486,490.0,47.0,28.1681,30.75,17.3
113.0,10.0,10.0,11.0,cresh10,EXECUTIVE_SEMINAR_ROOM_B,81.7073,125.0,46.0,26.0714,30.25,17.5
77.0,10.0,10.0,10.0,cresh04,IRC_LIBRARY_1,58.9982,414.0,49.0,28.0807,28.5,17.9
75.0,10.0,10.0,10.0,cresh04,IRC_LIBRARY_1,59.0262,366.0,50.0,28.0944,28.75,17.15
90.0,10.0,10.0,11.0,cresh10,EXECUTIVE_SEMINAR_ROOM_B,79.3951,1294.0,48.0,26.8547,30.25,17.16
98.0,10.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,59.0055,35.0,56.0,26.7982,28.625,17.21
76.0,10.0,10.0,10.0,cresh04,IRC_LIBRARY_1,58.677,330.0,50.0,28.2134,28.75,17.25
74.0,10.0,10.0,10.0,cresh04,IRC_LIBRARY_1,58.7257,314.0,52.0,28.1534,28.5,17.35
85.0,10.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,58.9654,36.0,53.0,26.8267,28.25,17.36
83.0,10.0,10.0,11.0,cresh10,EXECUTIVE_SEMINAR_ROOM_B,80.2218,1294.0,44.0,26.9298,30.375,17.41
72.0,10.0,10.0,10.0,cresh04,IRC_LIBRARY_1,58.5821,261.0,47.0,28.0944,28.75,17.45
78.0,10.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,81.7418,41.0,44.0,25.8493,30.25,17.54
91.0,10.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,59.2659,31.0,55.0,26.813000000000002,29.75,18.2
80.0,10.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_B,74.7934,1294.0,45.0,26.3833,29.875,18.13
93.0,10.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,59.0785,28.0,54.0,26.6803,28.5,18.15
76.0,11.0,10.0,11.0,cresh03,IRC_LIBRARY_1,58.4325,111.0,48.0,28.0049,28.75,18.16
69.0,10.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_B,77.592,1294.0,45.0,26.5283,30.125,18.24
94.0,11.0,10.0,11.0,cresh03,IRC_LIBRARY_1,58.2573,80.0,47.0,27.9596,30.625,18.25
92.0,10.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,59.2282,63.0,51.0,26.7393,28.375,18.30
68.0,10.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,80.0541,41.0,50.0,25.4529,30.125,18.33
103.0,11.0,10.0,11.0,cresh03,IRC_LIBRARY_1,58.3656,54.0,46.0,27.886999999999997,30.75,18.33
89.0,11.0,10.0,11.0,cresh03,IRC_LIBRARY_1,58.3315,184.0,51.0,27.8554,31.25,18.48
88.0,9.0,11.0,11.0,cresh13,NEAR_DIC_STUDIO_1,59.2403,61.0,55.0,26.754,28.5,18.58
97.0,11.0,10.0,11.0,cresh03,IRC_LIBRARY_1,58.3741,176.0,47.0,27.7659,31.125,19.4
88.0,10.0,10.0,11.0,cresh03,IRC_LIBRARY_1,58.2853,178.0,47.0,27.7522,31.0,19.9
90.0,9.0,10.0,10.0,cresh03,IRC_LIBRARY_1,58.4362,176.0,53.0,27.6616,30.75,19.20
101.0,9.0,11.0,11.0,cresh13,OPEN_EXHIBITION_SPACE_2,84.1159,99.0,63.0,27.9828,28.375,19.31
94.0,10.0,10.0,11.0,cresh03,IRC_LIBRARY_1,59.8973,178.0,48.0,27.6932,30.5,19.37
90.0,9.0,10.0,10.0,cresh03,IRC_LIBRARY_1,61.1613,176.0,47.0,28.1818,30.75,19.52
91.0,9.0,10.0,10.0,cresh03,IRC_LIBRARY_1,61.5153,176.0,46.0,28.2576,31.125,20.1
92.0,10.0,10.0,10.0,cresh03,IRC_LIBRARY_1,61.8718,176.0,46.0,28.3755,31.0,20.11
86.0,9.0,10.0,10.0,cresh03,IRC_LIBRARY_1,62.1455,174.0,45.0,28.3755,31.125,20.18
83.0,10.0,10.0,10.0,cresh03,IRC_LIBRARY_1,62.2356,176.0,48.0,28.3755,30.75,20.30
82.0,9.0,10.0,10.0,cresh03,IRC_LIBRARY_1,62.3025,176.0,45.0,28.4208,30.75,20.38
86.0,9.0,10.0,10.0,cresh03,IRC_LIBRARY_1,62.2416,175.0,46.0,28.4208,30.75,20.45
84.0,9.0,10.0,10.0,cresh03,IRC_LIBRARY_1,62.4144,175.0,46.0,28.404,31.0,20.56
84.0,10.0,10.0,10.0,cresh03,IRC_LIBRARY_1,62.4923,177.0,46.0,28.4208,30.25,21.10
64.0,10.0,10.0,10.0,cresh05,IRC_LIBRARY_1,61.6625,119.0,49.0,26.6835,29.375,9.31
101.0,9.0,11.0,11.0,cresh01,OPEN_EXHIBITION_SPACE_2,82.9091,123.0,65.0,28.5029,30.75,9.44
64.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,53.6963,65.0,44.0,24.4175,27.25,9.46
61.0,10.0,10.0,10.0,cresh05,IRC_LIBRARY_1,61.0993,104.0,48.0,26.7287,28.875,9.53
61.0,10.0,10.0,10.0,cresh05,IRC_LIBRARY_1,61.0421,102.0,49.0,26.8014,28.75,9.55
59.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,53.4761,70.0,44.0,24.5207,28.0,10.0
81.0,9.0,10.0,11.0,cresh01,ENERGY_LAB_1,67.4973,48.0,46.0,26.2644,29.875,10.1
63.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,53.2255,62.0,44.0,24.4344,28.25,10.15
71.0,9.0,10.0,11.0,cresh01,ENERGY_LAB_1,66.9462,33.0,46.0,26.3402,30.625,10.17
74.0,10.0,10.0,10.0,cresh05,IRC_LIBRARY_1,60.8365,93.0,51.0,26.7877,28.75,10.18
60.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,53.0065,65.0,44.0,24.4481,28.125,10.30
77.0,9.0,10.0,10.0,cresh01,ENERGY_LAB_1,66.8623,47.0,47.0,26.3992,30.25,10.32
73.0,10.0,10.0,10.0,cresh05,IRC_LIBRARY_1,60.5761,143.0,50.0,26.9056,28.75,10.35
55.0,10.0,10.0,10.0,cresh06,BUDS_LAB,54.902,28.0,41.0,24.7882,28.125,10.45
68.0,9.0,11.0,10.0,cresh01,ENERGY_LAB_1,66.3051,33.0,47.0,26.4581,30.625,10.47
59.0,10.0,10.0,9.0,cresh06,BUILDING_MATERIALS_LAB,52.4676,70.0,45.0,24.5523,27.875,11.0
74.0,9.0,10.0,10.0,cresh01,ENERGY_LAB_1,66.8635,35.0,48.0,26.2949,30.5,11.2
61.0,10.0,10.0,10.0,cresh05,IRC_LIBRARY_1,60.6297,112.0,49.0,26.8604,28.875,11.5
72.0,10.0,10.0,10.0,cresh05,IRC_LIBRARY_1,60.4484,118.0,50.0,26.9193,28.75,11.14
60.0,10.0,10.0,9.0,cresh06,BUILDING_MATERIALS_LAB,52.4213,64.0,44.0,24.4765,27.375,11.15
70.0,9.0,10.0,10.0,cresh01,ENERGY_LAB_1,66.6469,38.0,49.0,26.2644,30.5,11.17
59.0,10.0,10.0,10.0,cresh05,IRC_LIBRARY_1,60.3961,114.0,50.0,26.9193,29.25,11.19
64.0,10.0,10.0,10.0,cresh01,ENERGY_LAB_1,66.535,34.0,49.0,26.2812,30.25,11.32
68.0,10.0,10.0,9.0,cresh05,IRC_LIBRARY_1,60.1953,133.0,49.0,26.8919,28.75,11.43
63.0,9.0,10.0,10.0,cresh01,ENERGY_LAB_1,66.1396,41.0,48.0,26.3686,30.5,11.48
74.0,10.0,10.0,9.0,cresh05,IRC_LIBRARY_1,60.0396,128.0,52.0,26.9341,28.75,11.51
110.0,10.0,10.0,10.0,cresh05,BUDS_LAB,56.5444,244.0,42.0,26.3434,29.25,11.55
59.0,9.0,10.0,10.0,cresh01,ENERGY_LAB_1,65.861,46.0,46.0,26.4581,30.125,12.3
72.0,10.0,,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,85.0352,44.0,46.0,25.2641,30.625,12.13
60.0,9.0,10.0,10.0,cresh01,ENERGY_LAB_1,65.7722,46.0,46.0,26.4413,30.375,12.18
93.0,9.0,10.0,10.0,cresh13,NEAR_DIC_STUDIO_1,60.0311,46.0,47.0,26.4834,29.375,12.19
59.0,9.0,10.0,10.0,cresh01,ENERGY_LAB_1,65.7953,48.0,46.0,26.4581,30.0,12.33
87.0,10.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,85.9189,45.0,44.0,25.4091,29.375,12.34
76.0,10.0,10.0,10.0,cresh07,EXECUTIVE_SEMINAR_ROOM_A,83.84700000000001,46.0,45.0,25.3059,28.75,12.35
74.0,10.0,10.0,10.0,cresh07,EXECUTIVE_SEMINAR_ROOM_A,80.7284,44.0,46.0,24.8073,28.75,12.39
112.0,11.0,10.0,10.0,cresh03,IRC_LIBRARY_1,59.3717,157.0,49.0,26.9509,30.375,12.40
64.0,10.0,10.0,10.0,cresh01,ENERGY_LAB_1,65.4328,49.0,45.0,26.5455,30.25,12.48
76.0,10.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,86.7456,43.0,46.0,25.3945,29.375,12.50
81.0,11.0,10.0,10.0,cresh03,IRC_LIBRARY_1,59.1345,159.0,46.0,27.0373,28.75,12.56
75.0,10.0,10.0,10.0,cresh07,EXECUTIVE_SEMINAR_ROOM_A,79.721,45.0,45.0,24.8657,28.0,13.0
59.0,10.0,10.0,10.0,cresh01,ENERGY_LAB_1,65.5216,50.0,46.0,26.5003,30.25,13.4
80.0,10.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,81.9809,43.0,44.0,25.1025,29.0,13.4
77.0,10.0,10.0,10.0,cresh07,EXECUTIVE_SEMINAR_ROOM_A,84.1479,44.0,44.0,25.3945,28.125,13.10
71.0,10.0,10.0,10.0,cresh03,IRC_LIBRARY_1,58.9775,166.0,47.0,27.0373,28.375,13.13
75.0,10.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,78.08800000000001,44.0,46.0,25.189,28.625,13.17
64.0,10.0,10.0,10.0,cresh01,ENERGY_LAB_1,65.2186,51.0,47.0,26.5003,30.25,13.19
83.0,10.0,10.0,10.0,cresh03,IRC_LIBRARY_1,58.8814,171.0,47.0,27.0688,28.5,13.25
77.0,10.0,10.0,10.0,cresh07,EXECUTIVE_SEMINAR_ROOM_A,81.8262,43.0,45.0,25.3225,27.25,13.26
62.0,10.0,10.0,11.0,cresh01,ENERGY_LAB_1,65.2247,51.0,49.0,26.5929,30.125,13.34
81.0,10.0,10.0,10.0,cresh07,EXECUTIVE_SEMINAR_ROOM_A,77.1841,44.0,46.0,25.3361,28.125,13.35
82.0,11.0,10.0,10.0,cresh03,IRC_LIBRARY_1,58.6916,181.0,54.0,27.1731,28.375,13.39
101.0,10.0,,10.0,cresh08,BUILDING_MATERIALS_LAB,52.0551,71.0,44.0,24.8787,31.375,13.40
76.0,10.0,10.0,11.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,77.0294,44.0,55.0,24.9857,28.375,13.40
78.0,10.0,,11.0,cresh08,BUILDING_MATERIALS_LAB,51.8751,72.0,44.0,24.9377,30.125,13.43
79.0,10.0,,11.0,cresh08,BUILDING_MATERIALS_LAB,51.8313,71.0,44.0,24.9377,29.75,13.44
89.0,10.0,11.0,11.0,cresh13,OPEN_EXHIBITION_SPACE_2,70.2505,186.0,68.0,30.6699,29.625,13.44
74.0,11.0,10.0,10.0,cresh03,IRC_LIBRARY_1,58.6758,194.0,47.0,27.1868,28.5,13.47
79.0,10.0,11.0,11.0,cresh08,OUTSIDE_RESTROOM,74.8674,52.0,65.0,30.9005,30.75,13.50
73.0,10.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,77.309,44.0,45.0,25.2057,28.25,13.55
91.0,10.0,10.0,10.0,cresh04,CAFE,67.3443,90.0,65.0,29.5592,29.375,13.59
64.0,10.0,10.0,10.0,cresh08,EXECUTIVE_SEMINAR_ROOM_A,78.8159,44.0,46.0,25.2641,28.875,13.59
87.0,10.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,59.4459,45.0,47.0,26.6635,29.875,14.0
77.0,11.0,10.0,10.0,cresh03,IRC_LIBRARY_1,58.6247,215.0,50.0,27.2005,28.5,14.1
91.0,10.0,10.0,10.0,cresh05,IRC_LIBRARY_1,58.6916,224.0,53.0,27.2626,29.375,14.6
111.0,10.0,10.0,11.0,cresh11,IRC_LIBRARY_1,58.6916,224.0,53.0,27.2626,32.25,14.6
70.0,10.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,78.54,46.0,46.0,25.1609,28.25,14.10
75.0,10.0,10.0,10.0,cresh08,EXECUTIVE_SEMINAR_ROOM_A,78.54,46.0,46.0,25.1609,26.625,14.10
100.0,10.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,59.5274,46.0,51.0,26.7982,27.875,14.16
114.0,11.0,10.0,10.0,cresh03,IRC_LIBRARY_1,58.5493,240.0,49.0,27.2763,29.875,14.17
87.0,10.0,10.0,10.0,cresh08,HOT_DESKING_ARCHITECTURE_STUDIO_SPACE_1,69.6409,1292.0,47.0,26.2949,28.625,14.19
78.0,10.0,11.0,10.0,cresh10,HOT_DESKING_ARCHITECTURE_STUDIO_SPACE_1,69.6409,1292.0,47.0,26.2949,28.625,14.19
117.0,11.0,10.0,10.0,cresh03,IRC_LIBRARY_1,58.5943,243.0,49.0,27.2763,29.125,14.19
77.0,10.0,10.0,10.0,cresh08,HOT_DESKING_ARCHITECTURE_STUDIO_SPACE_1,69.793,1292.0,45.0,26.2812,28.25,14.22
83.0,10.0,10.0,10.0,cresh10,HOT_DESKING_ARCHITECTURE_STUDIO_SPACE_1,69.6239,1292.0,44.0,26.2949,28.75,14.24
80.0,10.0,10.0,10.0,cresh10,HOT_DESKING_ARCHITECTURE_STUDIO_SPACE_1,69.4293,1291.0,46.0,26.3686,28.875,14.27
127.0,11.0,10.0,10.0,cresh03,IRC_LIBRARY_1,58.4094,251.0,50.0,27.3521,28.5,14.30
74.0,10.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,78.6601,43.0,45.0,25.2777,28.375,14.40
83.0,11.0,10.0,10.0,cresh03,IRC_LIBRARY_1,58.086999999999996,273.0,49.0,27.4984,29.875,14.40
90.0,10.0,10.0,10.0,cresh13,NEAR_DIC_STUDIO_1,59.7805,47.0,51.0,26.8404,28.0,14.41
70.0,10.0,10.0,9.0,cresh07,EXECUTIVE_SEMINAR_ROOM_A,78.7719,44.0,47.0,25.0441,28.375,14.42
84.0,10.0,10.0,10.0,cresh03,IRC_LIBRARY_1,58.0967,276.0,46.0,27.4984,29.125,14.47
88.0,10.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,59.4885,46.0,53.0,26.8267,27.625,14.48
80.0,10.0,10.0,10.0,cresh07,EXECUTIVE_SEMINAR_ROOM_A,84.3275,45.0,45.0,25.3361,28.375,14.53
