heartRate_cozie,light_cozie,noise_cozie,thermal_cozie,user_id,room,temperature_mbient,time-numeric
113.0,10.0,10.0,11.0,cresh10,EXECUTIVE_SEMINAR_ROOM_B,30.25,17.5
77.0,10.0,10.0,10.0,cresh04,IRC_LIBRARY_1,28.5,17.9
75.0,10.0,10.0,10.0,cresh04,IRC_LIBRARY_1,28.75,17.15
90.0,10.0,10.0,11.0,cresh10,EXECUTIVE_SEMINAR_ROOM_B,30.25,17.16
98.0,10.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,28.625,17.21
76.0,10.0,10.0,10.0,cresh04,IRC_LIBRARY_1,28.75,17.25
74.0,10.0,10.0,10.0,cresh04,IRC_LIBRARY_1,28.5,17.35
85.0,10.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,28.25,17.36
83.0,10.0,10.0,11.0,cresh10,EXECUTIVE_SEMINAR_ROOM_B,30.375,17.41
72.0,10.0,10.0,10.0,cresh04,IRC_LIBRARY_1,28.75,17.45
78.0,10.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,30.25,17.54
91.0,10.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,29.75,18.2
80.0,10.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_B,29.875,18.13
93.0,10.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,28.5,18.15
76.0,11.0,10.0,11.0,cresh03,IRC_LIBRARY_1,28.75,18.16
69.0,10.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_B,30.125,18.24
94.0,11.0,10.0,11.0,cresh03,IRC_LIBRARY_1,30.625,18.25
92.0,10.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,28.375,18.30
68.0,10.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,30.125,18.33
103.0,11.0,10.0,11.0,cresh03,IRC_LIBRARY_1,30.75,18.33
89.0,11.0,10.0,11.0,cresh03,IRC_LIBRARY_1,31.25,18.48
88.0,9.0,11.0,11.0,cresh13,NEAR_DIC_STUDIO_1,28.5,18.58
97.0,11.0,10.0,11.0,cresh03,IRC_LIBRARY_1,31.125,19.4
88.0,10.0,10.0,11.0,cresh03,IRC_LIBRARY_1,31.0,19.9
90.0,9.0,10.0,10.0,cresh03,IRC_LIBRARY_1,30.75,19.20
101.0,9.0,11.0,11.0,cresh13,OPEN_EXHIBITION_SPACE_2,28.375,19.31
94.0,10.0,10.0,11.0,cresh03,IRC_LIBRARY_1,30.5,19.37
90.0,9.0,10.0,10.0,cresh03,IRC_LIBRARY_1,30.75,19.52
91.0,9.0,10.0,10.0,cresh03,IRC_LIBRARY_1,31.125,20.1
92.0,10.0,10.0,10.0,cresh03,IRC_LIBRARY_1,31.0,20.11
86.0,9.0,10.0,10.0,cresh03,IRC_LIBRARY_1,31.125,20.18
83.0,10.0,10.0,10.0,cresh03,IRC_LIBRARY_1,30.75,20.30
82.0,9.0,10.0,10.0,cresh03,IRC_LIBRARY_1,30.75,20.38
86.0,9.0,10.0,10.0,cresh03,IRC_LIBRARY_1,30.75,20.45
84.0,9.0,10.0,10.0,cresh03,IRC_LIBRARY_1,31.0,20.56
84.0,10.0,10.0,10.0,cresh03,IRC_LIBRARY_1,30.25,21.10
64.0,10.0,10.0,10.0,cresh05,IRC_LIBRARY_1,29.375,9.31
101.0,9.0,11.0,11.0,cresh01,OPEN_EXHIBITION_SPACE_2,30.75,9.44
64.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,27.25,9.46
61.0,10.0,10.0,10.0,cresh05,IRC_LIBRARY_1,28.875,9.53
61.0,10.0,10.0,10.0,cresh05,IRC_LIBRARY_1,28.75,9.55
59.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,28.0,10.0
81.0,9.0,10.0,11.0,cresh01,ENERGY_LAB_1,29.875,10.1
63.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,28.25,10.15
71.0,9.0,10.0,11.0,cresh01,ENERGY_LAB_1,30.625,10.17
74.0,10.0,10.0,10.0,cresh05,IRC_LIBRARY_1,28.75,10.18
60.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,28.125,10.30
77.0,9.0,10.0,10.0,cresh01,ENERGY_LAB_1,30.25,10.32
73.0,10.0,10.0,10.0,cresh05,IRC_LIBRARY_1,28.75,10.35
55.0,10.0,10.0,10.0,cresh06,BUDS_LAB,28.125,10.45
68.0,9.0,11.0,10.0,cresh01,ENERGY_LAB_1,30.625,10.47
59.0,10.0,10.0,9.0,cresh06,BUILDING_MATERIALS_LAB,27.875,11.0
74.0,9.0,10.0,10.0,cresh01,ENERGY_LAB_1,30.5,11.2
61.0,10.0,10.0,10.0,cresh05,IRC_LIBRARY_1,28.875,11.5
72.0,10.0,10.0,10.0,cresh05,IRC_LIBRARY_1,28.75,11.14
60.0,10.0,10.0,9.0,cresh06,BUILDING_MATERIALS_LAB,27.375,11.15
70.0,9.0,10.0,10.0,cresh01,ENERGY_LAB_1,30.5,11.17
59.0,10.0,10.0,10.0,cresh05,IRC_LIBRARY_1,29.25,11.19
64.0,10.0,10.0,10.0,cresh01,ENERGY_LAB_1,30.25,11.32
68.0,10.0,10.0,9.0,cresh05,IRC_LIBRARY_1,28.75,11.43
63.0,9.0,10.0,10.0,cresh01,ENERGY_LAB_1,30.5,11.48
74.0,10.0,10.0,9.0,cresh05,IRC_LIBRARY_1,28.75,11.51
110.0,10.0,10.0,10.0,cresh05,BUDS_LAB,29.25,11.55
59.0,9.0,10.0,10.0,cresh01,ENERGY_LAB_1,30.125,12.3
72.0,10.0,,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,30.625,12.13
60.0,9.0,10.0,10.0,cresh01,ENERGY_LAB_1,30.375,12.18
93.0,9.0,10.0,10.0,cresh13,NEAR_DIC_STUDIO_1,29.375,12.19
59.0,9.0,10.0,10.0,cresh01,ENERGY_LAB_1,30.0,12.33
87.0,10.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,29.375,12.34
76.0,10.0,10.0,10.0,cresh07,EXECUTIVE_SEMINAR_ROOM_A,28.75,12.35
74.0,10.0,10.0,10.0,cresh07,EXECUTIVE_SEMINAR_ROOM_A,28.75,12.39
112.0,11.0,10.0,10.0,cresh03,IRC_LIBRARY_1,30.375,12.40
64.0,10.0,10.0,10.0,cresh01,ENERGY_LAB_1,30.25,12.48
76.0,10.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,29.375,12.50
81.0,11.0,10.0,10.0,cresh03,IRC_LIBRARY_1,28.75,12.56
75.0,10.0,10.0,10.0,cresh07,EXECUTIVE_SEMINAR_ROOM_A,28.0,13.0
59.0,10.0,10.0,10.0,cresh01,ENERGY_LAB_1,30.25,13.4
80.0,10.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,29.0,13.4
77.0,10.0,10.0,10.0,cresh07,EXECUTIVE_SEMINAR_ROOM_A,28.125,13.10
71.0,10.0,10.0,10.0,cresh03,IRC_LIBRARY_1,28.375,13.13
75.0,10.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,28.625,13.17
64.0,10.0,10.0,10.0,cresh01,ENERGY_LAB_1,30.25,13.19
83.0,10.0,10.0,10.0,cresh03,IRC_LIBRARY_1,28.5,13.25
77.0,10.0,10.0,10.0,cresh07,EXECUTIVE_SEMINAR_ROOM_A,27.25,13.26
62.0,10.0,10.0,11.0,cresh01,ENERGY_LAB_1,30.125,13.34
81.0,10.0,10.0,10.0,cresh07,EXECUTIVE_SEMINAR_ROOM_A,28.125,13.35
82.0,11.0,10.0,10.0,cresh03,IRC_LIBRARY_1,28.375,13.39
101.0,10.0,,10.0,cresh08,BUILDING_MATERIALS_LAB,31.375,13.40
76.0,10.0,10.0,11.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,28.375,13.40
78.0,10.0,,11.0,cresh08,BUILDING_MATERIALS_LAB,30.125,13.43
79.0,10.0,,11.0,cresh08,BUILDING_MATERIALS_LAB,29.75,13.44
89.0,10.0,11.0,11.0,cresh13,OPEN_EXHIBITION_SPACE_2,29.625,13.44
74.0,11.0,10.0,10.0,cresh03,IRC_LIBRARY_1,28.5,13.47
79.0,10.0,11.0,11.0,cresh08,OUTSIDE_RESTROOM,30.75,13.50
73.0,10.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,28.25,13.55
91.0,10.0,10.0,10.0,cresh04,CAFE,29.375,13.59
64.0,10.0,10.0,10.0,cresh08,EXECUTIVE_SEMINAR_ROOM_A,28.875,13.59
87.0,10.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,29.875,14.0
77.0,11.0,10.0,10.0,cresh03,IRC_LIBRARY_1,28.5,14.1
91.0,10.0,10.0,10.0,cresh05,IRC_LIBRARY_1,29.375,14.6
111.0,10.0,10.0,11.0,cresh11,IRC_LIBRARY_1,32.25,14.6
70.0,10.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,28.25,14.10
75.0,10.0,10.0,10.0,cresh08,EXECUTIVE_SEMINAR_ROOM_A,26.625,14.10
100.0,10.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,27.875,14.16
114.0,11.0,10.0,10.0,cresh03,IRC_LIBRARY_1,29.875,14.17
87.0,10.0,10.0,10.0,cresh08,HOT_DESKING_ARCHITECTURE_STUDIO_SPACE_1,28.625,14.19
78.0,10.0,11.0,10.0,cresh10,HOT_DESKING_ARCHITECTURE_STUDIO_SPACE_1,28.625,14.19
117.0,11.0,10.0,10.0,cresh03,IRC_LIBRARY_1,29.125,14.19
77.0,10.0,10.0,10.0,cresh08,HOT_DESKING_ARCHITECTURE_STUDIO_SPACE_1,28.25,14.22
83.0,10.0,10.0,10.0,cresh10,HOT_DESKING_ARCHITECTURE_STUDIO_SPACE_1,28.75,14.24
80.0,10.0,10.0,10.0,cresh10,HOT_DESKING_ARCHITECTURE_STUDIO_SPACE_1,28.875,14.27
127.0,11.0,10.0,10.0,cresh03,IRC_LIBRARY_1,28.5,14.30
74.0,10.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,28.375,14.40
83.0,11.0,10.0,10.0,cresh03,IRC_LIBRARY_1,29.875,14.40
90.0,10.0,10.0,10.0,cresh13,NEAR_DIC_STUDIO_1,28.0,14.41
70.0,10.0,10.0,9.0,cresh07,EXECUTIVE_SEMINAR_ROOM_A,28.375,14.42
84.0,10.0,10.0,10.0,cresh03,IRC_LIBRARY_1,29.125,14.47
88.0,10.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,27.625,14.48
80.0,10.0,10.0,10.0,cresh07,EXECUTIVE_SEMINAR_ROOM_A,28.375,14.53
67.0,10.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,28.125,14.55
98.0,10.0,11.0,11.0,cresh12,CAFE,32.375,14.55
86.0,10.0,10.0,10.0,cresh04,IRC_LIBRARY_1,29.125,15.0
79.0,10.0,10.0,9.0,cresh07,EXECUTIVE_SEMINAR_ROOM_A,27.5,15.3
65.0,10.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,27.625,15.10
99.0,11.0,10.0,11.0,cresh11,IRC_LIBRARY_1,32.125,15.12
94.0,10.0,10.0,10.0,cresh04,IRC_LIBRARY_1,29.0,15.12
113.0,10.0,10.0,11.0,cresh05,IRC_LIBRARY_1,31.875,15.12
67.0,10.0,11.0,10.0,cresh12,CAFE,31.5,15.13
76.0,10.0,10.0,9.0,cresh14,NEAR_DIC_STUDIO_1,27.625,15.13
73.0,10.0,10.0,10.0,cresh07,EXECUTIVE_SEMINAR_ROOM_A,28.125,15.14
78.0,10.0,10.0,11.0,cresh05,IRC_LIBRARY_1,30.5,15.19
88.0,10.0,10.0,10.0,cresh04,IRC_LIBRARY_1,28.5,15.23
75.0,10.0,10.0,10.0,cresh07,EXECUTIVE_SEMINAR_ROOM_A,28.125,15.24
66.0,10.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,28.125,15.25
68.0,10.0,11.0,10.0,cresh12,OPEN_EXHIBITION_SPACE_2,31.5,15.32
88.0,10.0,10.0,10.0,cresh04,IRC_LIBRARY_1,28.5,15.33
102.0,10.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,27.625,15.34
100.0,10.0,10.0,11.0,cresh09,BUDS_LAB,28.5,15.34
77.0,10.0,11.0,10.0,cresh07,TERRACE,28.5,15.34
89.0,10.0,10.0,11.0,cresh11,IRC_LIBRARY_1,30.125,15.38
67.0,10.0,10.0,9.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,28.0,15.40
76.0,10.0,10.0,10.0,cresh05,IRC_LIBRARY_1,30.5,15.40
82.0,10.0,10.0,10.0,cresh04,IRC_LIBRARY_1,30.625,15.42
79.0,10.0,10.0,10.0,cresh07,EXECUTIVE_SEMINAR_ROOM_A,28.75,15.44
77.0,10.0,11.0,11.0,cresh12,OPEN_EXHIBITION_SPACE_2,31.875,15.48
82.0,10.0,10.0,10.0,cresh11,IRC_LIBRARY_1,30.25,15.49
70.0,10.0,10.0,10.0,cresh05,IRC_LIBRARY_1,30.125,15.51
83.0,10.0,10.0,10.0,cresh04,IRC_LIBRARY_1,28.75,15.53
109.0,10.0,10.0,10.0,cresh07,OPEN_EXHIBITION_SPACE_2,29.0,15.54
90.0,10.0,10.0,10.0,cresh09,BUDS_LAB,27.625,15.58
85.0,10.0,10.0,10.0,cresh04,IRC_LIBRARY_1,28.75,16.2
92.0,10.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,27.75,16.4
80.0,10.0,10.0,10.0,cresh07,IRC_LIBRARY_1,30.0,16.7
76.0,10.0,10.0,10.0,cresh04,IRC_LIBRARY_1,28.75,16.16
90.0,9.0,11.0,10.0,cresh13,NEAR_DIC_STUDIO_1,28.25,16.19
76.0,10.0,10.0,10.0,cresh07,IRC_LIBRARY_1,29.875,16.22
91.0,9.0,10.0,11.0,cresh05,EXECUTIVE_SEMINAR_ROOM_A,30.375,16.22
91.0,9.0,10.0,10.0,cresh11,EXECUTIVE_SEMINAR_ROOM_A,29.625,16.22
84.0,10.0,10.0,9.0,cresh14,NEAR_DIC_STUDIO_1,27.5,16.25
70.0,9.0,10.0,11.0,cresh05,EXECUTIVE_SEMINAR_ROOM_A,30.0,16.26
90.0,10.0,10.0,10.0,cresh04,EXECUTIVE_SEMINAR_ROOM_A,28.75,16.27
76.0,10.0,10.0,10.0,cresh07,IRC_LIBRARY_1,30.0,16.33
84.0,11.0,10.0,10.0,cresh11,IRC_LIBRARY_1,29.875,16.34
77.0,10.0,10.0,10.0,cresh07,IRC_LIBRARY_1,30.125,16.42
68.0,11.0,10.0,10.0,cresh11,IRC_LIBRARY_1,29.875,16.45
69.0,10.0,10.0,10.0,cresh05,IRC_LIBRARY_1,29.875,16.45
76.0,10.0,10.0,10.0,cresh07,IRC_LIBRARY_1,30.125,16.50
68.0,10.0,10.0,10.0,cresh05,IRC_LIBRARY_1,30.0,16.53
77.0,11.0,10.0,10.0,cresh11,IRC_LIBRARY_1,30.0,16.55
98.0,10.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,27.5,17.0
99.0,10.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,27.875,17.0
81.0,10.0,10.0,10.0,cresh07,IRC_LIBRARY_1,29.875,17.6
71.0,10.0,10.0,10.0,cresh07,IRC_LIBRARY_1,29.625,17.10
76.0,11.0,10.0,10.0,cresh11,OPEN_EXHIBITION_SPACE_2,29.25,17.23
86.0,10.0,10.0,9.0,cresh14,NEAR_DIC_STUDIO_1,27.5,17.42
63.0,10.0,10.0,10.0,cresh05,IRC_LIBRARY_1,29.75,18.5
99.0,10.0,10.0,9.0,cresh14,NEAR_DIC_STUDIO_1,27.75,18.7
89.0,10.0,11.0,10.0,cresh13,NEAR_DIC_STUDIO_1,28.125,18.22
57.0,10.0,10.0,10.0,cresh05,IRC_LIBRARY_1,29.75,19.1
93.0,10.0,10.0,10.0,cresh05,OPEN_EXHIBITION_SPACE_2,30.5,19.14
102.0,10.0,10.0,9.0,cresh14,NEAR_DIC_STUDIO_1,27.0,20.28
88.0,10.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,27.375,20.44
115.0,10.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,28.375,20.57
90.0,10.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,29.375,21.50
77.0,10.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,30.125,22.6
78.0,10.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,30.375,22.56
79.0,10.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,30.125,23.10
75.0,10.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,30.125,23.12
81.0,10.0,,10.0,cresh14,NEAR_DIC_STUDIO_1,30.125,23.23
102.0,10.0,10.0,9.0,cresh14,NEAR_DIC_STUDIO_1,29.5,23.43
93.0,10.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,30.0,23.59
85.0,10.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,30.375,0.21
85.0,10.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,30.125,0.45
88.0,10.0,10.0,11.0,cresh13,NEAR_DIC_STUDIO_1,29.875,10.57
102.0,10.0,11.0,10.0,cresh13,NEAR_DIC_STUDIO_1,29.875,14.45
75.0,10.0,10.0,10.0,cresh14,NEAR_DIC_STUDIO_1,31.25,17.24
85.0,10.0,10.0,11.0,cresh13,NEAR_DIC_STUDIO_1,31.625,22.32
100.0,9.0,10.0,11.0,cresh15,IRC_LIBRARY_1,29.375,11.10
69.0,11.0,10.0,11.0,cresh15,IRC_LIBRARY_1,29.625,11.33
71.0,10.0,10.0,10.0,cresh15,IRC_LIBRARY_1,29.375,11.50
72.0,10.0,10.0,9.0,cresh15,IRC_LIBRARY_1,29.375,12.8
93.0,10.0,10.0,10.0,cresh14,EXECUTIVE_SEMINAR_ROOM_B,28.125,14.9
97.0,10.0,10.0,10.0,cresh14,EXECUTIVE_SEMINAR_ROOM_B,28.125,14.27
69.0,9.0,11.0,10.0,cresh13,NEAR_DIC_STUDIO_1,28.75,14.28
103.0,10.0,11.0,9.0,cresh14,EXECUTIVE_SEMINAR_ROOM_A,27.625,14.44
86.0,10.0,10.0,9.0,cresh14,EXECUTIVE_SEMINAR_ROOM_A,26.25,15.18
66.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,29.0,15.22
90.0,10.0,10.0,10.0,cresh04,IRC_LIBRARY_1,29.375,15.32
84.0,10.0,10.0,10.0,cresh14,EXECUTIVE_SEMINAR_ROOM_A,28.375,15.33
68.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,29.125,15.37
90.0,10.0,10.0,10.0,cresh04,IRC_LIBRARY_1,29.625,15.44
68.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,28.75,15.52
87.0,10.0,10.0,10.0,cresh04,IRC_LIBRARY_1,29.375,15.54
68.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,29.0,16.7
89.0,10.0,10.0,10.0,cresh14,EXECUTIVE_SEMINAR_ROOM_B,28.75,16.31
83.0,10.0,10.0,10.0,cresh04,IRC_LIBRARY_1,29.0,16.38
81.0,10.0,10.0,10.0,cresh04,IRC_LIBRARY_1,29.125,16.46
83.0,10.0,10.0,10.0,cresh14,EXECUTIVE_SEMINAR_ROOM_A,29.375,16.47
68.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,28.5,16.52
86.0,10.0,10.0,10.0,cresh14,EXECUTIVE_SEMINAR_ROOM_B,29.875,17.7
86.0,10.0,10.0,10.0,cresh14,EXECUTIVE_SEMINAR_ROOM_B,30.125,17.36
87.0,10.0,10.0,10.0,cresh14,EXECUTIVE_SEMINAR_ROOM_B,29.0,17.45
85.0,10.0,10.0,10.0,cresh14,EXECUTIVE_SEMINAR_ROOM_B,29.375,18.7
79.0,10.0,11.0,11.0,cresh13,NEAR_DIC_STUDIO_1,28.75,19.5
85.0,10.0,10.0,11.0,cresh13,NEAR_DIC_STUDIO_1,30.375,22.14
66.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,27.25,10.29
61.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,28.125,10.46
58.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,28.25,11.1
58.0,10.0,10.0,10.0,cresh06,BUDS_LAB,28.125,11.16
60.0,10.0,10.0,9.0,cresh06,BUILDING_MATERIALS_LAB,28.125,11.31
59.0,10.0,10.0,9.0,cresh06,BUILDING_MATERIALS_LAB,27.5,11.46
60.0,10.0,10.0,9.0,cresh06,BUILDING_MATERIALS_LAB,27.625,12.1
64.0,10.0,10.0,9.0,cresh06,BUILDING_MATERIALS_LAB,27.875,12.16
62.0,10.0,10.0,9.0,cresh06,BUDS_LAB,27.75,12.31
83.0,10.0,10.0,10.0,cresh13,NEAR_DIC_STUDIO_1,29.125,12.37
59.0,10.0,10.0,9.0,cresh06,BUDS_LAB,27.5,12.46
63.0,10.0,10.0,9.0,cresh06,BUILDING_MATERIALS_LAB,27.25,13.1
90.0,9.0,10.0,11.0,cresh12,OPEN_EXHIBITION_SPACE_2,31.75,13.9
85.0,10.0,10.0,11.0,cresh13,IRC_LIBRARY_1,29.375,13.10
88.0,9.0,10.0,11.0,cresh12,OPEN_EXHIBITION_SPACE_2,31.5,13.13
66.0,10.0,10.0,9.0,cresh06,BUILDING_MATERIALS_LAB,27.5,13.31
64.0,9.0,11.0,11.0,cresh12,OPEN_EXHIBITION_SPACE_2,31.875,13.33
72.0,10.0,10.0,10.0,cresh08,OPEN_EXHIBITION_SPACE_2,30.125,13.38
78.0,10.0,10.0,11.0,cresh08,OPEN_EXHIBITION_SPACE_2,30.25,13.40
68.0,10.0,11.0,11.0,cresh12,OPEN_EXHIBITION_SPACE_2,31.75,13.50
91.0,10.0,10.0,10.0,cresh08,CAFE,31.25,13.51
86.0,10.0,11.0,10.0,cresh08,CAFE,30.375,14.1
60.0,10.0,10.0,9.0,cresh06,BUILDING_MATERIALS_LAB,28.125,14.1
59.0,10.0,10.0,9.0,cresh06,BUILDING_MATERIALS_LAB,28.25,14.16
83.0,10.0,10.0,10.0,cresh08,OPEN_EXHIBITION_SPACE_2,30.0,14.17
94.0,10.0,10.0,10.0,cresh12,EXECUTIVE_SEMINAR_ROOM_A,28.5,14.20
85.0,10.0,11.0,10.0,cresh08,OPEN_EXHIBITION_SPACE_2,29.625,14.26
77.0,10.0,10.0,10.0,cresh12,EXECUTIVE_SEMINAR_ROOM_A,27.875,14.36
82.0,10.0,10.0,10.0,cresh08,OPEN_EXHIBITION_SPACE_2,29.0,14.39
76.0,10.0,11.0,11.0,cresh08,OPEN_EXHIBITION_SPACE_2,28.875,14.48
69.0,10.0,10.0,10.0,cresh12,EXECUTIVE_SEMINAR_ROOM_A,27.25,14.50
79.0,10.0,11.0,10.0,cresh08,OPEN_EXHIBITION_SPACE_2,30.125,14.58
85.0,10.0,10.0,11.0,cresh13,NEAR_DIC_STUDIO_1,29.875,15.0
93.0,10.0,11.0,10.0,cresh08,OPEN_EXHIBITION_SPACE_2,30.75,15.7
63.0,10.0,10.0,10.0,cresh12,EXECUTIVE_SEMINAR_ROOM_A,27.0,15.7
66.0,10.0,10.0,10.0,cresh12,EXECUTIVE_SEMINAR_ROOM_A,27.0,15.13
93.0,10.0,10.0,10.0,cresh08,EXECUTIVE_SEMINAR_ROOM_A,29.25,15.16
69.0,10.0,10.0,10.0,cresh12,EXECUTIVE_SEMINAR_ROOM_A,26.75,15.23
,10.0,11.0,10.0,cresh03,OPEN_EXHIBITION_SPACE_2,29.875,15.29
72.0,10.0,10.0,10.0,cresh08,EXECUTIVE_SEMINAR_ROOM_A,25.875,15.37
83.0,10.0,10.0,10.0,cresh12,EXECUTIVE_SEMINAR_ROOM_A,29.125,15.43
,10.0,11.0,10.0,cresh03,OPEN_EXHIBITION_SPACE_2,30.375,15.50
61.0,10.0,10.0,10.0,cresh08,EXECUTIVE_SEMINAR_ROOM_A,25.625,15.51
68.0,10.0,10.0,10.0,cresh12,EXECUTIVE_SEMINAR_ROOM_A,26.875,16.0
63.0,10.0,10.0,10.0,cresh08,EXECUTIVE_SEMINAR_ROOM_A,25.25,16.1
,10.0,11.0,10.0,cresh03,OPEN_EXHIBITION_SPACE_2,29.5,16.7
66.0,10.0,10.0,10.0,cresh08,EXECUTIVE_SEMINAR_ROOM_A,25.5,16.10
59.0,10.0,10.0,10.0,cresh12,EXECUTIVE_SEMINAR_ROOM_A,26.5,16.15
,10.0,11.0,10.0,cresh03,CAFE,30.125,16.20
60.0,10.0,10.0,10.0,cresh12,EXECUTIVE_SEMINAR_ROOM_A,26.5,16.31
70.0,10.0,11.0,10.0,cresh03,OPEN_EXHIBITION_SPACE_2,30.125,16.35
67.0,10.0,10.0,10.0,cresh12,EXECUTIVE_SEMINAR_ROOM_A,26.375,16.50
55.0,10.0,10.0,10.0,cresh08,EXECUTIVE_SEMINAR_ROOM_A,24.875,16.52
,10.0,11.0,10.0,cresh03,OPEN_EXHIBITION_SPACE_2,29.625,16.56
57.0,10.0,10.0,10.0,cresh08,EXECUTIVE_SEMINAR_ROOM_A,25.125,16.56
64.0,10.0,10.0,9.0,cresh12,EXECUTIVE_SEMINAR_ROOM_A,26.875,17.2
62.0,10.0,10.0,10.0,cresh08,EXECUTIVE_SEMINAR_ROOM_A,25.125,17.3
61.0,10.0,10.0,10.0,cresh08,EXECUTIVE_SEMINAR_ROOM_A,25.25,17.12
92.0,10.0,10.0,10.0,cresh12,EXECUTIVE_SEMINAR_ROOM_A,27.875,17.13
54.0,10.0,10.0,10.0,cresh12,EXECUTIVE_SEMINAR_ROOM_A,27.0,17.18
77.0,10.0,10.0,10.0,cresh08,EXECUTIVE_SEMINAR_ROOM_A,24.875,17.21
62.0,10.0,10.0,9.0,cresh12,EXECUTIVE_SEMINAR_ROOM_A,26.5,17.32
59.0,10.0,10.0,10.0,cresh08,EXECUTIVE_SEMINAR_ROOM_A,24.875,17.41
64.0,10.0,10.0,9.0,cresh12,EXECUTIVE_SEMINAR_ROOM_A,26.5,17.47
58.0,10.0,10.0,10.0,cresh08,EXECUTIVE_SEMINAR_ROOM_A,25.25,17.50
53.0,11.0,10.0,10.0,cresh08,EXECUTIVE_SEMINAR_ROOM_A,25.125,17.59
59.0,10.0,10.0,10.0,cresh08,EXECUTIVE_SEMINAR_ROOM_A,25.25,18.8
94.0,10.0,10.0,11.0,cresh13,NEAR_DIC_STUDIO_1,29.25,19.6
69.0,10.0,10.0,10.0,cresh11,IRC_LIBRARY_1,30.875,11.5
110.0,10.0,10.0,10.0,cresh04,IRC_LIBRARY_1,30.125,11.5
84.0,10.0,10.0,10.0,cresh11,IRC_LIBRARY_1,29.75,11.15
84.0,10.0,10.0,10.0,cresh11,IRC_LIBRARY_1,29.125,11.27
78.0,10.0,10.0,9.0,cresh11,IRC_LIBRARY_1,29.25,11.36
75.0,10.0,10.0,10.0,cresh11,IRC_LIBRARY_1,28.875,11.46
78.0,10.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,28.125,11.50
73.0,10.0,10.0,10.0,cresh11,IRC_LIBRARY_1,28.75,11.56
95.0,10.0,10.0,11.0,cresh09,OPEN_EXHIBITION_SPACE_2,31.25,11.58
