light_cozie,noise_cozie,user_id,humidity_sensing,light_sensing,noise_sensing,temperature_sensing,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,thermal_cozie
10.0,10.0,cresh27,53.0965,65.0,53.0,24.7008,-0.5262139236518696,-0.8503522249955628,-0.433883739117558,-0.9009688679024191,10.0
11.0,11.0,cresh27,83.33,173.0,68.0,27.5974,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,10.0
11.0,11.0,cresh27,81.0635,156.0,66.0,27.5806,-0.8968727415326883,-0.44228869021900136,-0.433883739117558,-0.9009688679024191,10.0
10.0,10.0,cresh27,90.6405,182.0,64.0,26.1749,-0.7283709698824001,-0.6851829903263593,0.7818314824680297,0.6234898018587336,10.0
10.0,10.0,cresh27,76.0078,98.0,66.0,27.2187,-0.7343225094356856,-0.6788007455329417,0.7818314824680297,0.6234898018587336,10.0
10.0,10.0,cresh27,88.8546,198.0,65.0,26.4981,-0.7743926440821854,-0.6327053285625163,0.7818314824680297,0.6234898018587336,10.0
10.0,10.0,cresh27,61.9107,133.0,53.0,26.7877,-0.7283709698824001,-0.6851829903263593,0.43388373911755823,-0.9009688679024191,10.0
10.0,10.0,cresh27,61.856,131.0,52.0,26.8014,-0.7372773368101239,-0.6755902076156605,0.43388373911755823,-0.9009688679024191,10.0
9.0,10.0,cresh27,61.8511,131.0,48.0,26.7561,-0.7743926440821854,-0.6327053285625163,0.43388373911755823,-0.9009688679024191,10.0
10.0,10.0,cresh27,60.9886,140.0,51.0,26.8014,-0.8166415551616788,-0.5771451900372337,0.43388373911755823,-0.9009688679024191,10.0
10.0,10.0,cresh27,60.1698,606.0,52.0,27.3521,-0.9692309097067544,-0.2461532930289929,0.43388373911755823,-0.9009688679024191,9.0
10.0,10.0,cresh27,64.5422,36.0,47.0,26.5592,-0.9986295347545738,-0.05233595624294431,0.43388373911755823,-0.9009688679024191,10.0
10.0,10.0,cresh27,64.2636,37.0,46.0,26.5929,-0.9986295347545738,-0.05233595624294431,0.43388373911755823,-0.9009688679024191,10.0
10.0,10.0,cresh27,72.0495,171.0,67.0,26.9402,0.5372996083468238,-0.8433914458128857,0.9749279121818236,-0.22252093395631434,10.0
10.0,10.0,cresh27,74.4136,195.0,67.0,30.8331,0.4578739151169566,-0.8890171414857365,0.9749279121818236,-0.22252093395631434,11.0
11.0,10.0,cresh27,71.0339,169.0,70.0,31.0132,0.3867109616368205,-0.922200971670452,0.9749279121818236,-0.22252093395631434,11.0
11.0,10.0,cresh27,72.5449,162.0,68.0,31.0416,0.34611705707749285,-0.9381913359224842,0.9749279121818236,-0.22252093395631434,10.0
11.0,10.0,cresh27,73.1045,171.0,69.0,28.1022,0.29654157497557104,-0.9550199444571866,0.9749279121818236,-0.22252093395631434,10.0
