heartRate_cozie,light_cozie,noise_cozie,user_id,room,humidity_sensing,light_sensing,noise_sensing,temperature_sensing,temperature_mbient,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,user_grouped_cooler,user_grouped_warmer,user_grouped_dimmer,user_grouped_brighter,user_grouped_quieter,user_grouped_louder,room_grouped_cooler,room_grouped_warmer,room_grouped_dimmer,room_grouped_brighter,room_grouped_quieter,room_grouped_louder,thermal_cozie
86.0,9.0,11.0,cresh20,4.0,54.7657,61.0,49.0,24.1217,25.5,0.258819045102521,-0.9659258262890682,0.0,1.0,0.04444444444444445,0.2888888888888889,0.1111111111111111,0.06666666666666668,0.04444444444444445,0.0,0.17894736842105266,0.3105263157894737,0.015789473684210527,0.08947368421052633,0.09473684210526316,0.0,11.0
85.0,10.0,11.0,cresh20,14.0,69.9157,46.0,50.0,24.9408,27.625,-0.9588197348681929,-0.28401534470392265,0.0,1.0,0.04444444444444445,0.2888888888888889,0.1111111111111111,0.06666666666666668,0.04444444444444445,0.0,0.08360128617363344,0.1607717041800643,0.06430868167202572,0.04823151125401929,0.09003215434083603,0.0,9.0
77.0,9.0,10.0,cresh20,14.0,72.8773,46.0,50.0,25.116,27.625,-0.9790454724845838,-0.20364175114017732,0.0,1.0,0.04444444444444445,0.2888888888888889,0.1111111111111111,0.06666666666666668,0.04444444444444445,0.0,0.08360128617363344,0.1607717041800643,0.06430868167202572,0.04823151125401929,0.09003215434083603,0.0,9.0
82.0,10.0,10.0,cresh20,14.0,72.8773,46.0,50.0,25.116,27.75,-0.9799247046208296,-0.19936793441719733,0.0,1.0,0.04444444444444445,0.2888888888888889,0.1111111111111111,0.06666666666666668,0.04444444444444445,0.0,0.08360128617363344,0.1607717041800643,0.06430868167202572,0.04823151125401929,0.09003215434083603,0.0,9.0
79.0,10.0,10.0,cresh20,14.0,71.808,45.0,52.0,25.3225,27.25,-0.9930684569549264,-0.1175373974578376,0.0,1.0,0.04444444444444445,0.2888888888888889,0.1111111111111111,0.06666666666666668,0.04444444444444445,0.0,0.08360128617363344,0.1607717041800643,0.06430868167202572,0.04823151125401929,0.09003215434083603,0.0,9.0
76.0,11.0,10.0,cresh20,14.0,75.6688,48.0,53.0,25.3225,28.5,-0.7009092642998509,-0.7132504491541816,0.9749279121818236,-0.22252093395631434,0.04444444444444445,0.2888888888888889,0.1111111111111111,0.06666666666666668,0.04444444444444445,0.0,0.08360128617363344,0.1607717041800643,0.06430868167202572,0.04823151125401929,0.09003215434083603,0.0,11.0
85.0,11.0,10.0,cresh20,14.0,76.1588,48.0,54.0,25.3361,28.625,-0.7071067811865475,-0.7071067811865477,0.9749279121818236,-0.22252093395631434,0.04444444444444445,0.2888888888888889,0.1111111111111111,0.06666666666666668,0.04444444444444445,0.0,0.08360128617363344,0.1607717041800643,0.06430868167202572,0.04823151125401929,0.09003215434083603,0.0,9.0
77.0,11.0,10.0,cresh20,14.0,77.05199999999998,48.0,57.0,25.4227,28.625,-0.7101853756232854,-0.7040147244559684,0.9749279121818236,-0.22252093395631434,0.04444444444444445,0.2888888888888889,0.1111111111111111,0.06666666666666668,0.04444444444444445,0.0,0.08360128617363344,0.1607717041800643,0.06430868167202572,0.04823151125401929,0.09003215434083603,0.0,9.0
78.0,11.0,10.0,cresh20,14.0,72.4907,46.0,49.0,25.4091,28.75,-0.7933533402912349,-0.6087614290087209,0.9749279121818236,-0.22252093395631434,0.04444444444444445,0.2888888888888889,0.1111111111111111,0.06666666666666668,0.04444444444444445,0.0,0.08360128617363344,0.1607717041800643,0.06430868167202572,0.04823151125401929,0.09003215434083603,0.0,9.0
83.0,11.0,10.0,cresh20,14.0,76.7083,46.0,60.0,25.7491,28.625,-0.8638355052043956,-0.5037739770455265,0.9749279121818236,-0.22252093395631434,0.04444444444444445,0.2888888888888889,0.1111111111111111,0.06666666666666668,0.04444444444444445,0.0,0.08360128617363344,0.1607717041800643,0.06430868167202572,0.04823151125401929,0.09003215434083603,0.0,9.0
