light_cozie,noise_cozie,user_id,humidity_sensing,light_sensing,noise_sensing,temperature_sensing,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,thermal_cozie
10.0,10.0,cresh17,54.2036,63.0,45.0,24.2259,-0.35429103799771583,-0.9351352096860116,0.0,1.0,10.0
10.0,10.0,cresh17,71.7212,46.0,50.0,24.9711,-0.7933533402912349,-0.6087614290087209,0.0,1.0,10.0
10.0,11.0,cresh17,71.7212,46.0,50.0,24.9711,-0.7933533402912349,-0.6087614290087209,0.0,1.0,10.0
9.0,10.0,cresh17,69.6089,45.0,50.0,24.9272,-0.9563047559630352,-0.29237170472273705,0.0,1.0,10.0
10.0,11.0,cresh17,71.808,45.0,52.0,25.3225,-0.9930684569549264,-0.1175373974578376,0.0,1.0,10.0
9.0,11.0,cresh17,70.9231,43.0,59.0,25.601,-0.9978589232386036,0.06540312923014326,0.0,1.0,10.0
11.0,11.0,cresh17,88.4238,49.0,47.0,25.5426,-0.8788171126619653,-0.4771587602596087,0.7818314824680297,0.6234898018587336,9.0
9.0,10.0,cresh17,80.2039,46.0,45.0,25.4227,-0.9550199444571866,-0.29654157497557104,0.7818314824680297,0.6234898018587336,9.0
9.0,10.0,cresh17,83.307,46.0,45.0,25.5426,-0.9799247046208296,-0.19936793441719733,0.7818314824680297,0.6234898018587336,9.0
9.0,11.0,cresh17,82.4745,47.0,56.0,25.8795,-1.0,-1.8369701987210294e-16,0.7818314824680297,0.6234898018587336,9.0
9.0,11.0,cresh17,83.0751,47.0,56.0,25.9244,-1.0,-1.8369701987210294e-16,0.7818314824680297,0.6234898018587336,9.0
9.0,11.0,cresh17,78.4912,47.0,55.0,25.6594,-0.9945218953682734,0.10452846326765301,0.7818314824680297,0.6234898018587336,9.0
9.0,11.0,cresh17,79.2726,46.0,55.0,25.6897,-0.9914448613738104,0.13052619222005124,0.7818314824680297,0.6234898018587336,9.0
9.0,10.0,cresh17,76.3943,46.0,51.0,25.673000000000002,-0.945518575599317,0.3255681544571563,0.7818314824680297,0.6234898018587336,10.0
9.0,10.0,cresh17,84.0932,671.0,52.0,27.0018,-0.9222009716704518,0.3867109616368206,0.7818314824680297,0.6234898018587336,9.0
9.0,11.0,cresh17,84.1574,670.0,52.0,26.9715,-0.9205048534524404,0.3907311284892735,0.7818314824680297,0.6234898018587336,11.0
10.0,11.0,cresh17,62.3346,342.0,56.0,25.1327,0.047978128521344185,-0.9988483864849508,0.43388373911755823,-0.9009688679024191,10.0
10.0,10.0,cresh17,56.4531,67.0,44.0,22.1506,-0.3173046564050919,-0.9483236552061994,0.43388373911755823,-0.9009688679024191,9.0
9.0,11.0,cresh17,63.3003,336.0,55.0,24.8521,-0.9063077870366502,-0.4226182617406991,0.43388373911755823,-0.9009688679024191,10.0
9.0,11.0,cresh17,62.9078,334.0,51.0,25.0159,-0.9455185755993168,-0.32556815445715664,0.43388373911755823,-0.9009688679024191,11.0
9.0,11.0,cresh17,62.2798,334.0,52.0,25.2506,-0.9799247046208296,-0.19936793441719733,0.43388373911755823,-0.9009688679024191,11.0
9.0,11.0,cresh17,63.2623,335.0,54.0,24.8824,-0.9920049496797151,-0.12619896913583006,0.43388373911755823,-0.9009688679024191,11.0
9.0,11.0,cresh17,59.5554,256.0,52.0,27.5437,-0.9995335908367128,-0.030538513209822718,0.43388373911755823,-0.9009688679024191,11.0
10.0,10.0,cresh17,53.8545,66.0,47.0,23.81,0.013089595571344636,-0.9999143275740071,0.43388373911755823,-0.9009688679024191,9.0
9.0,11.0,cresh17,55.7645,66.0,48.0,22.7128,-0.6225146366376194,-0.782608156852414,0.43388373911755823,-0.9009688679024191,9.0
