heartRate_cozie,light_cozie,noise_cozie,thermal_cozie,user_id,room,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,user_grouped_cooler,user_grouped_warmer,user_grouped_dimmer,user_grouped_brighter,user_grouped_quieter,user_grouped_louder,room_grouped_cooler,room_grouped_warmer,room_grouped_dimmer,room_grouped_brighter,room_grouped_quieter,room_grouped_louder
70.0,10.0,10.0,10.0,cresh07,4.0,-0.34202014332566866,-0.9396926207859084,-0.433883739117558,-0.9009688679024191,0.10638297872340426,0.0425531914893617,0.06382978723404255,0.23404255319148937,0.2127659574468085,0.0,0.17894736842105263,0.3105263157894737,0.015789473684210527,0.08947368421052632,0.09473684210526316,0.0
83.0,10.0,10.0,11.0,cresh10,4.0,-0.3461170570774931,-0.938191335922484,-0.433883739117558,-0.9009688679024191,0.2608695652173913,0.043478260869565216,0.043478260869565216,0.021739130434782608,0.10869565217391304,0.0,0.17894736842105263,0.3105263157894737,0.015789473684210527,0.08947368421052632,0.09473684210526316,0.0
61.0,10.0,10.0,10.0,cresh07,4.0,-0.38268343236508967,-0.9238795325112867,-0.433883739117558,-0.9009688679024191,0.10638297872340426,0.0425531914893617,0.06382978723404255,0.23404255319148937,0.2127659574468085,0.0,0.17894736842105263,0.3105263157894737,0.015789473684210527,0.08947368421052632,0.09473684210526316,0.0
92.0,10.0,10.0,11.0,cresh10,4.0,-0.38268343236508967,-0.9238795325112867,-0.433883739117558,-0.9009688679024191,0.2608695652173913,0.043478260869565216,0.043478260869565216,0.021739130434782608,0.10869565217391304,0.0,0.17894736842105263,0.3105263157894737,0.015789473684210527,0.08947368421052632,0.09473684210526316,0.0
70.0,10.0,10.0,10.0,cresh07,4.0,-0.46561452032511136,-0.8849876374630419,-0.433883739117558,-0.9009688679024191,0.10638297872340426,0.0425531914893617,0.06382978723404255,0.23404255319148937,0.2127659574468085,0.0,0.17894736842105263,0.3105263157894737,0.015789473684210527,0.08947368421052632,0.09473684210526316,0.0
76.0,10.0,10.0,10.0,cresh07,4.0,-0.5150380749100542,-0.8571673007021123,-0.433883739117558,-0.9009688679024191,0.10638297872340426,0.0425531914893617,0.06382978723404255,0.23404255319148937,0.2127659574468085,0.0,0.17894736842105263,0.3105263157894737,0.015789473684210527,0.08947368421052632,0.09473684210526316,0.0
76.0,10.0,11.0,11.0,cresh10,4.0,-0.5150380749100542,-0.8571673007021123,-0.433883739117558,-0.9009688679024191,0.2608695652173913,0.043478260869565216,0.043478260869565216,0.021739130434782608,0.10869565217391304,0.0,0.17894736842105263,0.3105263157894737,0.015789473684210527,0.08947368421052632,0.09473684210526316,0.0
114.0,10.0,10.0,10.0,cresh08,6.0,-0.6156614753256582,-0.788010753606722,-0.433883739117558,-0.9009688679024191,0.1,0.0,0.075,0.0,0.2,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.7142857142857143,0.0
78.0,11.0,11.0,11.0,cresh07,1.0,-0.6259234721840591,-0.7798844830928818,-0.433883739117558,-0.9009688679024191,0.10638297872340426,0.0425531914893617,0.06382978723404255,0.23404255319148937,0.2127659574468085,0.0,0.4840764331210191,0.06369426751592357,0.10191082802547771,0.46496815286624205,0.445859872611465,0.0
73.0,10.0,10.0,11.0,cresh12,4.0,-0.6527597524627224,-0.7575649843840495,-0.433883739117558,-0.9009688679024191,0.56,0.06,0.02,0.1,0.2,0.0,0.17894736842105263,0.3105263157894737,0.015789473684210527,0.08947368421052632,0.09473684210526316,0.0
59.0,10.0,10.0,11.0,cresh12,4.0,-0.6691306063588582,-0.7431448254773942,-0.433883739117558,-0.9009688679024191,0.56,0.06,0.02,0.1,0.2,0.0,0.17894736842105263,0.3105263157894737,0.015789473684210527,0.08947368421052632,0.09473684210526316,0.0
75.0,11.0,11.0,11.0,cresh07,3.0,-0.6723668074346679,-0.7402181274868322,-0.433883739117558,-0.9009688679024191,0.10638297872340426,0.0425531914893617,0.06382978723404255,0.23404255319148937,0.2127659574468085,0.0,0.21428571428571427,0.0,0.03571428571428571,0.39285714285714285,0.10714285714285714,0.0
63.0,10.0,10.0,11.0,cresh12,4.0,-0.7313537016191705,-0.6819983600624986,-0.433883739117558,-0.9009688679024191,0.56,0.06,0.02,0.1,0.2,0.0,0.17894736842105263,0.3105263157894737,0.015789473684210527,0.08947368421052632,0.09473684210526316,0.0
82.0,11.0,11.0,11.0,cresh07,1.0,-0.740218127486832,-0.6723668074346681,-0.433883739117558,-0.9009688679024191,0.10638297872340426,0.0425531914893617,0.06382978723404255,0.23404255319148937,0.2127659574468085,0.0,0.4840764331210191,0.06369426751592357,0.10191082802547771,0.46496815286624205,0.445859872611465,0.0
84.0,10.0,10.0,10.0,cresh08,3.0,-0.788010753606722,-0.6156614753256582,-0.433883739117558,-0.9009688679024191,0.1,0.0,0.075,0.0,0.2,0.0,0.21428571428571427,0.0,0.03571428571428571,0.39285714285714285,0.10714285714285714,0.0
66.0,10.0,10.0,11.0,cresh12,4.0,-0.7906895737438433,-0.6122172800344493,-0.433883739117558,-0.9009688679024191,0.56,0.06,0.02,0.1,0.2,0.0,0.17894736842105263,0.3105263157894737,0.015789473684210527,0.08947368421052632,0.09473684210526316,0.0
82.0,11.0,10.0,11.0,cresh12,4.0,-0.8338858220671681,-0.5519369853120584,-0.433883739117558,-0.9009688679024191,0.56,0.06,0.02,0.1,0.2,0.0,0.17894736842105263,0.3105263157894737,0.015789473684210527,0.08947368421052632,0.09473684210526316,0.0
86.0,10.0,10.0,11.0,cresh09,0.0,-0.8362861558477592,-0.5482932295199142,-0.433883739117558,-0.9009688679024191,0.47058823529411764,0.0196078431372549,0.0196078431372549,0.13725490196078433,0.0392156862745098,0.0,0.3333333333333333,0.1111111111111111,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.0
87.0,10.0,11.0,10.0,cresh08,7.0,-0.8480480961564258,-0.529919264233205,-0.433883739117558,-0.9009688679024191,0.1,0.0,0.075,0.0,0.2,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0
88.0,10.0,10.0,10.0,cresh07,3.0,-0.8480480961564258,-0.529919264233205,-0.433883739117558,-0.9009688679024191,0.10638297872340426,0.0425531914893617,0.06382978723404255,0.23404255319148937,0.2127659574468085,0.0,0.21428571428571427,0.0,0.03571428571428571,0.39285714285714285,0.10714285714285714,0.0
96.0,10.0,10.0,11.0,cresh09,0.0,-0.8638355052043956,-0.5037739770455265,-0.433883739117558,-0.9009688679024191,0.47058823529411764,0.0196078431372549,0.0196078431372549,0.13725490196078433,0.0392156862745098,0.0,0.3333333333333333,0.1111111111111111,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.0
62.0,10.0,10.0,11.0,cresh12,4.0,-0.8681988144891424,-0.4962165036752081,-0.433883739117558,-0.9009688679024191,0.56,0.06,0.02,0.1,0.2,0.0,0.17894736842105263,0.3105263157894737,0.015789473684210527,0.08947368421052632,0.09473684210526316,0.0
109.0,10.0,10.0,10.0,cresh08,4.0,-0.9025852843498606,-0.43051109680829514,-0.433883739117558,-0.9009688679024191,0.1,0.0,0.075,0.0,0.2,0.0,0.17894736842105263,0.3105263157894737,0.015789473684210527,0.08947368421052632,0.09473684210526316,0.0
66.0,10.0,10.0,11.0,cresh12,0.0,-0.9063077870366502,-0.4226182617406991,-0.433883739117558,-0.9009688679024191,0.56,0.06,0.02,0.1,0.2,0.0,0.3333333333333333,0.1111111111111111,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.0
66.0,10.0,10.0,11.0,cresh12,0.0,-0.9288095528719243,-0.3705574375098359,-0.433883739117558,-0.9009688679024191,0.56,0.06,0.02,0.1,0.2,0.0,0.3333333333333333,0.1111111111111111,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.0
85.0,10.0,10.0,11.0,cresh07,3.0,-0.938191335922484,-0.34611705707749335,-0.433883739117558,-0.9009688679024191,0.10638297872340426,0.0425531914893617,0.06382978723404255,0.23404255319148937,0.2127659574468085,0.0,0.21428571428571427,0.0,0.03571428571428571,0.39285714285714285,0.10714285714285714,0.0
69.0,9.0,11.0,11.0,cresh06,4.0,0.7193398003386511,-0.6946583704589974,0.0,1.0,0.09836065573770492,0.4672131147540984,0.0,0.10655737704918032,0.08196721311475409,0.0,0.17894736842105263,0.3105263157894737,0.015789473684210527,0.08947368421052632,0.09473684210526316,0.0
