heartRate_cozie,light_cozie,noise_cozie,thermal_cozie,user_id,room,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,user_grouped_cooler,user_grouped_warmer,user_grouped_dimmer,user_grouped_brighter,user_grouped_quieter,user_grouped_louder,room_grouped_cooler,room_grouped_warmer,room_grouped_dimmer,room_grouped_brighter,room_grouped_quieter,room_grouped_louder
72.0,9.0,11.0,11.0,cresh06,4.0,0.6461239796429638,-0.7632324697825289,0.0,1.0,0.09836065573770492,0.4672131147540984,0.0,0.10655737704918032,0.08196721311475409,0.0,0.17894736842105263,0.3105263157894737,0.015789473684210527,0.08947368421052632,0.09473684210526316,0.0
74.0,9.0,11.0,11.0,cresh06,4.0,0.6052939880428945,-0.796002002534622,0.0,1.0,0.09836065573770492,0.4672131147540984,0.0,0.10655737704918032,0.08196721311475409,0.0,0.17894736842105263,0.3105263157894737,0.015789473684210527,0.08947368421052632,0.09473684210526316,0.0
64.0,10.0,11.0,10.0,cresh02,4.0,0.5948227867513413,-0.8038568606172174,0.0,1.0,0.6949152542372882,0.13559322033898305,0.3559322033898305,0.22033898305084745,0.3559322033898305,0.0,0.17894736842105263,0.3105263157894737,0.015789473684210527,0.08947368421052632,0.09473684210526316,0.0
68.0,10.0,10.0,10.0,cresh13,4.0,0.15643446504023098,-0.9876883405951377,0.0,1.0,0.6078431372549019,0.0196078431372549,0.0,0.49019607843137253,0.5294117647058824,0.0,0.17894736842105263,0.3105263157894737,0.015789473684210527,0.08947368421052632,0.09473684210526316,0.0
83.0,9.0,10.0,10.0,cresh13,4.0,0.0871557427476582,-0.9961946980917455,0.0,1.0,0.6078431372549019,0.0196078431372549,0.0,0.49019607843137253,0.5294117647058824,0.0,0.17894736842105263,0.3105263157894737,0.015789473684210527,0.08947368421052632,0.09473684210526316,0.0
93.0,10.0,11.0,10.0,cresh13,10.0,-0.05669278756337741,-0.9983916705573488,0.0,1.0,0.6078431372549019,0.0196078431372549,0.0,0.49019607843137253,0.5294117647058824,0.0,0.25892857142857145,0.10714285714285714,0.03571428571428571,0.20535714285714285,0.2857142857142857,0.0
79.0,10.0,11.0,9.0,cresh13,10.0,-0.2881962681340892,-0.9575713608048144,0.0,1.0,0.6078431372549019,0.0196078431372549,0.0,0.49019607843137253,0.5294117647058824,0.0,0.25892857142857145,0.10714285714285714,0.03571428571428571,0.20535714285714285,0.2857142857142857,0.0
70.0,9.0,11.0,9.0,cresh15,4.0,-0.30486429902801093,-0.9523957996432784,0.0,1.0,0.5945945945945946,0.10810810810810811,0.02702702702702703,0.5405405405405406,0.6756756756756757,0.0,0.17894736842105263,0.3105263157894737,0.015789473684210527,0.08947368421052632,0.09473684210526316,0.0
70.0,10.0,10.0,11.0,cresh03,4.0,-0.38671096163682067,-0.9222009716704518,0.0,1.0,0.2,0.044444444444444446,0.5111111111111111,0.15555555555555556,0.044444444444444446,0.0,0.17894736842105263,0.3105263157894737,0.015789473684210527,0.08947368421052632,0.09473684210526316,0.0
78.0,9.0,11.0,9.0,cresh15,4.0,-0.39073112848927355,-0.9205048534524404,0.0,1.0,0.5945945945945946,0.10810810810810811,0.02702702702702703,0.5405405405405406,0.6756756756756757,0.0,0.17894736842105263,0.3105263157894737,0.015789473684210527,0.08947368421052632,0.09473684210526316,0.0
75.0,9.0,11.0,9.0,cresh15,4.0,-0.4067366430758002,-0.9135454576426009,0.0,1.0,0.5945945945945946,0.10810810810810811,0.02702702702702703,0.5405405405405406,0.6756756756756757,0.0,0.17894736842105263,0.3105263157894737,0.015789473684210527,0.08947368421052632,0.09473684210526316,0.0
94.0,9.0,11.0,11.0,cresh14,1.0,-0.434445257404417,-0.900698239322588,0.0,1.0,0.04411764705882353,0.20588235294117646,0.0,0.058823529411764705,0.07352941176470588,0.0,0.4840764331210191,0.06369426751592357,0.10191082802547771,0.46496815286624205,0.445859872611465,0.0
84.0,10.0,10.0,11.0,cresh03,0.0,-0.43837114678907746,-0.8987940462991669,0.0,1.0,0.2,0.044444444444444446,0.5111111111111111,0.15555555555555556,0.044444444444444446,0.0,0.3333333333333333,0.1111111111111111,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.0
94.0,9.0,11.0,9.0,cresh14,1.0,-0.47331966718484325,-0.8808907382053857,0.0,1.0,0.04411764705882353,0.20588235294117646,0.0,0.058823529411764705,0.07352941176470588,0.0,0.4840764331210191,0.06369426751592357,0.10191082802547771,0.46496815286624205,0.445859872611465,0.0
75.0,9.0,11.0,11.0,cresh15,1.0,-0.5075383629607042,-0.8616291604415257,0.0,1.0,0.5945945945945946,0.10810810810810811,0.02702702702702703,0.5405405405405406,0.6756756756756757,0.0,0.4840764331210191,0.06369426751592357,0.10191082802547771,0.46496815286624205,0.445859872611465,0.0
87.0,9.0,11.0,11.0,cresh15,1.0,-0.5771451900372335,-0.816641555161679,0.0,1.0,0.5945945945945946,0.10810810810810811,0.02702702702702703,0.5405405405405406,0.6756756756756757,0.0,0.4840764331210191,0.06369426751592357,0.10191082802547771,0.46496815286624205,0.445859872611465,0.0
109.0,10.0,10.0,10.0,cresh11,4.0,-0.6327053285625159,-0.7743926440821857,0.0,1.0,0.34146341463414637,0.024390243902439025,0.4878048780487805,0.024390243902439025,0.04878048780487805,0.0,0.17894736842105263,0.3105263157894737,0.015789473684210527,0.08947368421052632,0.09473684210526316,0.0
69.0,10.0,10.0,10.0,cresh05,4.0,-0.636078220277764,-0.77162458338772,0.0,1.0,0.2692307692307692,0.038461538461538464,0.038461538461538464,0.057692307692307696,0.0,0.0,0.17894736842105263,0.3105263157894737,0.015789473684210527,0.08947368421052632,0.09473684210526316,0.0
85.0,9.0,11.0,10.0,cresh13,1.0,-0.6560590289905072,-0.7547095802227721,0.0,1.0,0.6078431372549019,0.0196078431372549,0.0,0.49019607843137253,0.5294117647058824,0.0,0.4840764331210191,0.06369426751592357,0.10191082802547771,0.46496815286624205,0.445859872611465,0.0
122.0,10.0,10.0,10.0,cresh11,4.0,-0.6626200482157376,-0.7489557207890021,0.0,1.0,0.34146341463414637,0.024390243902439025,0.4878048780487805,0.024390243902439025,0.04878048780487805,0.0,0.17894736842105263,0.3105263157894737,0.015789473684210527,0.08947368421052632,0.09473684210526316,0.0
71.0,10.0,10.0,10.0,cresh01,4.0,-0.6691306063588582,-0.7431448254773942,0.0,1.0,0.09433962264150944,0.1509433962264151,0.05660377358490566,0.3018867924528302,0.09433962264150944,0.0,0.17894736842105263,0.3105263157894737,0.015789473684210527,0.08947368421052632,0.09473684210526316,0.0
92.0,10.0,10.0,10.0,cresh05,4.0,-0.6723668074346679,-0.7402181274868322,0.0,1.0,0.2692307692307692,0.038461538461538464,0.038461538461538464,0.057692307692307696,0.0,0.0,0.17894736842105263,0.3105263157894737,0.015789473684210527,0.08947368421052632,0.09473684210526316,0.0
73.0,10.0,10.0,10.0,cresh04,4.0,-0.7101853756232854,-0.7040147244559684,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17894736842105263,0.3105263157894737,0.015789473684210527,0.08947368421052632,0.09473684210526316,0.0
80.0,10.0,10.0,11.0,cresh11,4.0,-0.7253743710122875,-0.688354575693754,0.0,1.0,0.34146341463414637,0.024390243902439025,0.4878048780487805,0.024390243902439025,0.04878048780487805,0.0,0.17894736842105263,0.3105263157894737,0.015789473684210527,0.08947368421052632,0.09473684210526316,0.0
83.0,9.0,11.0,10.0,cresh13,3.0,-0.7518398074789773,-0.6593458151000691,0.0,1.0,0.6078431372549019,0.0196078431372549,0.0,0.49019607843137253,0.5294117647058824,0.0,0.21428571428571427,0.0,0.03571428571428571,0.39285714285714285,0.10714285714285714,0.0
75.0,10.0,10.0,11.0,cresh01,4.0,-0.7518398074789773,-0.6593458151000691,0.0,1.0,0.09433962264150944,0.1509433962264151,0.05660377358490566,0.3018867924528302,0.09433962264150944,0.0,0.17894736842105263,0.3105263157894737,0.015789473684210527,0.08947368421052632,0.09473684210526316,0.0
91.0,9.0,10.0,11.0,cresh06,4.0,-0.8090169943749473,-0.5877852522924732,0.0,1.0,0.09836065573770492,0.4672131147540984,0.0,0.10655737704918032,0.08196721311475409,0.0,0.17894736842105263,0.3105263157894737,0.015789473684210527,0.08947368421052632,0.09473684210526316,0.0
82.0,9.0,10.0,10.0,cresh06,4.0,-0.838670567945424,-0.544639035015027,0.0,1.0,0.09836065573770492,0.4672131147540984,0.0,0.10655737704918032,0.08196721311475409,0.0,0.17894736842105263,0.3105263157894737,0.015789473684210527,0.08947368421052632,0.09473684210526316,0.0
66.0,10.0,10.0,9.0,cresh01,7.0,-0.8849876374630418,-0.4656145203251116,0.0,1.0,0.09433962264150944,0.1509433962264151,0.05660377358490566,0.3018867924528302,0.09433962264150944,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0
61.0,9.0,10.0,9.0,cresh01,7.0,-0.9117620435770883,-0.4107188526134777,0.0,1.0,0.09433962264150944,0.1509433962264151,0.05660377358490566,0.3018867924528302,0.09433962264150944,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0
79.0,10.0,11.0,10.0,cresh13,10.0,-0.913545457642601,-0.4067366430758001,0.0,1.0,0.6078431372549019,0.0196078431372549,0.0,0.49019607843137253,0.5294117647058824,0.0,0.25892857142857145,0.10714285714285714,0.03571428571428571,0.20535714285714285,0.2857142857142857,0.0
54.0,10.0,10.0,9.0,cresh01,7.0,-0.938191335922484,-0.34611705707749335,0.0,1.0,0.09433962264150944,0.1509433962264151,0.05660377358490566,0.3018867924528302,0.09433962264150944,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0
82.0,9.0,11.0,11.0,cresh13,10.0,-0.958819734868193,-0.28401534470392265,0.0,1.0,0.6078431372549019,0.0196078431372549,0.0,0.49019607843137253,0.5294117647058824,0.0,0.25892857142857145,0.10714285714285714,0.03571428571428571,0.20535714285714285,0.2857142857142857,0.0
55.0,10.0,10.0,10.0,cresh01,7.0,-0.958819734868193,-0.28401534470392265,0.0,1.0,0.09433962264150944,0.1509433962264151,0.05660377358490566,0.3018867924528302,0.09433962264150944,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0
86.0,9.0,11.0,11.0,cresh13,10.0,-0.9753423205085128,-0.22069743502150077,0.0,1.0,0.6078431372549019,0.0196078431372549,0.0,0.49019607843137253,0.5294117647058824,0.0,0.25892857142857145,0.10714285714285714,0.03571428571428571,0.20535714285714285,0.2857142857142857,0.0
92.0,9.0,11.0,11.0,cresh13,10.0,-0.9953961983671787,-0.09584575252022441,0.0,1.0,0.6078431372549019,0.0196078431372549,0.0,0.49019607843137253,0.5294117647058824,0.0,0.25892857142857145,0.10714285714285714,0.03571428571428571,0.20535714285714285,0.2857142857142857,0.0
75.0,10.0,10.0,10.0,cresh14,11.0,-0.9953961983671789,0.09584575252022405,0.0,1.0,0.04411764705882353,0.20588235294117646,0.0,0.058823529411764705,0.07352941176470588,0.0,0.13793103448275862,0.13793103448275862,0.05172413793103448,0.034482758620689655,0.034482758620689655,0.0
90.0,9.0,11.0,11.0,cresh13,10.0,-0.9411760152563707,0.3379167180033267,0.0,1.0,0.6078431372549019,0.0196078431372549,0.0,0.49019607843137253,0.5294117647058824,0.0,0.25892857142857145,0.10714285714285714,0.03571428571428571,0.20535714285714285,0.2857142857142857,0.0
95.0,10.0,10.0,9.0,cresh14,10.0,-0.9396926207859083,0.34202014332566905,0.0,1.0,0.04411764705882353,0.20588235294117646,0.0,0.058823529411764705,0.07352941176470588,0.0,0.25892857142857145,0.10714285714285714,0.03571428571428571,0.20535714285714285,0.2857142857142857,0.0
71.0,9.0,11.0,10.0,cresh13,10.0,-0.9081431738250815,0.41865973753742775,0.0,1.0,0.6078431372549019,0.0196078431372549,0.0,0.49019607843137253,0.5294117647058824,0.0,0.25892857142857145,0.10714285714285714,0.03571428571428571,0.20535714285714285,0.2857142857142857,0.0
76.0,9.0,11.0,11.0,cresh13,10.0,-0.8265897491271887,0.5628049276950685,0.0,1.0,0.6078431372549019,0.0196078431372549,0.0,0.49019607843137253,0.5294117647058824,0.0,0.25892857142857145,0.10714285714285714,0.03571428571428571,0.20535714285714285,0.2857142857142857,0.0
88.0,9.0,11.0,11.0,cresh13,10.0,-0.47715876025960874,0.8788171126619652,0.0,1.0,0.6078431372549019,0.0196078431372549,0.0,0.49019607843137253,0.5294117647058824,0.0,0.25892857142857145,0.10714285714285714,0.03571428571428571,0.20535714285714285,0.2857142857142857,0.0
75.0,10.0,10.0,10.0,cresh06,11.0,0.5446390350150273,-0.8386705679454239,0.7818314824680297,0.6234898018587336,0.09836065573770492,0.4672131147540984,0.0,0.10655737704918032,0.08196721311475409,0.0,0.13793103448275862,0.13793103448275862,0.05172413793103448,0.034482758620689655,0.034482758620689655,0.0
73.0,11.0,10.0,10.0,cresh11,7.0,0.17794354547384184,-0.9840406976462909,0.7818314824680297,0.6234898018587336,0.34146341463414637,0.024390243902439025,0.4878048780487805,0.024390243902439025,0.04878048780487805,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0
69.0,9.0,10.0,10.0,cresh01,1.0,0.12186934340514755,-0.992546151641322,0.7818314824680297,0.6234898018587336,0.09433962264150944,0.1509433962264151,0.05660377358490566,0.3018867924528302,0.09433962264150944,0.0,0.4840764331210191,0.06369426751592357,0.10191082802547771,0.46496815286624205,0.445859872611465,0.0
106.0,10.0,11.0,11.0,cresh11,1.0,0.12186934340514755,-0.992546151641322,0.7818314824680297,0.6234898018587336,0.34146341463414637,0.024390243902439025,0.4878048780487805,0.024390243902439025,0.04878048780487805,0.0,0.4840764331210191,0.06369426751592357,0.10191082802547771,0.46496815286624205,0.445859872611465,0.0
69.0,10.0,10.0,11.0,cresh15,0.0,0.09150161866340258,-0.9958049275746617,0.7818314824680297,0.6234898018587336,0.5945945945945946,0.10810810810810811,0.02702702702702703,0.5405405405405406,0.6756756756756757,0.0,0.3333333333333333,0.1111111111111111,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.0
86.0,9.0,10.0,10.0,cresh14,10.0,0.07845909572784507,-0.996917333733128,0.7818314824680297,0.6234898018587336,0.04411764705882353,0.20588235294117646,0.0,0.058823529411764705,0.07352941176470588,0.0,0.25892857142857145,0.10714285714285714,0.03571428571428571,0.20535714285714285,0.2857142857142857,0.0
64.0,9.0,10.0,10.0,cresh01,1.0,0.05669278756337766,-0.9983916705573488,0.7818314824680297,0.6234898018587336,0.09433962264150944,0.1509433962264151,0.05660377358490566,0.3018867924528302,0.09433962264150944,0.0,0.4840764331210191,0.06369426751592357,0.10191082802547771,0.46496815286624205,0.445859872611465,0.0
100.0,11.0,11.0,11.0,cresh11,1.0,0.03489949670250114,-0.9993908270190958,0.7818314824680297,0.6234898018587336,0.34146341463414637,0.024390243902439025,0.4878048780487805,0.024390243902439025,0.04878048780487805,0.0,0.4840764331210191,0.06369426751592357,0.10191082802547771,0.46496815286624205,0.445859872611465,0.0
70.0,10.0,10.0,10.0,cresh06,4.0,0.017452406437283435,-0.9998476951563913,0.7818314824680297,0.6234898018587336,0.09836065573770492,0.4672131147540984,0.0,0.10655737704918032,0.08196721311475409,0.0,0.17894736842105263,0.3105263157894737,0.015789473684210527,0.08947368421052632,0.09473684210526316,0.0
70.0,10.0,10.0,10.0,cresh06,4.0,0.017452406437283435,-0.9998476951563913,0.7818314824680297,0.6234898018587336,0.09836065573770492,0.4672131147540984,0.0,0.10655737704918032,0.08196721311475409,0.0,0.17894736842105263,0.3105263157894737,0.015789473684210527,0.08947368421052632,0.09473684210526316,0.0
119.0,10.0,10.0,10.0,cresh06,4.0,-0.017452406437283637,-0.9998476951563913,0.7818314824680297,0.6234898018587336,0.09836065573770492,0.4672131147540984,0.0,0.10655737704918032,0.08196721311475409,0.0,0.17894736842105263,0.3105263157894737,0.015789473684210527,0.08947368421052632,0.09473684210526316,0.0
63.0,10.0,10.0,10.0,cresh06,4.0,-0.08280820751220438,-0.9965655024977614,0.7818314824680297,0.6234898018587336,0.09836065573770492,0.4672131147540984,0.0,0.10655737704918032,0.08196721311475409,0.0,0.17894736842105263,0.3105263157894737,0.015789473684210527,0.08947368421052632,0.09473684210526316,0.0
63.0,10.0,10.0,10.0,cresh06,4.0,-0.1478094111296106,-0.9890158633619168,0.7818314824680297,0.6234898018587336,0.09836065573770492,0.4672131147540984,0.0,0.10655737704918032,0.08196721311475409,0.0,0.17894736842105263,0.3105263157894737,0.015789473684210527,0.08947368421052632,0.09473684210526316,0.0
66.0,10.0,10.0,10.0,cresh06,4.0,-0.19509032201612836,-0.9807852804032304,0.7818314824680297,0.6234898018587336,0.09836065573770492,0.4672131147540984,0.0,0.10655737704918032,0.08196721311475409,0.0,0.17894736842105263,0.3105263157894737,0.015789473684210527,0.08947368421052632,0.09473684210526316,0.0
89.0,10.0,10.0,10.0,cresh14,10.0,-0.22920039092241432,-0.9733792584604485,0.7818314824680297,0.6234898018587336,0.04411764705882353,0.20588235294117646,0.0,0.058823529411764705,0.07352941176470588,0.0,0.25892857142857145,0.10714285714285714,0.03571428571428571,0.20535714285714285,0.2857142857142857,0.0
64.0,10.0,10.0,10.0,cresh06,4.0,-0.2588190451025208,-0.9659258262890683,0.7818314824680297,0.6234898018587336,0.09836065573770492,0.4672131147540984,0.0,0.10655737704918032,0.08196721311475409,0.0,0.17894736842105263,0.3105263157894737,0.015789473684210527,0.08947368421052632,0.09473684210526316,0.0
94.0,9.0,10.0,10.0,cresh14,10.0,-0.30486429902801093,-0.9523957996432784,0.7818314824680297,0.6234898018587336,0.04411764705882353,0.20588235294117646,0.0,0.058823529411764705,0.07352941176470588,0.0,0.25892857142857145,0.10714285714285714,0.03571428571428571,0.20535714285714285,0.2857142857142857,0.0
65.0,10.0,10.0,9.0,cresh06,4.0,-0.32143946530316153,-0.9469301294951057,0.7818314824680297,0.6234898018587336,0.09836065573770492,0.4672131147540984,0.0,0.10655737704918032,0.08196721311475409,0.0,0.17894736842105263,0.3105263157894737,0.015789473684210527,0.08947368421052632,0.09473684210526316,0.0
82.0,10.0,10.0,10.0,cresh05,0.0,-0.36650122672429736,-0.9304175679820245,0.7818314824680297,0.6234898018587336,0.2692307692307692,0.038461538461538464,0.038461538461538464,0.057692307692307696,0.0,0.0,0.3333333333333333,0.1111111111111111,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.0
89.0,10.0,10.0,10.0,cresh05,0.0,-0.374606593415912,-0.9271838545667874,0.7818314824680297,0.6234898018587336,0.2692307692307692,0.038461538461538464,0.038461538461538464,0.057692307692307696,0.0,0.0,0.3333333333333333,0.1111111111111111,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.0
67.0,10.0,10.0,10.0,cresh06,4.0,-0.38268343236508967,-0.9238795325112867,0.7818314824680297,0.6234898018587336,0.09836065573770492,0.4672131147540984,0.0,0.10655737704918032,0.08196721311475409,0.0,0.17894736842105263,0.3105263157894737,0.015789473684210527,0.08947368421052632,0.09473684210526316,0.0
84.0,10.0,10.0,10.0,cresh14,10.0,-0.4809887689193874,-0.8767267557075078,0.7818314824680297,0.6234898018587336,0.04411764705882353,0.20588235294117646,0.0,0.058823529411764705,0.07352941176470588,0.0,0.25892857142857145,0.10714285714285714,0.03571428571428571,0.20535714285714285,0.2857142857142857,0.0
