heartRate_cozie,light_cozie,noise_cozie,user_id,humidity_sensing,light_sensing,noise_sensing,temperature_sensing,temperature_mbient,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,thermal_cozie
68.0,10.0,10.0,cresh29,60.7246,144.0,48.0,26.8151,27.5,0.3947438563842674,-0.9187912101488982,-0.433883739117558,-0.9009688679024191,10.0
58.0,10.0,10.0,cresh29,60.1406,255.0,49.0,26.8919,27.375,0.19936793441719725,-0.9799247046208296,-0.433883739117558,-0.9009688679024191,10.0
76.0,10.0,10.0,cresh29,62.0446,139.0,46.0,26.5171,27.5,0.45009844103743496,-0.892978943411137,-0.433883739117558,-0.9009688679024191,10.0
70.0,10.0,10.0,cresh29,61.5506,169.0,51.0,26.6382,26.5,0.3826834323650897,-0.9238795325112868,-0.433883739117558,-0.9009688679024191,10.0
62.0,10.0,10.0,cresh29,61.4764,157.0,50.0,26.6245,26.625,0.3214394653031617,-0.9469301294951056,-0.433883739117558,-0.9009688679024191,10.0
74.0,10.0,10.0,cresh29,61.6492,183.0,52.0,26.5792,26.875,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,10.0
74.0,10.0,10.0,cresh29,60.681999999999995,186.0,46.0,26.8298,26.75,-0.004363309284746621,-0.9999904807207344,-0.433883739117558,-0.9009688679024191,10.0
70.0,10.0,10.0,cresh29,60.62600000000001,207.0,49.0,26.8604,27.125,-0.07845909572784482,-0.9969173337331279,-0.433883739117558,-0.9009688679024191,10.0
70.0,10.0,10.0,cresh29,60.4484,198.0,46.0,26.8604,27.125,-0.12619896913582976,-0.9920049496797151,-0.433883739117558,-0.9009688679024191,10.0
70.0,10.0,10.0,cresh29,60.0189,201.0,47.0,26.9646,27.125,-0.1950903220161284,-0.9807852804032304,-0.433883739117558,-0.9009688679024191,10.0
70.0,10.0,10.0,cresh29,59.845,176.0,48.0,26.9783,27.125,-0.25460194820552745,-0.9670459389139432,-0.433883739117558,-0.9009688679024191,10.0
70.0,10.0,10.0,cresh29,59.8632,199.0,51.0,27.0099,27.125,-0.32143946530316153,-0.9469301294951056,-0.433883739117558,-0.9009688679024191,10.0
66.0,10.0,10.0,cresh29,60.07,204.0,49.0,27.0236,27.125,-0.3826834323650897,-0.9238795325112868,-0.433883739117558,-0.9009688679024191,10.0
66.0,10.0,10.0,cresh29,59.98,226.0,47.0,27.0825,27.25,-0.4422886902190011,-0.8968727415326884,-0.433883739117558,-0.9009688679024191,10.0
78.0,10.0,10.0,cresh29,59.6941,271.0,53.0,27.1562,27.375,-0.5000000000000001,-0.8660254037844386,-0.433883739117558,-0.9009688679024191,10.0
78.0,10.0,10.0,cresh29,59.6552,224.0,47.0,27.2489,27.25,-0.5591929034707467,-0.8290375725550418,-0.433883739117558,-0.9009688679024191,10.0
91.0,10.0,10.0,cresh29,59.8352,152.0,48.0,27.2626,27.5,-0.6122172800344491,-0.7906895737438435,-0.433883739117558,-0.9009688679024191,10.0
91.0,10.0,10.0,cresh29,59.6004,166.0,49.0,27.4395,26.875,-0.6626200482157376,-0.7489557207890021,-0.433883739117558,-0.9009688679024191,10.0
61.0,10.0,10.0,cresh29,59.5664,217.0,48.0,27.4563,27.5,-0.7101853756232854,-0.7040147244559684,-0.433883739117558,-0.9009688679024191,10.0
70.0,10.0,10.0,cresh29,59.5384,330.0,51.0,27.53,27.625,-0.7933533402912349,-0.6087614290087209,-0.433883739117558,-0.9009688679024191,10.0
70.0,10.0,10.0,cresh29,59.3048,275.0,52.0,27.6332,27.75,-0.8338858220671681,-0.5519369853120584,-0.433883739117558,-0.9009688679024191,10.0
70.0,10.0,10.0,cresh29,59.2209,439.0,50.0,27.7522,27.875,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,10.0
70.0,10.0,10.0,cresh29,59.2172,660.0,47.0,27.7069,27.75,-0.8968727415326883,-0.44228869021900136,-0.433883739117558,-0.9009688679024191,10.0
70.0,10.0,10.0,cresh29,58.5079,1294.0,47.0,27.9459,28.0,-0.9238795325112868,-0.3826834323650895,-0.433883739117558,-0.9009688679024191,10.0
70.0,10.0,10.0,cresh29,58.9094,96.0,51.0,27.7964,27.75,-0.9469301294951056,-0.3214394653031618,-0.433883739117558,-0.9009688679024191,10.0
70.0,10.0,10.0,cresh29,58.9617,195.0,47.0,27.7375,27.25,-0.9670459389139432,-0.2546019482055277,-0.433883739117558,-0.9009688679024191,10.0
70.0,10.0,10.0,cresh29,59.2452,189.0,47.0,27.6332,27.5,-0.9799247046208296,-0.19936793441719733,-0.433883739117558,-0.9009688679024191,10.0
69.0,10.0,10.0,cresh29,59.0444,175.0,46.0,27.648000000000003,27.5,-0.9908658973868822,-0.13485093027372275,-0.433883739117558,-0.9009688679024191,10.0
70.0,10.0,10.0,cresh29,59.0761,175.0,47.0,27.5743,27.5,-0.9975640502598242,-0.06975647374412558,-0.433883739117558,-0.9009688679024191,10.0
70.0,10.0,10.0,cresh29,59.1612,176.0,56.0,27.4711,27.375,-0.9999904807207344,-0.004363309284746483,-0.433883739117558,-0.9009688679024191,10.0
