light_cozie,noise_cozie,user_id,humidity_sensing,light_sensing,noise_sensing,temperature_sensing,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,thermal_cozie
10.0,10.0,cresh12,54.599,63.0,45.0,23.9142,-0.6527597524627224,-0.7575649843840495,-0.433883739117558,-0.9009688679024191,11.0
10.0,10.0,cresh12,54.2815,63.0,45.0,23.9585,-0.6691306063588582,-0.7431448254773942,-0.433883739117558,-0.9009688679024191,11.0
10.0,10.0,cresh12,53.7425,66.0,45.0,24.049,-0.7313537016191705,-0.6819983600624986,-0.433883739117558,-0.9009688679024191,11.0
10.0,10.0,cresh12,53.1136,64.0,44.0,24.1975,-0.7906895737438433,-0.6122172800344493,-0.433883739117558,-0.9009688679024191,11.0
11.0,10.0,cresh12,53.453,63.0,45.0,24.5355,-0.8338858220671681,-0.5519369853120584,-0.433883739117558,-0.9009688679024191,11.0
10.0,10.0,cresh12,54.0601,63.0,45.0,24.3301,-0.8681988144891424,-0.4962165036752081,-0.433883739117558,-0.9009688679024191,11.0
10.0,10.0,cresh12,55.2621,171.0,42.0,24.0911,-0.9063077870366502,-0.4226182617406991,-0.433883739117558,-0.9009688679024191,11.0
10.0,10.0,cresh12,54.3764,165.0,42.0,23.7173,-0.9288095528719243,-0.3705574375098359,-0.433883739117558,-0.9009688679024191,11.0
10.0,10.0,cresh12,59.6187,618.0,46.0,27.886999999999997,-0.9320078692827984,-0.3624380382837018,0.9749279121818236,-0.22252093395631434,11.0
10.0,10.0,cresh12,58.1576,509.0,52.0,28.345,-0.9972501850994856,-0.07410849019539924,0.9749279121818236,-0.22252093395631434,10.0
10.0,10.0,cresh12,58.0481,430.0,48.0,28.3903,-0.9998476951563912,-0.017452406437283498,0.9749279121818236,-0.22252093395631434,10.0
10.0,10.0,cresh12,57.9848,226.0,51.0,28.3755,-0.9978589232386036,0.06540312923014326,0.9749279121818236,-0.22252093395631434,10.0
10.0,10.0,cresh12,76.8979,99.0,72.0,28.0418,-0.9063077870366498,0.4226182617406996,0.9749279121818236,-0.22252093395631434,11.0
10.0,11.0,cresh12,64.5801,100.0,69.0,29.5144,-0.6915130557822693,-0.7223639620597557,-0.433883739117558,-0.9009688679024191,11.0
10.0,11.0,cresh12,68.6883,106.0,67.0,29.4998,-0.7460573750616994,-0.6658816660008344,-0.433883739117558,-0.9009688679024191,10.0
10.0,11.0,cresh12,74.8759,278.0,67.0,30.6257,-0.7986355100472928,-0.6018150231520483,-0.433883739117558,-0.9009688679024191,10.0
10.0,11.0,cresh12,78.078,297.0,65.0,29.9423,-0.838670567945424,-0.544639035015027,-0.433883739117558,-0.9009688679024191,11.0
9.0,10.0,cresh12,64.2004,225.0,66.0,30.7573,-0.2965415749755708,-0.9550199444571866,0.7818314824680297,0.6234898018587336,11.0
9.0,10.0,cresh12,64.3342,202.0,66.0,30.6983,-0.3131638064837496,-0.9496991262018771,0.7818314824680297,0.6234898018587336,11.0
9.0,11.0,cresh12,74.7591,213.0,69.0,29.8518,-0.3947438563842672,-0.9187912101488984,0.7818314824680297,0.6234898018587336,11.0
10.0,11.0,cresh12,74.8674,197.0,66.0,29.8665,-0.4617486132350338,-0.8870108331782218,0.7818314824680297,0.6234898018587336,11.0
10.0,10.0,cresh12,77.0794,25.0,46.0,25.3225,-0.5735764363510462,-0.8191520442889917,0.7818314824680297,0.6234898018587336,10.0
10.0,10.0,cresh12,77.7336,26.0,45.0,25.3945,-0.6293203910498376,-0.7771459614569708,0.7818314824680297,0.6234898018587336,10.0
10.0,10.0,cresh12,76.3348,25.0,45.0,25.4091,-0.6755902076156601,-0.7372773368101241,0.7818314824680297,0.6234898018587336,10.0
10.0,10.0,cresh12,78.81,26.0,47.0,25.2339,-0.7283709698824001,-0.6851829903263593,0.7818314824680297,0.6234898018587336,10.0
10.0,10.0,cresh12,82.7373,26.0,47.0,25.6897,-0.7460573750616994,-0.6658816660008344,0.7818314824680297,0.6234898018587336,10.0
10.0,10.0,cresh12,77.0247,26.0,45.0,25.381,-0.7743926440821854,-0.6327053285625163,0.7818314824680297,0.6234898018587336,10.0
10.0,10.0,cresh12,77.4279,26.0,50.0,25.2777,-0.8265897491271884,-0.5628049276950688,0.7818314824680297,0.6234898018587336,10.0
10.0,10.0,cresh12,78.2985,25.0,55.0,25.3225,-0.8660254037844384,-0.5000000000000004,0.7818314824680297,0.6234898018587336,10.0
10.0,10.0,cresh12,77.3851,25.0,46.0,25.2641,-0.8968727415326883,-0.44228869021900136,0.7818314824680297,0.6234898018587336,10.0
