light_cozie,noise_cozie,user_id,humidity_sensing,light_sensing,noise_sensing,temperature_sensing,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,thermal_cozie
10.0,10.0,cresh30,54.2778,63.0,44.0,24.2986,-0.25038000405444155,-0.9681476403781076,0.0,1.0,10.0
10.0,10.0,cresh30,54.6392,66.0,46.0,24.0206,-0.3131638064837496,-0.9496991262018771,0.0,1.0,11.0
9.0,11.0,cresh30,58.4921,76.0,53.0,27.4205,-0.3947438563842672,-0.9187912101488984,0.0,1.0,11.0
9.0,11.0,cresh30,59.115,89.0,50.0,27.2426,-0.6327053285625159,-0.7743926440821857,0.0,1.0,10.0
10.0,11.0,cresh30,59.0043,76.0,53.0,27.5237,-0.7193398003386512,-0.6946583704589973,0.0,1.0,10.0
10.0,11.0,cresh30,58.5432,78.0,53.0,27.7017,-0.7460573750616994,-0.6658816660008344,0.0,1.0,10.0
10.0,10.0,cresh30,57.7281,74.0,50.0,27.6869,-0.8549118706729466,-0.5187732581605214,0.0,1.0,10.0
10.0,11.0,cresh30,57.486000000000004,74.0,57.0,27.6869,-0.8788171126619653,-0.4771587602596087,0.0,1.0,10.0
10.0,11.0,cresh30,57.4665,81.0,49.0,27.6869,-0.9335804264972016,-0.3583679495453007,0.0,1.0,10.0
10.0,10.0,cresh30,57.3291,70.0,52.0,27.7322,-0.9523957996432784,-0.3048642990280112,0.0,1.0,9.0
11.0,10.0,cresh30,57.3108,71.0,52.0,27.6564,-0.9723699203976768,-0.2334453638559052,0.0,1.0,10.0
10.0,10.0,cresh30,57.3497,69.0,49.0,27.6869,-0.9790454724845838,-0.20364175114017732,0.0,1.0,10.0
10.0,10.0,cresh30,57.0663,65.0,56.0,27.7153,-0.9993908270190958,-0.034899496702500754,0.0,1.0,10.0
10.0,10.0,cresh30,65.7479,61.0,58.0,27.7459,-0.7223639620597555,0.6915130557822695,0.0,1.0,11.0
10.0,11.0,cresh30,70.7797,60.0,47.0,28.2071,-0.38671096163682095,0.9222009716704516,0.0,1.0,11.0
11.0,11.0,cresh30,73.4026,61.0,50.0,28.2808,-0.13485093027372286,0.9908658973868822,0.0,1.0,9.0
11.0,10.0,cresh30,74.1545,62.0,45.0,28.2071,0.5037739770455263,0.8638355052043957,0.7818314824680297,0.6234898018587336,11.0
10.0,10.0,cresh30,60.0396,74.0,48.0,26.7814,-0.2588190451025208,-0.9659258262890684,0.7818314824680297,0.6234898018587336,10.0
10.0,10.0,cresh30,59.9167,77.0,49.0,26.8404,-0.36650122672429736,-0.9304175679820244,0.7818314824680297,0.6234898018587336,10.0
