light_cozie,noise_cozie,thermal_cozie,user_id,humidity_sensing,light_sensing,noise_sensing,temperature_sensing,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos
11.0,10.0,10.0,cresh03,58.6916,181.0,54.0,27.1731,-0.4186597375374282,-0.9081431738250813,-0.433883739117558,-0.9009688679024191
10.0,10.0,11.0,cresh10,77.0294,44.0,55.0,24.9857,-0.4226182617406993,-0.90630778703665,-0.433883739117558,-0.9009688679024191
10.0,11.0,11.0,cresh13,70.2505,186.0,68.0,30.6699,-0.43837114678907746,-0.8987940462991669,-0.433883739117558,-0.9009688679024191
11.0,10.0,10.0,cresh03,58.6758,194.0,47.0,27.1868,-0.4500984410374351,-0.8929789434111369,-0.433883739117558,-0.9009688679024191
10.0,11.0,11.0,cresh08,74.8674,52.0,65.0,30.9005,-0.46174861323503374,-0.8870108331782218,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh10,77.309,44.0,45.0,25.2057,-0.4809887689193874,-0.8767267557075078,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh04,67.3443,90.0,65.0,29.5592,-0.4962165036752082,-0.8681988144891423,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh08,78.8159,44.0,46.0,25.2641,-0.4962165036752082,-0.8681988144891423,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh14,59.4459,45.0,47.0,26.6635,-0.5000000000000001,-0.8660254037844386,-0.433883739117558,-0.9009688679024191
11.0,10.0,10.0,cresh03,58.6247,215.0,50.0,27.2005,-0.5037739770455262,-0.8638355052043958,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh05,58.6916,224.0,53.0,27.2626,-0.5224985647159488,-0.8526401643540923,-0.433883739117558,-0.9009688679024191
10.0,10.0,11.0,cresh11,58.6916,224.0,53.0,27.2626,-0.5224985647159488,-0.8526401643540923,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh10,78.54,46.0,46.0,25.1609,-0.5372996083468239,-0.8433914458128856,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh08,78.54,46.0,46.0,25.1609,-0.5372996083468239,-0.8433914458128856,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh14,59.5274,46.0,51.0,26.7982,-0.5591929034707467,-0.8290375725550418,-0.433883739117558,-0.9009688679024191
11.0,10.0,10.0,cresh03,58.5493,240.0,49.0,27.2763,-0.5628049276950685,-0.8265897491271886,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh08,69.6409,1292.0,47.0,26.2949,-0.5699967625963029,-0.8216469379421637,-0.433883739117558,-0.9009688679024191
10.0,11.0,10.0,cresh10,69.6409,1292.0,47.0,26.2949,-0.5699967625963029,-0.8216469379421637,-0.433883739117558,-0.9009688679024191
11.0,10.0,10.0,cresh03,58.5943,243.0,49.0,27.2763,-0.5699967625963029,-0.8216469379421637,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh08,69.793,1292.0,45.0,26.2812,-0.5807029557109398,-0.8141155183563192,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh10,69.6239,1292.0,44.0,26.2949,-0.587785252292473,-0.8090169943749475,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh10,69.4293,1291.0,46.0,26.3686,-0.5983246005706591,-0.8012538126910607,-0.433883739117558,-0.9009688679024191
11.0,10.0,10.0,cresh03,58.4094,251.0,50.0,27.3521,-0.6087614290087207,-0.7933533402912352,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh10,78.6601,43.0,45.0,25.2777,-0.6427876096865393,-0.7660444431189781,-0.433883739117558,-0.9009688679024191
11.0,10.0,10.0,cresh03,58.087,273.0,49.0,27.4984,-0.6427876096865393,-0.7660444431189781,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh13,59.7805,47.0,51.0,26.8404,-0.646123979642964,-0.7632324697825288,-0.433883739117558,-0.9009688679024191
10.0,10.0,9.0,cresh07,78.7719,44.0,47.0,25.0441,-0.6494480483301835,-0.760405965600031,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh03,58.0967,276.0,46.0,27.4984,-0.6658816660008342,-0.7460573750616997,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh14,59.4885,46.0,53.0,26.8267,-0.6691306063588582,-0.7431448254773942,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh07,84.3275,45.0,45.0,25.3361,-0.6851829903263591,-0.7283709698824002,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh10,84.43700000000003,45.0,47.0,25.4091,-0.6915130557822693,-0.7223639620597557,-0.433883739117558,-0.9009688679024191
10.0,11.0,11.0,cresh12,64.5801,100.0,69.0,29.5144,-0.6915130557822693,-0.7223639620597557,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh04,58.2099,303.0,48.0,27.5437,-0.7071067811865475,-0.7071067811865477,-0.433883739117558,-0.9009688679024191
10.0,10.0,9.0,cresh07,78.5875,44.0,44.0,24.6759,-0.7163019434246541,-0.6977904598416802,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh10,84.6344,45.0,45.0,25.2057,-0.7372773368101239,-0.6755902076156605,-0.433883739117558,-0.9009688679024191
11.0,10.0,11.0,cresh11,58.0967,322.0,48.0,27.6616,-0.7431448254773942,-0.6691306063588581,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh04,58.0967,322.0,48.0,27.6616,-0.7431448254773942,-0.6691306063588581,-0.433883739117558,-0.9009688679024191
10.0,10.0,11.0,cresh05,58.0967,322.0,48.0,27.6616,-0.7431448254773942,-0.6691306063588581,-0.433883739117558,-0.9009688679024191
10.0,11.0,10.0,cresh12,68.6883,106.0,67.0,29.4998,-0.7460573750616994,-0.6658816660008344,-0.433883739117558,-0.9009688679024191
10.0,10.0,9.0,cresh14,59.1381,45.0,50.0,26.7982,-0.7460573750616994,-0.6658816660008344,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh07,86.7146,43.0,45.0,25.5426,-0.7489557207890021,-0.6626200482157375,-0.433883739117558,-0.9009688679024191
10.0,10.0,11.0,cresh05,58.1965,323.0,49.0,27.7522,-0.7632324697825288,-0.6461239796429639,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh04,58.2245,338.0,49.0,27.7206,-0.7743926440821854,-0.6327053285625163,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh07,82.4602,45.0,44.0,24.8657,-0.7771459614569706,-0.6293203910498378,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh10,82.4602,45.0,44.0,24.8657,-0.7798844830928819,-0.625923472184059,-0.433883739117558,-0.9009688679024191
10.0,11.0,10.0,cresh12,74.8759,278.0,67.0,30.6257,-0.7986355100472928,-0.6018150231520483,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh04,58.1685,361.0,50.0,27.7522,-0.8012538126910604,-0.5983246005706593,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh14,59.4946,46.0,53.0,26.8719,-0.803856860617217,-0.5948227867513417,-0.433883739117558,-0.9009688679024191
10.0,10.0,11.0,cresh09,54.8509,208.0,42.0,24.6702,-0.803856860617217,-0.5948227867513417,-0.433883739117558,-0.9009688679024191
10.0,11.0,10.0,cresh07,78.7629,99.0,68.0,30.1919,-0.803856860617217,-0.5948227867513417,-0.433883739117558,-0.9009688679024191
10.0,10.0,11.0,cresh11,58.2962,358.0,47.0,27.7375,-0.8141155183563193,-0.5807029557109397,-0.433883739117558,-0.9009688679024191
10.0,10.0,9.0,cresh10,81.115,45.0,44.0,24.7937,-0.8191520442889916,-0.5735764363510464,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh05,58.4495,363.0,56.0,27.7659,-0.8191520442889916,-0.5735764363510464,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh04,58.2707,365.0,54.0,27.7659,-0.8241261886220157,-0.5664062369248328,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh07,86.7908,44.0,45.0,25.1025,-0.8290375725550418,-0.5591929034707466,-0.433883739117558,-0.9009688679024191
10.0,11.0,11.0,cresh12,78.078,297.0,65.0,29.9423,-0.838670567945424,-0.544639035015027,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh11,58.2245,393.0,52.0,27.8112,-0.8410390129643923,-0.540974471367994,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh05,58.0481,393.0,49.0,27.8722,-0.8457278217039733,-0.5336145159156114,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh04,58.0517,394.0,50.0,27.8722,-0.8503522249955626,-0.5262139236518699,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh07,77.3213,302.0,64.0,29.7338,-0.8526401643540924,-0.5224985647159487,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh09,57.6004,157.0,42.0,23.7173,-0.8616291604415258,-0.5075383629607041,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh04,57.7755,411.0,53.0,27.9596,-0.8703556959398996,-0.4924235601034673,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh14,59.2938,44.0,55.0,26.9172,-0.8746197071393959,-0.48480962024633684,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh07,57.7196,430.0,48.0,27.9912,-0.8808907382053857,-0.4733196671848431,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh04,57.5797,440.0,52.0,28.0218,-0.8987940462991668,-0.43837114678907774,-0.433883739117558,-0.9009688679024191
9.0,11.0,10.0,cresh13,59.4009,41.0,56.0,26.8856,-0.9044551454543679,-0.4265687399014586,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh07,57.7232,468.0,50.0,28.0049,-0.9099612708765431,-0.41469324265623925,-0.433883739117558,-0.9009688679024191
9.0,10.0,11.0,cresh05,88.5249,13.0,51.0,25.0722,-0.9099612708765431,-0.41469324265623925,-0.433883739117558,-0.9009688679024191
9.0,10.0,10.0,cresh11,88.5249,13.0,51.0,25.0722,-0.9099612708765431,-0.41469324265623925,-0.433883739117558,-0.9009688679024191
10.0,10.0,9.0,cresh14,59.1892,41.0,48.0,26.8719,-0.9153114791194471,-0.40274668985873735,-0.433883739117558,-0.9009688679024191
9.0,10.0,11.0,cresh05,87.4366,14.0,48.0,25.4362,-0.9170600743851238,-0.3987490689252466,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh04,87.5579,14.0,48.0,25.5124,-0.9187912101488984,-0.39474385638426707,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh07,57.3996,1294.0,48.0,28.2271,-0.9288095528719243,-0.3705574375098359,-0.433883739117558,-0.9009688679024191
11.0,10.0,10.0,cresh11,56.9848,1294.0,49.0,28.3903,-0.9304175679820246,-0.3665012267242972,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh07,55.9373,1294.0,48.0,28.7051,-0.9426414910921783,-0.33380685923377124,-0.433883739117558,-0.9009688679024191
11.0,10.0,10.0,cresh11,56.3606,1294.0,50.0,28.5703,-0.9469301294951056,-0.3214394653031618,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh05,56.4531,1294.0,49.0,28.5114,-0.9469301294951056,-0.3214394653031618,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh07,56.5723,1294.0,50.0,28.4966,-0.9537169507482269,-0.30070579950427295,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh05,56.4495,1294.0,50.0,28.5282,-0.9575713608048145,-0.28819626813408905,-0.433883739117558,-0.9009688679024191
11.0,10.0,10.0,cresh11,56.6332,1294.0,50.0,28.4798,-0.9600498543859286,-0.2798290140309923,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh14,59.3827,37.0,52.0,26.9004,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh14,59.3827,37.0,52.0,26.9004,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh07,57.4738,424.0,51.0,28.1818,-0.9723699203976767,-0.23344536385590517,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh07,57.4385,337.0,50.0,28.1681,-0.9762960071199334,-0.21643961393810282,-0.433883739117558,-0.9009688679024191
11.0,10.0,10.0,cresh11,77.9186,253.0,67.0,29.7654,-0.9869963665602319,-0.16074256560382602,-0.433883739117558,-0.9009688679024191
10.0,10.0,9.0,cresh14,59.0603,36.0,53.0,26.8572,-0.996917333733128,-0.07845909572784468,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh05,57.205,133.0,48.0,28.0502,-0.9997620270799091,0.021814885034561356,-0.433883739117558,-0.9009688679024191
10.0,10.0,9.0,cresh14,58.9423,74.0,58.0,26.8856,-0.999533590836713,0.03053851320982235,-0.433883739117558,-0.9009688679024191
10.0,11.0,10.0,cresh13,58.9033,70.0,57.0,26.813,-0.9953961983671789,0.09584575252022405,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh05,57.2609,178.0,46.0,27.8385,-0.9647873238288129,0.26303121445797495,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh05,77.6437,97.0,67.0,28.843000000000004,-0.9483236552061993,0.3173046564050923,-0.433883739117558,-0.9009688679024191
10.0,10.0,9.0,cresh14,59.6795,61.0,45.0,26.456,-0.7986355100472932,0.6018150231520479,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh14,66.1676,63.0,44.0,26.8856,-0.7547095802227722,0.656059028990507,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh14,65.7722,62.0,45.0,27.0488,-0.7163019434246545,0.69779045984168,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh14,66.3963,62.0,45.0,27.3468,-0.5372996083468242,0.8433914458128855,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh14,66.8562,63.0,44.0,27.4205,-0.47715876025960874,0.8788171126619652,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh14,67.9389,62.0,45.0,27.6143,-0.27563735581699894,0.9612616959383189,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh14,68.2066,63.0,45.0,27.6143,-0.21643961393810288,0.9762960071199334,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh14,68.1835,62.0,45.0,27.5974,-0.20791169081775987,0.9781476007338056,-0.433883739117558,-0.9009688679024191
10.0,10.0,9.0,cresh14,68.7747,63.0,45.0,27.7322,-0.0741084901953993,0.9972501850994857,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh14,68.9025,62.0,48.0,27.7606,-0.004363309284746544,0.9999904807207345,-0.433883739117558,-0.9009688679024191
10.0,10.0,10.0,cresh14,69.2018,62.0,47.0,27.7743,0.09150161866340238,0.9958049275746618,-0.9749279121818235,-0.2225209339563146
10.0,10.0,10.0,cresh14,69.3125,62.0,45.0,27.8196,0.19509032201612825,0.9807852804032304,-0.9749279121818235,-0.2225209339563146
10.0,10.0,11.0,cresh13,62.38399999999999,51.0,49.0,26.9899,0.27144044986507415,-0.9624552364536473,-0.7818314824680299,0.6234898018587334
10.0,11.0,10.0,cresh13,68.9244,38.0,52.0,27.1952,-0.6593458151000688,-0.7518398074789774,-0.7818314824680299,0.6234898018587334
10.0,10.0,10.0,cresh14,65.7503,73.0,48.0,27.51,-0.9876883405951377,-0.15643446504023106,-0.7818314824680299,0.6234898018587334
10.0,10.0,11.0,cresh13,72.9659,61.0,46.0,28.3671,-0.3746065934159123,0.9271838545667873,-0.7818314824680299,0.6234898018587334
10.0,11.0,9.0,cresh02,53.919,70.0,44.0,24.1532,0.42656873990145855,-0.9044551454543679,0.0,1.0
11.0,10.0,10.0,cresh02,59.3498,146.0,49.0,27.3521,0.3048642990280107,-0.9523957996432784,0.0,1.0
9.0,10.0,11.0,cresh15,59.0055,130.0,46.0,27.4121,0.21643961393810274,-0.9762960071199334,0.0,1.0
11.0,11.0,11.0,cresh02,59.0225,130.0,47.0,27.3942,0.21643961393810274,-0.9762960071199334,0.0,1.0
9.0,10.0,9.0,cresh02,59.1491,129.0,46.0,27.3352,0.2079116908177593,-0.9781476007338057,0.0,1.0
11.0,10.0,11.0,cresh15,58.6758,292.0,49.0,27.4563,0.11753739745783755,-0.9930684569549263,0.0,1.0
10.0,10.0,10.0,cresh15,58.7865,293.0,46.0,27.4258,0.043619387365336076,-0.9990482215818578,0.0,1.0
10.0,10.0,9.0,cresh15,58.57,292.0,47.0,27.4121,-0.03489949670250089,-0.9993908270190958,0.0,1.0
10.0,10.0,10.0,cresh14,63.6488,1294.0,48.0,27.6338,-0.5336145159156115,-0.8457278217039732,0.0,1.0
10.0,10.0,10.0,cresh14,63.4419,48.0,47.0,27.6203,-0.5983246005706591,-0.8012538126910607,0.0,1.0
9.0,11.0,10.0,cresh13,57.6077,84.0,52.0,27.3774,-0.6018150231520484,-0.7986355100472928,0.0,1.0
10.0,11.0,9.0,cresh14,71.2038,16.0,44.0,24.8939,-0.6560590289905072,-0.7547095802227721,0.0,1.0
10.0,10.0,9.0,cresh14,75.2382,17.0,45.0,25.0889,-0.760405965600031,-0.6494480483301834,0.0,1.0
10.0,10.0,10.0,cresh06,52.661,59.0,45.0,24.7597,-0.77162458338772,-0.636078220277764,0.0,1.0
10.0,10.0,10.0,cresh04,57.0432,360.0,46.0,28.0944,-0.7986355100472928,-0.6018150231520483,0.0,1.0
10.0,10.0,10.0,cresh14,72.8535,15.0,45.0,24.8793,-0.8012538126910604,-0.5983246005706593,0.0,1.0
10.0,10.0,10.0,cresh06,52.4286,59.0,45.0,24.7597,-0.8115739819650121,-0.5842496656374349,0.0,1.0
10.0,10.0,10.0,cresh04,56.9884,387.0,46.0,28.0944,-0.8290375725550418,-0.5591929034707466,0.0,1.0
10.0,10.0,10.0,cresh06,52.1756,59.0,46.0,24.9229,-0.8480480961564258,-0.529919264233205,0.0,1.0
10.0,10.0,10.0,cresh04,56.8558,408.0,52.0,28.1534,-0.8526401643540924,-0.5224985647159487,0.0,1.0
10.0,10.0,10.0,cresh06,52.2948,59.0,45.0,24.9377,-0.8808907382053857,-0.4733196671848431,0.0,1.0
10.0,10.0,10.0,cresh14,63.4514,122.0,50.0,27.8101,-0.9255405040175664,-0.37864861735243294,0.0,1.0
10.0,10.0,10.0,cresh04,55.6368,1294.0,48.0,28.8367,-0.9366721892483976,-0.35020738125946754,0.0,1.0
10.0,10.0,10.0,cresh04,56.1356,1256.0,54.0,28.6883,-0.9483236552061992,-0.3173046564050926,0.0,1.0
10.0,10.0,10.0,cresh14,80.2646,15.0,45.0,25.5124,-0.949699126201877,-0.3131638064837494,0.0,1.0
10.0,10.0,10.0,cresh06,52.3654,58.0,45.0,24.7461,-0.9563047559630353,-0.29237170472273705,0.0,1.0
10.0,10.0,10.0,cresh14,64.3006,38.0,48.0,27.7507,-0.9733792584604485,-0.22920039092241418,0.0,1.0
10.0,10.0,10.0,cresh14,64.1769,51.0,49.0,27.5316,-0.9945218953682734,-0.10452846326765335,0.0,1.0
10.0,10.0,10.0,cresh14,63.5513,66.0,50.0,27.5619,-0.9978589232386035,-0.06540312923014273,0.0,1.0
10.0,10.0,10.0,cresh14,62.3679,19.0,48.0,27.6923,-0.999533590836713,0.03053851320982235,0.0,1.0
10.0,11.0,11.0,cresh13,56.475,61.0,52.0,27.3015,-0.9600498543859287,0.27982901403099203,0.0,1.0
10.0,10.0,11.0,cresh13,65.9376,60.0,53.0,28.2355,-0.44619781310980866,0.8949343616020251,0.0,1.0
10.0,10.0,10.0,cresh06,53.8362,63.0,45.0,24.2396,0.38671096163682045,-0.9222009716704519,0.7818314824680297,0.6234898018587336
10.0,10.0,10.0,cresh06,53.7073,60.0,45.0,24.3586,0.31730465640509214,-0.9483236552061993,0.7818314824680297,0.6234898018587336
10.0,10.0,9.0,cresh22,53.3569,60.0,46.0,24.3754,0.2756373558169992,-0.9612616959383189,0.7818314824680297,0.6234898018587336
10.0,10.0,10.0,cresh06,52.9907,61.0,46.0,24.3301,0.2546019482055277,-0.9670459389139431,0.7818314824680297,0.6234898018587336
10.0,10.0,10.0,cresh22,58.2354,174.0,48.0,27.7206,0.23768589232617293,-0.9713420698132614,0.7818314824680297,0.6234898018587336
10.0,10.0,10.0,cresh06,54.9287,193.0,42.0,23.273000000000003,0.19080899537654497,-0.981627183447664,0.7818314824680297,0.6234898018587336
10.0,10.0,9.0,cresh06,52.2839,70.0,44.0,24.566,0.12619896913582998,-0.992004949679715,0.7818314824680297,0.6234898018587336
10.0,10.0,9.0,cresh06,52.3155,69.0,44.0,24.9967,0.06104853953485675,-0.998134798421867,0.7818314824680297,0.6234898018587336
10.0,10.0,9.0,cresh22,57.7342,186.0,51.0,27.7522,0.043619387365336076,-0.9990482215818578,0.7818314824680297,0.6234898018587336
9.0,11.0,11.0,cresh02,57.6843,185.0,49.0,27.7206,0.03489949670250114,-0.9993908270190958,0.7818314824680297,0.6234898018587336
11.0,11.0,11.0,cresh02,57.7561,186.0,53.0,27.7069,0.021814885034561218,-0.9997620270799091,0.7818314824680297,0.6234898018587336
10.0,10.0,9.0,cresh06,51.9529,70.0,45.0,25.0272,-0.004363309284746621,-0.9999904807207345,0.7818314824680297,0.6234898018587336
10.0,10.0,9.0,cresh22,57.5115,195.0,48.0,27.7796,-0.05233595624294356,-0.9986295347545738,0.7818314824680297,0.6234898018587336
10.0,10.0,9.0,cresh06,52.2376,66.0,46.0,25.1599,-0.06975647374412527,-0.9975640502598242,0.7818314824680297,0.6234898018587336
10.0,10.0,11.0,cresh16,51.97,66.0,44.0,25.1283,-0.10886687485196432,-0.9940563382223196,0.7818314824680297,0.6234898018587336
10.0,10.0,9.0,cresh06,57.121,224.0,42.0,22.8423,-0.1348509302737229,-0.9908658973868822,0.7818314824680297,0.6234898018587336
10.0,10.0,10.0,cresh13,56.7317,95.0,48.0,27.1668,-0.16074256560382616,-0.9869963665602319,0.7818314824680297,0.6234898018587336
10.0,10.0,10.0,cresh19,52.7389,68.0,44.0,24.805,-0.16504760586067743,-0.9862856015372314,0.7818314824680297,0.6234898018587336
10.0,10.0,10.0,cresh16,52.6938,69.0,45.0,24.625,-0.1865240360087344,-0.9824503977255098,0.7818314824680297,0.6234898018587336
10.0,11.0,10.0,cresh22,66.407,100.0,69.0,29.3663,-0.19080899537654475,-0.981627183447664,0.7818314824680297,0.6234898018587336
10.0,10.0,9.0,cresh06,56.2098,224.0,42.0,23.5847,-0.19936793441719702,-0.9799247046208297,0.7818314824680297,0.6234898018587336
10.0,10.0,10.0,cresh16,52.6659,69.0,45.0,24.3754,-0.246153293028993,-0.9692309097067544,0.7818314824680297,0.6234898018587336
10.0,10.0,9.0,cresh19,52.6659,69.0,45.0,24.3754,-0.25038000405444155,-0.9681476403781077,0.7818314824680297,0.6234898018587336
10.0,10.0,9.0,cresh06,52.7218,65.0,44.0,24.3891,-0.26303121445797456,-0.964787323828813,0.7818314824680297,0.6234898018587336
10.0,11.0,11.0,cresh22,63.3003,96.0,68.0,29.2463,-0.2714404498650744,-0.9624552364536473,0.7818314824680297,0.6234898018587336
9.0,10.0,11.0,cresh12,64.2004,225.0,66.0,30.7573,-0.29654157497557077,-0.9550199444571866,0.7818314824680297,0.6234898018587336
10.0,10.0,11.0,cresh13,56.9288,232.0,50.0,27.9596,-0.3007057995042731,-0.9537169507482269,0.7818314824680297,0.6234898018587336
9.0,10.0,11.0,cresh12,64.3342,202.0,66.0,30.6983,-0.3131638064837496,-0.949699126201877,0.7818314824680297,0.6234898018587336
10.0,10.0,9.0,cresh06,52.7389,62.0,45.0,24.2849,-0.38671096163682067,-0.9222009716704518,0.7818314824680297,0.6234898018587336
9.0,11.0,11.0,cresh12,74.7591,213.0,69.0,29.8518,-0.3947438563842672,-0.9187912101488983,0.7818314824680297,0.6234898018587336
10.0,10.0,10.0,cresh08,73.4854,202.0,69.0,29.8518,-0.41469324265623897,-0.9099612708765432,0.7818314824680297,0.6234898018587336
10.0,10.0,11.0,cresh08,75.51100000000002,202.0,69.0,29.7791,-0.4226182617406993,-0.90630778703665,0.7818314824680297,0.6234898018587336
10.0,11.0,11.0,cresh12,74.8674,197.0,66.0,29.8665,-0.46174861323503374,-0.8870108331782218,0.7818314824680297,0.6234898018587336
10.0,10.0,10.0,cresh08,66.5783,90.0,66.0,28.971,-0.46561452032511136,-0.8849876374630419,0.7818314824680297,0.6234898018587336
10.0,11.0,10.0,cresh08,67.2753,88.0,68.0,28.9845,-0.5037739770455262,-0.8638355052043958,0.7818314824680297,0.6234898018587336
10.0,10.0,9.0,cresh06,52.2899,63.0,45.0,24.4344,-0.5037739770455262,-0.8638355052043958,0.7818314824680297,0.6234898018587336
10.0,10.0,9.0,cresh06,52.4822,66.0,45.0,24.4028,-0.5591929034707467,-0.8290375725550418,0.7818314824680297,0.6234898018587336
10.0,10.0,10.0,cresh08,71.0571,234.0,70.0,30.0466,-0.5628049276950685,-0.8265897491271886,0.7818314824680297,0.6234898018587336
10.0,10.0,10.0,cresh12,77.0794,25.0,46.0,25.3225,-0.5735764363510462,-0.8191520442889917,0.7818314824680297,0.6234898018587336
10.0,11.0,10.0,cresh08,69.6203,238.0,70.0,30.5383,-0.5948227867513411,-0.8038568606172175,0.7818314824680297,0.6234898018587336
10.0,10.0,10.0,cresh12,77.7336,26.0,45.0,25.3945,-0.6293203910498376,-0.7771459614569708,0.7818314824680297,0.6234898018587336
10.0,10.0,10.0,cresh08,69.9925,246.0,70.0,30.4762,-0.6394390019805846,-0.7688418320734597,0.7818314824680297,0.6234898018587336
10.0,11.0,11.0,cresh08,69.9366,248.0,69.0,30.7741,-0.6691306063588582,-0.7431448254773942,0.7818314824680297,0.6234898018587336
10.0,10.0,10.0,cresh12,76.3348,25.0,45.0,25.4091,-0.6755902076156601,-0.7372773368101241,0.7818314824680297,0.6234898018587336
10.0,11.0,10.0,cresh08,70.8794,240.0,70.0,30.6699,-0.7009092642998509,-0.7132504491541816,0.7818314824680297,0.6234898018587336
10.0,10.0,11.0,cresh13,56.9373,89.0,56.0,27.1952,-0.7071067811865475,-0.7071067811865477,0.7818314824680297,0.6234898018587336
10.0,11.0,10.0,cresh08,72.1082,251.0,70.0,30.4762,-0.7283709698824001,-0.6851829903263593,0.7818314824680297,0.6234898018587336
10.0,10.0,10.0,cresh12,78.81,26.0,47.0,25.2339,-0.7283709698824001,-0.6851829903263593,0.7818314824680297,0.6234898018587336
10.0,10.0,10.0,cresh12,82.7373,26.0,47.0,25.6897,-0.7460573750616994,-0.6658816660008344,0.7818314824680297,0.6234898018587336
10.0,10.0,10.0,cresh08,83.9731,26.0,48.0,25.9244,-0.7547095802227719,-0.6560590289905074,0.7818314824680297,0.6234898018587336
10.0,10.0,10.0,cresh12,77.0247,26.0,45.0,25.381,-0.7743926440821854,-0.6327053285625163,0.7818314824680297,0.6234898018587336
10.0,10.0,10.0,cresh08,81.4147,25.0,48.0,25.7909,-0.8115739819650121,-0.5842496656374349,0.7818314824680297,0.6234898018587336
10.0,10.0,10.0,cresh12,77.4279,26.0,50.0,25.2777,-0.8265897491271884,-0.5628049276950688,0.7818314824680297,0.6234898018587336
10.0,10.0,10.0,cresh08,83.2916,25.0,53.0,25.8347,-0.8457278217039733,-0.5336145159156114,0.7818314824680297,0.6234898018587336
10.0,10.0,10.0,cresh12,78.2985,25.0,55.0,25.3225,-0.8660254037844384,-0.5000000000000004,0.7818314824680297,0.6234898018587336
