heartRate_cozie,light_cozie,noise_cozie,user_id,humidity_sensing,light_sensing,noise_sensing,temperature_sensing,temperature_mbient,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,thermal_cozie
93.0,10.0,10.0,cresh02,56.4592,256.0,54.0,28.6009,30.125,-0.9772311064626787,-0.21217767215644648,0.7818314824680297,0.6234898018587336,10.0
70.0,11.0,10.0,cresh02,56.4592,256.0,54.0,28.6009,30.125,-0.9781476007338056,-0.2079116908177598,0.7818314824680297,0.6234898018587336,11.0
70.0,9.0,10.0,cresh02,56.3606,208.0,49.0,28.5556,30.0,-0.9807852804032304,-0.19509032201612864,0.7818314824680297,0.6234898018587336,9.0
66.0,11.0,10.0,cresh02,56.84,182.0,52.0,28.3619,30.0,-0.9902680687415704,-0.13917310096006585,0.7818314824680297,0.6234898018587336,11.0
61.0,11.0,11.0,cresh02,56.6113,108.0,50.0,28.404,29.875,-0.9940563382223196,-0.10886687485196507,0.7818314824680297,0.6234898018587336,11.0
61.0,9.0,10.0,cresh02,56.6113,108.0,50.0,28.404,29.875,-0.9940563382223196,-0.10886687485196507,0.7818314824680297,0.6234898018587336,10.0
61.0,11.0,10.0,cresh02,56.6149,182.0,50.0,28.3166,29.625,-0.9990482215818578,-0.04361938736533613,0.7818314824680297,0.6234898018587336,11.0
61.0,10.0,11.0,cresh02,56.4495,199.0,49.0,28.286,29.125,-0.9965655024977614,0.08280820751220433,0.7818314824680297,0.6234898018587336,10.0
60.0,10.0,11.0,cresh02,56.8315,192.0,51.0,28.0944,29.125,-0.9914448613738104,0.13052619222005124,0.7818314824680297,0.6234898018587336,11.0
67.0,11.0,10.0,cresh02,56.71100000000001,191.0,49.0,28.1681,29.0,-0.9908658973868822,0.13485093027372327,0.7818314824680297,0.6234898018587336,11.0
93.0,10.0,11.0,cresh02,59.7075,191.0,48.0,27.53,29.0,-0.2923717047227368,-0.9563047559630354,0.43388373911755823,-0.9009688679024191,11.0
64.0,11.0,10.0,cresh02,59.7014,206.0,55.0,27.53,28.875,-0.3705574375098361,-0.9288095528719243,0.43388373911755823,-0.9009688679024191,11.0
68.0,9.0,10.0,cresh02,59.5968,214.0,54.0,27.5574,28.875,-0.374606593415912,-0.9271838545667874,0.43388373911755823,-0.9009688679024191,9.0
54.0,10.0,10.0,cresh02,59.7221,220.0,54.0,27.4711,29.125,-0.3786486173524331,-0.9255405040175664,0.43388373911755823,-0.9009688679024191,11.0
54.0,10.0,10.0,cresh02,59.7221,220.0,54.0,27.4711,29.125,-0.3826834323650897,-0.9238795325112868,0.43388373911755823,-0.9009688679024191,11.0
58.0,11.0,10.0,cresh02,59.761,249.0,55.0,27.4711,29.0,-0.3947438563842672,-0.9187912101488984,0.43388373911755823,-0.9009688679024191,11.0
58.0,9.0,10.0,cresh02,59.761,249.0,55.0,27.4711,29.125,-0.3947438563842672,-0.9187912101488984,0.43388373911755823,-0.9009688679024191,9.0
58.0,10.0,10.0,cresh02,59.8863,245.0,53.0,27.4121,29.125,-0.3947438563842672,-0.9187912101488984,0.43388373911755823,-0.9009688679024191,10.0
58.0,11.0,11.0,cresh02,59.8863,245.0,53.0,27.4121,29.125,-0.3947438563842672,-0.9187912101488984,0.43388373911755823,-0.9009688679024191,11.0
