light_cozie,noise_cozie,user_id,humidity_sensing,light_sensing,noise_sensing,temperature_sensing,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,thermal_cozie
9.0,11.0,cresh15,54.9518,74.0,46.0,23.8974,-0.3048642990280109,-0.9523957996432784,0.0,1.0,9.0
9.0,11.0,cresh15,55.1672,64.0,47.0,24.0343,-0.3907311284892736,-0.9205048534524404,0.0,1.0,9.0
9.0,11.0,cresh15,54.5881,62.0,47.0,24.0795,-0.4067366430758002,-0.9135454576426008,0.0,1.0,9.0
9.0,11.0,cresh15,93.1674,25.0,68.0,25.6232,-0.5075383629607042,-0.8616291604415257,0.0,1.0,11.0
9.0,11.0,cresh15,97.6505,30.0,69.0,24.527,-0.5771451900372335,-0.8166415551616791,0.0,1.0,11.0
10.0,10.0,cresh15,55.1222,188.0,42.0,24.7429,0.09150161866340258,-0.9958049275746615,0.7818314824680297,0.6234898018587336,11.0
10.0,11.0,cresh15,61.8742,362.0,50.0,27.2342,-0.35836794954530043,-0.9335804264972016,0.9749279121818236,-0.22252093395631434,10.0
10.0,11.0,cresh15,61.8669,313.0,50.0,27.3668,-0.4305110968082953,-0.9025852843498604,0.9749279121818236,-0.22252093395631434,10.0
10.0,11.0,cresh15,61.7112,400.0,51.0,27.4121,-0.4962165036752082,-0.8681988144891423,0.9749279121818236,-0.22252093395631434,10.0
10.0,11.0,cresh15,61.1504,496.0,54.0,27.5437,-0.6259234721840591,-0.7798844830928818,0.9749279121818236,-0.22252093395631434,10.0
10.0,11.0,cresh15,61.0141,543.0,46.0,27.5437,-0.6788007455329418,-0.7343225094356856,0.9749279121818236,-0.22252093395631434,11.0
10.0,11.0,cresh15,60.643,456.0,48.0,27.7206,-0.740218127486832,-0.6723668074346681,0.9749279121818236,-0.22252093395631434,10.0
10.0,10.0,cresh15,59.4666,1016.0,47.0,27.9323,-0.9510565162951536,-0.3090169943749476,0.9749279121818236,-0.22252093395631434,11.0
10.0,10.0,cresh15,59.244,669.0,49.0,27.9765,-0.9702957262759964,-0.2419218955996678,0.9749279121818236,-0.22252093395631434,10.0
10.0,10.0,cresh15,59.1223,601.0,48.0,27.9765,-0.9840406976462908,-0.17794354547384147,0.9749279121818236,-0.22252093395631434,11.0
10.0,10.0,cresh15,58.3023,553.0,49.0,28.3166,-0.9940563382223196,-0.10886687485196507,0.9749279121818236,-0.22252093395631434,10.0
10.0,10.0,cresh15,58.3194,456.0,49.0,28.2408,-0.9993908270190958,-0.034899496702500754,0.9749279121818236,-0.22252093395631434,10.0
10.0,10.0,cresh15,58.2379,183.0,49.0,28.0944,-0.9824503977255098,0.18652403600873432,0.9749279121818236,-0.22252093395631434,10.0
10.0,10.0,cresh15,58.53100000000001,176.0,49.0,27.9459,-0.9670459389139432,0.2546019482055274,0.9749279121818236,-0.22252093395631434,10.0
9.0,10.0,cresh15,59.0055,130.0,46.0,27.4121,0.21643961393810274,-0.9762960071199334,0.0,1.0,11.0
11.0,10.0,cresh15,58.6758,292.0,49.0,27.4563,0.11753739745783755,-0.9930684569549264,0.0,1.0,11.0
10.0,10.0,cresh15,58.7865,293.0,46.0,27.4258,0.04361938736533608,-0.9990482215818578,0.0,1.0,10.0
