light_cozie,noise_cozie,user_id,room,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,user_grouped_cooler,user_grouped_warmer,user_grouped_dimmer,user_grouped_brighter,user_grouped_quieter,user_grouped_louder,room_grouped_cooler,room_grouped_warmer,room_grouped_dimmer,room_grouped_brighter,room_grouped_quieter,room_grouped_louder,thermal_cozie
10.0,10.0,cresh22,BUILDING_MATERIALS_LAB,0.2756373558169992,-0.9612616959383188,0.7818314824680297,0.6234898018587336,0.2564102564102564,0.35897435897435903,0.0,0.1282051282051282,0.1282051282051282,0.0,0.17894736842105266,0.3105263157894737,0.015789473684210527,0.08947368421052633,0.09473684210526316,0.0,9.0
10.0,10.0,cresh22,IRC_LIBRARY_1,0.2376858923261729,-0.9713420698132614,0.7818314824680297,0.6234898018587336,0.2564102564102564,0.35897435897435903,0.0,0.1282051282051282,0.1282051282051282,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,10.0
10.0,10.0,cresh22,IRC_LIBRARY_1,0.04361938736533608,-0.9990482215818578,0.7818314824680297,0.6234898018587336,0.2564102564102564,0.35897435897435903,0.0,0.1282051282051282,0.1282051282051282,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,9.0
10.0,10.0,cresh22,IRC_LIBRARY_1,-0.052335956242943564,-0.9986295347545738,0.7818314824680297,0.6234898018587336,0.2564102564102564,0.35897435897435903,0.0,0.1282051282051282,0.1282051282051282,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,9.0
10.0,11.0,cresh22,CAFE,-0.19080899537654475,-0.9816271834476641,0.7818314824680297,0.6234898018587336,0.2564102564102564,0.35897435897435903,0.0,0.1282051282051282,0.1282051282051282,0.0,0.273972602739726,0.0,0.0273972602739726,0.3561643835616438,0.2465753424657534,0.0,10.0
10.0,11.0,cresh22,CAFE,-0.2714404498650744,-0.9624552364536472,0.7818314824680297,0.6234898018587336,0.2564102564102564,0.35897435897435903,0.0,0.1282051282051282,0.1282051282051282,0.0,0.273972602739726,0.0,0.0273972602739726,0.3561643835616438,0.2465753424657534,0.0,11.0
9.0,11.0,cresh22,OPEN_EXHIBITION_SPACE_2,-0.7163019434246541,-0.6977904598416802,0.9749279121818236,-0.22252093395631434,0.2564102564102564,0.35897435897435903,0.0,0.1282051282051282,0.1282051282051282,0.0,0.4840764331210191,0.06369426751592358,0.10191082802547773,0.4649681528662421,0.445859872611465,0.0,11.0
10.0,10.0,cresh22,OPEN_EXHIBITION_SPACE_2,-0.030538513209822413,-0.999533590836713,0.43388373911755823,-0.9009688679024191,0.2564102564102564,0.35897435897435903,0.0,0.1282051282051282,0.1282051282051282,0.0,0.4840764331210191,0.06369426751592358,0.10191082802547773,0.4649681528662421,0.445859872611465,0.0,11.0
10.0,10.0,cresh22,OPEN_EXHIBITION_SPACE_2,-0.15212338618991686,-0.9883615104677608,0.43388373911755823,-0.9009688679024191,0.2564102564102564,0.35897435897435903,0.0,0.1282051282051282,0.1282051282051282,0.0,0.4840764331210191,0.06369426751592358,0.10191082802547773,0.4649681528662421,0.445859872611465,0.0,10.0
9.0,10.0,cresh22,IRC_LIBRARY_1,-0.26303121445797456,-0.9647873238288129,0.43388373911755823,-0.9009688679024191,0.2564102564102564,0.35897435897435903,0.0,0.1282051282051282,0.1282051282051282,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,9.0
10.0,10.0,cresh22,IRC_LIBRARY_1,-0.3173046564050919,-0.9483236552061994,0.43388373911755823,-0.9009688679024191,0.2564102564102564,0.35897435897435903,0.0,0.1282051282051282,0.1282051282051282,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,9.0
9.0,10.0,cresh22,IRC_LIBRARY_1,-0.5187732581605216,-0.8549118706729465,0.43388373911755823,-0.9009688679024191,0.2564102564102564,0.35897435897435903,0.0,0.1282051282051282,0.1282051282051282,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,9.0
