heartRate_cozie,light_cozie,noise_cozie,user_id,room,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,user_grouped_cooler,user_grouped_warmer,user_grouped_dimmer,user_grouped_brighter,user_grouped_quieter,user_grouped_louder,room_grouped_cooler,room_grouped_warmer,room_grouped_dimmer,room_grouped_brighter,room_grouped_quieter,room_grouped_louder,thermal_cozie
86.0,10.0,10.0,cresh09,BUDS_LAB,-0.8362861558477592,-0.5482932295199142,-0.433883739117558,-0.9009688679024191,0.4705882352941176,0.0196078431372549,0.0196078431372549,0.13725490196078433,0.0392156862745098,0.0,0.3333333333333333,0.1111111111111111,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.0,11.0
96.0,10.0,10.0,cresh09,BUDS_LAB,-0.8638355052043956,-0.5037739770455265,-0.433883739117558,-0.9009688679024191,0.4705882352941176,0.0196078431372549,0.0196078431372549,0.13725490196078433,0.0392156862745098,0.0,0.3333333333333333,0.1111111111111111,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.0,11.0
105.0,10.0,10.0,cresh09,OPEN_EXHIBITION_SPACE_2,-0.6122172800344491,-0.7906895737438435,0.7818314824680297,0.6234898018587336,0.4705882352941176,0.0196078431372549,0.0196078431372549,0.13725490196078433,0.0392156862745098,0.0,0.4840764331210191,0.06369426751592358,0.10191082802547773,0.4649681528662421,0.445859872611465,0.0,11.0
96.0,10.0,10.0,cresh09,OPEN_EXHIBITION_SPACE_2,-0.7604059656000308,-0.6494480483301834,0.7818314824680297,0.6234898018587336,0.4705882352941176,0.0196078431372549,0.0196078431372549,0.13725490196078433,0.0392156862745098,0.0,0.4840764331210191,0.06369426751592358,0.10191082802547773,0.4649681528662421,0.445859872611465,0.0,11.0
100.0,10.0,10.0,cresh09,BUDS_LAB,-0.803856860617217,-0.5948227867513417,-0.433883739117558,-0.9009688679024191,0.4705882352941176,0.0196078431372549,0.0196078431372549,0.13725490196078433,0.0392156862745098,0.0,0.3333333333333333,0.1111111111111111,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.0,11.0
90.0,10.0,10.0,cresh09,BUDS_LAB,-0.8616291604415258,-0.5075383629607041,-0.433883739117558,-0.9009688679024191,0.4705882352941176,0.0196078431372549,0.0196078431372549,0.13725490196078433,0.0392156862745098,0.0,0.3333333333333333,0.1111111111111111,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.0,10.0
95.0,10.0,10.0,cresh09,OPEN_EXHIBITION_SPACE_2,0.008726535498373959,-0.9999619230641712,0.9749279121818236,-0.22252093395631434,0.4705882352941176,0.0196078431372549,0.0196078431372549,0.13725490196078433,0.0392156862745098,0.0,0.4840764331210191,0.06369426751592358,0.10191082802547773,0.4649681528662421,0.445859872611465,0.0,11.0
94.0,11.0,10.0,cresh09,OPEN_EXHIBITION_SPACE_2,-0.08280820751220437,-0.9965655024977614,0.9749279121818236,-0.22252093395631434,0.4705882352941176,0.0196078431372549,0.0196078431372549,0.13725490196078433,0.0392156862745098,0.0,0.4840764331210191,0.06369426751592358,0.10191082802547773,0.4649681528662421,0.445859872611465,0.0,11.0
107.0,9.0,10.0,cresh09,OPEN_EXHIBITION_SPACE_2,-0.16074256560382616,-0.986996366560232,0.9749279121818236,-0.22252093395631434,0.4705882352941176,0.0196078431372549,0.0196078431372549,0.13725490196078433,0.0392156862745098,0.0,0.4840764331210191,0.06369426751592358,0.10191082802547773,0.4649681528662421,0.445859872611465,0.0,10.0
95.0,9.0,10.0,cresh09,OPEN_EXHIBITION_SPACE_2,-0.3090169943749473,-0.9510565162951536,0.9749279121818236,-0.22252093395631434,0.4705882352941176,0.0196078431372549,0.0196078431372549,0.13725490196078433,0.0392156862745098,0.0,0.4840764331210191,0.06369426751592358,0.10191082802547773,0.4649681528662421,0.445859872611465,0.0,11.0
96.0,9.0,10.0,cresh09,CAFE,-0.3987490689252463,-0.917060074385124,0.9749279121818236,-0.22252093395631434,0.4705882352941176,0.0196078431372549,0.0196078431372549,0.13725490196078433,0.0392156862745098,0.0,0.273972602739726,0.0,0.0273972602739726,0.3561643835616438,0.2465753424657534,0.0,11.0
88.0,9.0,10.0,cresh09,CAFE,-0.4771587602596085,-0.8788171126619654,0.9749279121818236,-0.22252093395631434,0.4705882352941176,0.0196078431372549,0.0196078431372549,0.13725490196078433,0.0392156862745098,0.0,0.273972602739726,0.0,0.0273972602739726,0.3561643835616438,0.2465753424657534,0.0,11.0
93.0,10.0,10.0,cresh09,CAFE,-0.5519369853120581,-0.8338858220671682,0.9749279121818236,-0.22252093395631434,0.4705882352941176,0.0196078431372549,0.0196078431372549,0.13725490196078433,0.0392156862745098,0.0,0.273972602739726,0.0,0.0273972602739726,0.3561643835616438,0.2465753424657534,0.0,10.0
86.0,10.0,10.0,cresh09,CAFE,-0.6259234721840591,-0.7798844830928818,0.9749279121818236,-0.22252093395631434,0.4705882352941176,0.0196078431372549,0.0196078431372549,0.13725490196078433,0.0392156862745098,0.0,0.273972602739726,0.0,0.0273972602739726,0.3561643835616438,0.2465753424657534,0.0,11.0
86.0,10.0,10.0,cresh09,CAFE,-0.6915130557822693,-0.7223639620597557,0.9749279121818236,-0.22252093395631434,0.4705882352941176,0.0196078431372549,0.0196078431372549,0.13725490196078433,0.0392156862745098,0.0,0.273972602739726,0.0,0.0273972602739726,0.3561643835616438,0.2465753424657534,0.0,11.0
89.0,10.0,10.0,cresh09,CAFE,-0.7518398074789773,-0.6593458151000691,0.9749279121818236,-0.22252093395631434,0.4705882352941176,0.0196078431372549,0.0196078431372549,0.13725490196078433,0.0392156862745098,0.0,0.273972602739726,0.0,0.0273972602739726,0.3561643835616438,0.2465753424657534,0.0,10.0
