heartRate_cozie,light_cozie,noise_cozie,user_id,room,humidity_sensing,light_sensing,noise_sensing,temperature_sensing,temperature_mbient,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,user_grouped_cooler,user_grouped_warmer,user_grouped_dimmer,user_grouped_brighter,user_grouped_quieter,user_grouped_louder,room_grouped_cooler,room_grouped_warmer,room_grouped_dimmer,room_grouped_brighter,room_grouped_quieter,room_grouped_louder,thermal_cozie
109.0,10.0,10.0,cresh11,BUILDING_MATERIALS_LAB,57.3777,60.0,44.0,24.0343,24.75,-0.6327053285625159,-0.7743926440821857,0.0,1.0,0.3414634146341464,0.024390243902439025,0.4878048780487805,0.024390243902439025,0.04878048780487805,0.0,0.17894736842105266,0.3105263157894737,0.015789473684210527,0.08947368421052633,0.09473684210526316,0.0,10.0
122.0,10.0,10.0,cresh11,BUILDING_MATERIALS_LAB,56.6161,60.0,47.0,23.9869,28.5,-0.6626200482157376,-0.7489557207890021,0.0,1.0,0.3414634146341464,0.024390243902439025,0.4878048780487805,0.024390243902439025,0.04878048780487805,0.0,0.17894736842105266,0.3105263157894737,0.015789473684210527,0.08947368421052633,0.09473684210526316,0.0,10.0
80.0,10.0,10.0,cresh11,BUILDING_MATERIALS_LAB,55.2463,60.0,46.0,23.9416,27.5,-0.7253743710122875,-0.6883545756937539,0.0,1.0,0.3414634146341464,0.024390243902439025,0.4878048780487805,0.024390243902439025,0.04878048780487805,0.0,0.17894736842105266,0.3105263157894737,0.015789473684210527,0.08947368421052633,0.09473684210526316,0.0,11.0
73.0,11.0,10.0,cresh11,IRC_LIBRARY_1,63.3706,158.0,51.0,26.6245,29.5,0.17794354547384186,-0.9840406976462908,0.7818314824680297,0.6234898018587336,0.3414634146341464,0.024390243902439025,0.4878048780487805,0.024390243902439025,0.04878048780487805,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,10.0
106.0,10.0,11.0,cresh11,OPEN_EXHIBITION_SPACE_2,86.1537,176.0,63.0,26.7224,29.375,0.12186934340514755,-0.9925461516413221,0.7818314824680297,0.6234898018587336,0.3414634146341464,0.024390243902439025,0.4878048780487805,0.024390243902439025,0.04878048780487805,0.0,0.4840764331210191,0.06369426751592358,0.10191082802547773,0.4649681528662421,0.445859872611465,0.0,11.0
100.0,11.0,11.0,cresh11,OPEN_EXHIBITION_SPACE_2,83.7278,195.0,68.0,27.6111,29.75,0.034899496702501136,-0.9993908270190958,0.7818314824680297,0.6234898018587336,0.3414634146341464,0.024390243902439025,0.4878048780487805,0.024390243902439025,0.04878048780487805,0.0,0.4840764331210191,0.06369426751592358,0.10191082802547773,0.4649681528662421,0.445859872611465,0.0,11.0
107.0,10.0,10.0,cresh11,IRC_LIBRARY_1,62.3974,313.0,49.0,26.993,29.25,-0.4962165036752082,-0.8681988144891423,0.7818314824680297,0.6234898018587336,0.3414634146341464,0.024390243902439025,0.4878048780487805,0.024390243902439025,0.04878048780487805,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,10.0
111.0,10.0,10.0,cresh11,IRC_LIBRARY_1,58.6916,224.0,53.0,27.2626,32.25,-0.5224985647159488,-0.8526401643540923,-0.433883739117558,-0.9009688679024191,0.3414634146341464,0.024390243902439025,0.4878048780487805,0.024390243902439025,0.04878048780487805,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,11.0
99.0,11.0,10.0,cresh11,IRC_LIBRARY_1,58.0967,322.0,48.0,27.6616,32.125,-0.7431448254773942,-0.6691306063588581,-0.433883739117558,-0.9009688679024191,0.3414634146341464,0.024390243902439025,0.4878048780487805,0.024390243902439025,0.04878048780487805,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,11.0
89.0,10.0,10.0,cresh11,IRC_LIBRARY_1,58.2962,358.0,47.0,27.7375,30.125,-0.8141155183563193,-0.5807029557109397,-0.433883739117558,-0.9009688679024191,0.3414634146341464,0.024390243902439025,0.4878048780487805,0.024390243902439025,0.04878048780487805,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,11.0
82.0,10.0,10.0,cresh11,IRC_LIBRARY_1,58.2245,393.0,52.0,27.8112,30.25,-0.8410390129643923,-0.5409744713679939,-0.433883739117558,-0.9009688679024191,0.3414634146341464,0.024390243902439025,0.4878048780487805,0.024390243902439025,0.04878048780487805,0.0,0.2128146453089245,0.12814645308924486,0.14416475972540047,0.10297482837528604,0.10297482837528604,0.0,10.0
91.0,9.0,10.0,cresh11,EXECUTIVE_SEMINAR_ROOM_A,88.5249,13.0,51.0,25.0722,29.625,-0.9099612708765432,-0.4146932426562393,-0.433883739117558,-0.9009688679024191,0.3414634146341464,0.024390243902439025,0.4878048780487805,0.024390243902439025,0.04878048780487805,0.0,0.08360128617363344,0.1607717041800643,0.06430868167202572,0.04823151125401929,0.09003215434083603,0.0,10.0
