light_cozie,noise_cozie,user_id,room,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,user_grouped_cooler,user_grouped_warmer,user_grouped_dimmer,user_grouped_brighter,user_grouped_quieter,user_grouped_louder,room_grouped_cooler,room_grouped_warmer,room_grouped_dimmer,room_grouped_brighter,room_grouped_quieter,room_grouped_louder,thermal_cozie
10.0,10.0,cresh19,BUILDING_MATERIALS_LAB,-0.16504760586067746,-0.9862856015372314,0.7818314824680297,0.6234898018587336,0.07317073170731707,0.2195121951219512,0.0,0.07317073170731707,0.024390243902439025,0.0,0.17894736842105266,0.3105263157894737,0.015789473684210527,0.08947368421052633,0.09473684210526316,0.0,10.0
10.0,10.0,cresh19,BUILDING_MATERIALS_LAB,-0.25038000405444155,-0.9681476403781076,0.7818314824680297,0.6234898018587336,0.07317073170731707,0.2195121951219512,0.0,0.07317073170731707,0.024390243902439025,0.0,0.17894736842105266,0.3105263157894737,0.015789473684210527,0.08947368421052633,0.09473684210526316,0.0,9.0
10.0,10.0,cresh19,OPEN_EXHIBITION_SPACE_2,0.5336145159156117,-0.8457278217039732,0.0,1.0,0.07317073170731707,0.2195121951219512,0.0,0.07317073170731707,0.024390243902439025,0.0,0.4840764331210191,0.06369426751592358,0.10191082802547773,0.4649681528662421,0.445859872611465,0.0,10.0
10.0,10.0,cresh19,BUILDING_MATERIALS_LAB,0.3705574375098363,-0.9288095528719242,0.0,1.0,0.07317073170731707,0.2195121951219512,0.0,0.07317073170731707,0.024390243902439025,0.0,0.17894736842105266,0.3105263157894737,0.015789473684210527,0.08947368421052633,0.09473684210526316,0.0,10.0
9.0,10.0,cresh19,OPEN_EXHIBITION_SPACE_2,-0.1348509302737229,-0.9908658973868822,0.0,1.0,0.07317073170731707,0.2195121951219512,0.0,0.07317073170731707,0.024390243902439025,0.0,0.4840764331210191,0.06369426751592358,0.10191082802547773,0.4649681528662421,0.445859872611465,0.0,10.0
9.0,10.0,cresh19,OPEN_EXHIBITION_SPACE_2,-0.2672383760782568,-0.9636304532086232,0.0,1.0,0.07317073170731707,0.2195121951219512,0.0,0.07317073170731707,0.024390243902439025,0.0,0.4840764331210191,0.06369426751592358,0.10191082802547773,0.4649681528662421,0.445859872611465,0.0,10.0
9.0,10.0,cresh19,OPEN_EXHIBITION_SPACE_2,-0.3907311284892736,-0.9205048534524404,0.0,1.0,0.07317073170731707,0.2195121951219512,0.0,0.07317073170731707,0.024390243902439025,0.0,0.4840764331210191,0.06369426751592358,0.10191082802547773,0.4649681528662421,0.445859872611465,0.0,10.0
10.0,11.0,cresh19,EXECUTIVE_SEMINAR_ROOM_A,-0.4656145203251114,-0.8849876374630419,0.0,1.0,0.07317073170731707,0.2195121951219512,0.0,0.07317073170731707,0.024390243902439025,0.0,0.08360128617363344,0.1607717041800643,0.06430868167202572,0.04823151125401929,0.09003215434083603,0.0,10.0
10.0,10.0,cresh19,EXECUTIVE_SEMINAR_ROOM_B,-0.6087614290087207,-0.7933533402912352,0.0,1.0,0.07317073170731707,0.2195121951219512,0.0,0.07317073170731707,0.024390243902439025,0.0,0.13793103448275862,0.13793103448275862,0.05172413793103448,0.03448275862068965,0.03448275862068965,0.0,10.0
10.0,10.0,cresh19,EXECUTIVE_SEMINAR_ROOM_A,-0.6851829903263591,-0.7283709698824002,0.0,1.0,0.07317073170731707,0.2195121951219512,0.0,0.07317073170731707,0.024390243902439025,0.0,0.08360128617363344,0.1607717041800643,0.06430868167202572,0.04823151125401929,0.09003215434083603,0.0,10.0
